wind_speed,W2E Wind to Energy W2E-120/3.2fc
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.1999285285553007
2.02,0.4045795122389926
2.03,0.6139754061794331
2.04,0.8281386655050262
2.05,1.0470917453441224
2.06,1.270857100825129
2.07,1.4994571870764029
2.08,1.7329144592263477
2.09,1.971251372403316
2.1,2.214490381735713
2.11,2.4626539423518947
2.12,2.715764509380266
2.13,2.9738445379491782
2.14,3.2369164831870414
2.15,3.505002800222204
2.16,3.778125944183077
2.17,4.05630837019801
2.18,4.339572533395412
2.19,4.627940888903634
2.2,4.921435891851081
2.21,5.220079997366109
2.22,5.523895660577124
2.23,5.832905336612473
2.24,6.147131480600576
2.25,6.46659654766977
2.26,6.791322992948459
2.27,7.121333271565031
2.28,7.456649838647839
2.29,7.797295149325293
2.3,8.143291658725744
2.31,8.494661821977598
2.32,8.851428094209204
2.33,9.213612930548976
2.34,9.58123878612526
2.35,9.95432811606647
2.36,10.332903375500951
2.37,10.716987019557118
2.38,11.106601503363311
2.39,11.501769282047952
2.4,11.90251281073938
2.41,12.308854544566012
2.42,12.72081693865619
2.43,13.138422448138336
