wind_speed,HEAG HW3/S2500(90)
1.0,0.0
1.01,0.1033505558597995
1.02,0.2034963713419167
1.03,0.3004716357430957
1.04,0.3943105383600809
1.05,0.4850472684896165
1.06,0.5727160154284467
1.07,0.6573509684733158
1.08,0.7389863169209681
1.09,0.817656250068148
1.1,0.8933949572115997
1.11,0.966236627648067
1.12,1.0362154506742949
1.13,1.1033656155870255
1.14,1.167721311683007
1.15,1.2293167282589812
1.16,1.288186054611693
1.17,1.344363480037886
1.18,1.3978831938343057
1.19,1.448779385297694
1.2,1.4970862437247978
1.21,1.5428379584123602
1.22,1.5860687186571252
1.23,1.626812713755838
1.24,1.6651041330052414
1.25,1.7009771657020814
1.26,1.7344660011431008
1.27,1.7656048286250448
1.28,1.7944278374446567
1.29,1.820969216898682
1.3,1.8452631562838648
1.31,1.8673438448969488
1.32,1.8872454720346772
1.33,1.905002226993797
1.34,1.9206482990710492
1.35,1.9342178775631813
1.36,1.945745151766935
1.37,1.9552643109790568
1.38,1.962809544496289
1.39,1.968415041615377
1.4,1.9721149916330645
1.41,1.9739435838460957
1.42,1.973935007551216
1.43,1.9721234520451685
1.44,1.9685431066246972
1.45,1.963228160586548
1.46,1.956212803227464
1.47,1.9475312238441889
1.48,1.937217611733468
1.49,1.925306156192045
1.5,1.911831046516664
1.51,1.8968264720040704
1.52,1.8803266219510075
1.53,1.86236568565422
1.54,1.842977852410452
1.55,1.822197311516448
1.56,1.800058252268951
1.57,1.776594863964707
1.58,1.7518413359004608
1.59,1.725831857372953
1.6,1.6986006176789308
1.61,1.6701818061151377
1.62,1.640609611978321
1.63,1.6099182245652188
1.64,1.5781418331725816
1.65,1.5453146270971492
1.66,1.5114707956356663
1.67,1.4766445280848808
1.68,1.4408700137415331
1.69,1.4041814419023688
1.7,1.3666130018641316
1.71,1.328198882923568
1.72,1.2889732743774207
1.73,1.2489703655224318
1.74,1.2082243456553483
1.75,1.1667694040729155
1.76,1.124639730071876
1.77,1.081869512948972
1.78,1.0384929420009517
1.79,0.9945442065245568
1.8,0.9500574958165326
1.81,0.9050669991736224
1.82,0.8596069058925717
1.83,0.8137114052701241
1.84,0.767414686603024
1.85,0.7207509391880162
1.86,0.6737543523218426
1.87,0.6264591153012513
1.88,0.5788994174229842
1.89,0.5311094479837859
1.9,0.4831233962804007
1.91,0.4349754516095718
1.92,0.3866998032680449
1.93,0.3383306405525637
1.94,0.2899021527598739
1.95,0.2414485291867159
1.96,0.1930039591298404
1.97,0.1446026318859861
1.98,0.096278736751898
1.99,0.0480664630243206
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0711832717410168
