wind_speed,Enercon E-53
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0418674781721061
1.71,0.0907073726914695
1.72,0.1407436593676026
1.73,0.1919695660571687
1.74,0.2443783206168308
1.75,0.2979631509032507
1.76,0.3527172847730926
1.77,0.4086339500830203
1.78,0.465706374689695
1.79,0.523927786449782
1.8,0.5832914132199429
1.81,0.6437904828568418
1.82,0.7054182232171413
1.83,0.7681678621575043
1.84,0.8320326275345943
1.85,0.897005747205074
1.86,0.9630804490256074
1.87,1.0302499608528572
1.88,1.0985075105434845
1.89,1.1678463259541552
1.9,1.2382596349415325
1.91,1.3097406653622783
1.92,1.382282645073056
1.93,1.455878801930529
1.94,1.5305223637913594
1.95,1.606206558512212
1.96,1.6829246139497474
1.97,1.7606697579606316
1.98,1.8394352184015264
1.99,1.9192142231290956
2.0,2.0
2.01,2.081785776870904
2.02,2.1645647815984743
2.03,2.2483302420393665
2.04,2.333075386050253
2.05,2.418793441487788
2.06,2.505477636208641
2.07,2.5931211980694693
2.08,2.681717354926945
2.09,2.7712593346377203
2.1,2.861740365058468
2.11,2.9531536740458435
2.12,3.0454924894565165
2.13,3.138750039147144
2.14,3.2329195509743958
2.15,3.3279942527949253
2.16,3.423967372465408
2.17,3.520832137842496
2.18,3.618581776782862
2.19,3.71720951714316
2.2,3.8167085867800594
2.21,3.917072213550218
2.22,4.018293625310307
2.23,4.1203660499169805
2.24,4.22328271522691
2.25,4.32703684909675
2.26,4.431621679383168
2.27,4.537030433942832
2.28,4.643256340632394
2.29,4.750292627308531
2.3,4.858132521827893
2.31,4.966769252047152
2.32,5.0761960458229645
