wind_speed,Alstom ECO 122/2700
1.0,0.0
1.01,0.1648528496195985
1.02,0.3233071208587065
1.03,0.4754567387514705
1.04,0.6213956283320369
1.05,0.761217714634552
1.06,0.895016922693162
1.07,1.0228871775420134
1.08,1.1449224042152526
1.09,1.2612165277470264
1.1,1.3718634731714805
1.11,1.476957165522761
1.12,1.576591529835015
1.13,1.670860491142387
1.14,1.7598579744790273
1.15,1.8436779048790797
1.16,1.9224142073766903
1.17,1.9961608070060064
1.18,2.0650116288011744
1.19,2.1290605977963395
1.2,2.188401639025649
1.21,2.243128677523249
1.22,2.293335638323286
1.23,2.3391164464599066
1.24,2.3805650269672567
1.25,2.4177753048794832
1.26,2.450841205230732
1.27,2.4798566530551502
1.28,2.504915573386881
1.29,2.526111891260076
1.3,2.5435395317088783
1.31,2.5572924197674345
1.32,2.567464480469891
1.33,2.5741496388503955
1.34,2.577441819943092
1.35,2.577434948782129
1.36,2.574222950401652
1.37,2.567899749835808
1.38,2.558559272118743
1.39,2.5462954422846016
1.4,2.531202185367533
1.41,2.513373426401681
1.42,2.492903090421194
1.43,2.469885102460219
1.44,2.4444133875529
1.45,2.416581870733385
1.46,2.38648447703582
1.47,2.3542151314943496
1.48,2.319867759143123
1.49,2.2835362850162846
1.5,2.2453146341479813
1.51,2.20529673157236
1.52,2.163576502323566
1.53,2.1202478714357467
1.54,2.0754047639430486
1.55,2.029141104879619
1.56,1.9815508192796003
1.57,1.9327278321771413
1.58,1.882766068606392
1.59,1.831759453601491
1.6,1.7798019121965902
1.61,1.726987369425834
1.62,1.673409750323374
1.63,1.619162979923347
1.64,1.5643409832599084
1.65,1.5090376853671972
1.66,1.4533470112793627
1.67,1.397362886030555
1.68,1.3411792346549154
1.69,1.2848899821865918
1.7,1.22858905365973
1.71,1.1723703741084797
1.72,1.1163278685669835
1.73,1.0605554620693884
1.74,1.0051470796498392
1.75,0.9501966463424872
1.76,0.8957980871814781
1.77,0.8420453272009514
1.78,0.789032291435062
1.79,0.7368529049179506
1.8,0.6856010926837683
1.81,0.6353707797666548
1.82,0.5862558912007612
1.83,0.5383503520202337
1.84,0.491748087259217
1.85,0.4465430219518609
1.86,0.4028290811323058
1.87,0.360700189834704
1.88,0.3202502730931993
1.89,0.2815732559419386
1.9,0.2447630634150677
1.91,0.2099136205467324
1.92,0.1771188523710805
1.93,0.1464726839222532
1.94,0.1180690402344071
1.95,0.09200184634168
1.96,0.0683650272782259
1.97,0.0472525080781807
1.98,0.0287582137756983
1.99,0.012976069404921
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0084811476289203
2.09,0.0249863794532689
2.1,0.0452369365849332
2.11,0.0693267440580598
2.12,0.0973497269068008
2.13,0.1293998101652924
2.14,0.1655709188676937
2.15,0.2059569780481407
2.16,0.2506519127407838
2.17,0.2997496479797625
2.18,0.3533441087992415
2.19,0.4115292202333425
2.2,0.4743989073162336
2.21,0.5420470950820508
2.22,0.6145677085649428
2.23,0.6920546727990438
2.24,0.7746019128185289
2.25,0.8623033536575129
2.26,0.955252920350155
2.27,1.0535445379306108
2.28,1.1572721314330146
2.29,1.2665296258915202
2.3,1.381410946340269
2.31,1.5020100178134133
2.32,1.6284207653450835
2.33,1.760737113969448
2.34,1.89905298872063
2.35,2.043462314632798
2.36,2.1940590167400917
2.37,2.350937020076657
2.38,2.51419024967662
2.39,2.683912630574163
2.4,2.860198087803408
2.41,3.0431405463985186
2.42,3.232833931393607
2.43,3.429372167822855
2.44,3.6328491807203953
2.45,3.843358895120385
2.46,4.06099523605695
2.47,4.285852128564255
2.48,4.518023497676431
2.49,4.757603268427648
2.5,5.004685365852012
2.51,5.25936371498371
2.52,5.521732240856874
2.53,5.791884868505644
2.54,6.069915522964177
2.55,6.355918129266605
2.56,6.649986612447094
2.57,6.952214897539776
2.58,7.262696909578807
2.59,7.581526573598307
2.6,7.908797814632472
2.61,8.244604557715391
2.62,8.589040727881258
2.63,8.94220025016418
2.64,9.304177049598348
2.65,9.675065051217864
2.66,10.054958180056907
2.67,10.44395036114959
2.68,10.842135519530114
2.69,11.249607580232563
2.7,11.666460468291127
2.71,12.09278810873992
2.72,12.528684426613122
2.73,12.97424334694485
2.74,13.429558794769278
2.75,13.894724695120525
2.76,14.369834973032727
2.77,14.854983553540084
2.78,15.3502643616767
2.79,15.855771322476752
2.8,16.371598360974335
2.81,16.89783940220366
2.82,17.43458837119881
2.83,17.98193919299399
2.84,18.53998579262329
2.85,19.108822095120917
2.86,19.68854202552096
2.87,20.279239508857614
2.88,20.881008470164968
2.89,21.49394283447725
2.9,22.11813652682851
2.91,22.753683472252977
2.92,23.40067759578473
2.93,24.059212822457997
2.94,24.729383077306824
2.95,25.41128228536545
2.96,26.10500437166796
2.97,26.81064326124854
2.98,27.52829287914129
2.99,28.25804715038041
3.0,29.0
3.01,29.754235428000054
3.02,30.520797734244077
3.03,31.29972129356122
3.04,32.09104048078086
3.05,32.89478967073215
3.06,33.71100323824446
3.07,34.53971555814699
3.08,35.38096100526907
3.09,36.23477395443989
3.1,37.101188780488776
3.11,37.98023985824496
3.12,38.87196156253778
3.13,39.77638826819642
3.14,40.69355435005019
3.15,41.62349418292834
3.16,42.56624214166021
3.17,43.52183260107491
3.18,44.49029993600188
3.19,45.471678521270256
3.2,46.46600273170942
3.21,47.47330694214853
3.22,48.493625527416974
3.23,49.52699286234387
3.24,50.57344332175867
3.25,51.633011280490464
3.26,52.70573111336859
3.27,53.7916371952224
3.28,54.890763900881005
3.29,56.00314560517384
3.3,57.12881668293002
3.31,58.26781150897893
3.32,59.42016445814975
3.33,60.58590990527183
3.34,61.76508222517432
3.35,62.95771579268667
3.36,64.16384498263794
3.37,65.38350416985757
3.38,66.61672772917471
3.39,67.86355003541875
3.4,69.1240054634188
3.41,70.39812838800427
3.42,71.68595318400435
3.43,72.98751422624836
3.44,74.30284588956548
3.45,75.63198254878512
3.46,76.97495857873633
3.47,78.33180835424866
3.48,79.70256625015112
3.49,81.08726664127316
3.5,82.48594390244392
3.51,83.89863240849274
3.52,85.32536653424893
3.53,86.76618065454161
3.54,88.22110914420023
3.55,89.6901863780539
3.56,91.173446730932
3.57,92.6709245776637
3.58,94.1826542930784
3.59,95.70867025200522
3.6,97.24900682927355
3.61,98.80369839971254
3.62,100.3727793381516
3.63,101.95628401941984
3.64,103.55424681834673
3.65,105.16670210976132
3.66,106.79368426849302
3.67,108.43522766937102
3.68,110.09136668722468
3.69,111.76213569688316
3.7,113.44756907317584
3.71,115.1477011909318
3.72,116.86256642498056
3.73,118.5921991501512
3.74,120.33663374127312
3.75,122.09590457317546
3.76,123.87004602068752
3.77,125.6590924586387
3.78,127.46307826185809
3.79,129.2820378051751
3.8,131.11600546341882
3.81,132.96501561141872
3.82,134.82910262400395
3.83,136.7083008760038
3.84,138.60264474224752
3.85,140.51216859756448
3.86,142.43690681678382
3.87,144.3768937747349
3.88,146.33216384624686
3.89,148.30275140614913
3.9,150.28869082927082
3.91,152.29001649044142
3.92,154.30676276448995
3.93,156.33896402624586
3.94,158.38665465053825
3.95,160.44986901219656
3.96,162.5286414860499
3.97,164.62300644692775
3.98,166.7329982696591
3.99,168.85865132907352
4.0,171.0
4.01,173.15706458908542
4.02,175.32980913024622
4.03,177.51818358921665
4.04,179.72213793173017
4.05,181.94162212352103
4.06,184.1765861303232
4.07,186.42697991787085
4.08,188.6927534518976
4.09,190.97385669813744
4.1,193.2702396223245
4.11,195.58185219019285
4.12,197.90864436747617
4.13,200.2505661199085
4.14,202.60756741322396
4.15,204.97959821315652
4.16,207.36660848544
4.17,209.76854819580836
4.18,212.18536730999568
4.19,214.617015793736
4.2,217.06344361276305
4.21,219.5246007328109
4.22,222.0004371196136
4.23,224.49090273890516
4.24,226.9959475564193
4.25,229.51552153789012
4.26,232.04957464905164
4.27,234.59805685563776
4.28,237.16091812338271
4.29,239.7381084180201
4.3,242.32957770528392
4.31,244.93527595090836
4.32,247.55515312062735
4.33,250.1891591801748
4.34,252.8372440952844
4.35,255.49935783169047
4.36,258.1754503551272
4.37,260.865471631328
4.38,263.569371626027
4.39,266.2871003049584
4.4,269.01860763385616
4.41,271.763843578454
4.42,274.5227581044859
4.43,277.295301177686
4.44,280.0814227637884
4.45,282.8810728285266
4.46,285.6942013376349
4.47,288.5207582568472
4.48,291.36069355189767
4.49,294.21395718851994
4.5,297.080499132448
4.51,299.960269349416
4.52,302.85321780515784
4.53,305.7592944654078
4.54,308.67844929589927
4.55,311.6106322623665
4.56,314.55579333054345
4.57,317.5138824661643
4.58,320.4848496349627
4.59,323.46864480267266
4.6,326.4652179350282
4.61,329.47451899776354
4.62,332.49649795661225
4.63,335.5311047773084
4.64,338.57828942558604
4.65,341.6380018671794
4.66,344.7101920678219
4.67,347.79480999324767
4.68,350.891805609191
4.69,354.00112888138574
4.7,357.12272977556563
4.71,360.25655825746475
4.72,363.4025642928171
4.73,366.5606978473568
4.74,369.73090888681753
4.75,372.91314737693335
4.76,376.1073632834383
4.77,379.3135065720662
4.78,382.5315272085516
4.79,385.7613751586275
4.8,389.00300038802845
4.81,392.2563528624885
4.82,395.5213825477415
4.83,398.7980394095212
4.84,402.08627341356174
4.85,405.3860345255972
