wind_speed,Leitwind LTW80 850
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.2266285332395325
2.02,0.4562119848509718
2.03,0.6887052732061847
2.04,0.9240633166770948
2.05,1.1622410336355615
2.06,1.4031933424535077
2.07,1.646875161502802
2.08,1.8932414091553675
2.09,2.1422470037830643
2.1,2.393846863757818
2.11,2.64799590745149
2.12,2.904649053236003
2.13,3.163761219483229
2.14,3.425287324565079
2.15,3.689182286853424
2.16,3.955401024720188
2.17,4.223898456537232
2.18,4.49462950067648
2.19,4.767549075509796
2.2,5.042612099409098
2.21,5.319773490746259
2.22,5.598988167893195
2.23,5.880211049221776
2.24,6.163397053103917
2.25,6.448501097911491
2.26,6.735478102016401
2.27,7.0242829837905525
2.28,7.314870661605817
2.29,7.60719605383411
2.3,7.901214078847301
2.31,8.196879655017309
2.32,8.494147700716
2.33,8.792973134315295
2.34,9.09331087418706
2.35,9.395115838703225
2.36,9.698342946235638
2.37,10.00294711515623
2.38,10.308883263836872
2.39,10.616106310649474
2.4,10.924571173965909
2.41,11.234232772158098
2.42,11.545046023597909
2.43,11.856965846657255
2.44,12.169947159708004
