wind_speed,W2E Wind to Energy W2E-151/4.8fc
1.0,0.0
1.01,0.3954384978855332
1.02,0.7772306089001455
1.03,1.1455495288708164
1.04,1.5005684536245247
1.05,1.8424605789882496
1.06,2.1713991007889697
1.07,2.487557214853664
1.08,2.791108117009311
1.09,3.0822250030828924
1.1,3.3610810689013837
1.11,3.6278495102917647
1.12,3.882703523081016
1.13,4.1258163030961095
1.14,4.357361046164038
1.15,4.577510948111771
1.16,4.786439204766289
1.17,4.984319011954573
1.18,5.1713235655036005
1.19,5.347626061240349
1.2,5.513399694991799
1.21,5.66881766258493
1.22,5.8140531598467176
1.23,5.949279382604146
1.24,6.074669526684192
1.25,6.190396787913834
1.26,6.29663436212005
1.27,6.393555445129824
1.28,6.481333232770125
1.29,6.560140920867942
1.3,6.630151705250252
1.31,6.69153878174403
1.32,6.744475346176258
1.33,6.789134594373915
1.34,6.825689722163976
1.35,6.854313925373426
1.36,6.87518039982924
1.37,6.888462341358401
1.38,6.894332945787883
1.39,6.892965408944668
1.4,6.884532926655735
1.41,6.869208694748058
1.42,6.847165909048624
1.43,6.818577765384409
1.44,6.783617459582388
1.45,6.742458187469545
1.46,6.695273144872859
1.47,6.642235527619304
1.48,6.583518531535864
1.49,6.519295352449515
1.5,6.449739186187239
1.51,6.375023228576012
1.52,6.295320675442815
1.53,6.210804722614624
1.54,6.121648565918424
1.55,6.028025401181189
1.56,5.930108424229896
1.57,5.82807083089153
1.58,5.72208581699307
1.59,5.612326578361485
1.6,5.498966310823766
1.61,5.382178210206883
1.62,5.262135472337828
1.63,5.139011293043562
1.64,5.012978868151082
1.65,4.884211393487351
1.66,4.752882064879355
1.67,4.619164078154077
1.68,4.483230629138491
1.69,4.345254913659575
1.7,4.205410127544309
1.71,4.063869466619678
1.72,3.920806126712656
1.73,3.7763933036502175
1.74,3.630804193259344
1.75,3.4842119913670224
1.76,3.33678989380023
1.77,3.188711096385932
1.78,3.040148794951124
1.79,2.8912761853227757
1.8,2.7422664633278684
1.81,2.593292824793381
1.82,2.4445284655462896
1.83,2.2961465814135806
1.84,2.1483203682222287
1.85,2.001223021799213
1.86,1.8550277379715088
1.87,1.7099077125660995
1.88,1.566036141409965
1.89,1.423586220330085
1.9,1.2827311451534325
1.91,1.1436441117069922
1.92,1.0064983158177387
1.93,0.87146695331265
1.94,0.7387232200187164
1.95,0.6084403117629034
1.96,0.4807914243722031
1.97,0.3559497536735794
1.98,0.2340884954940172
1.99,0.1153808456604945
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.1010336891762442
2.41,0.2711734216385295
2.42,0.4519141830069344
2.43,0.6434291691084617
2.44,0.8458915757701035
2.45,1.0594745988188097
2.46,1.2843514340815858
2.47,1.5206952773853857
2.48,1.7686793245571837
2.49,2.028476771423996
2.5,2.3002608138127627
2.51,2.584204647550486
2.52,2.880481468464133
2.53,3.1892644723806924
2.54,3.510726855127139
2.55,3.84504181253044
2.56,4.192382540417611
2.57,4.552922234615586
2.58,4.926834090951374
2.59,5.314291305251928
2.6,5.715467073344279
2.61,6.130534591055323
2.62,6.559667054212127
2.63,7.003037658641581
2.64,7.460819600170765
2.65,7.933186074626569
2.66,8.420310277836023
2.67,8.922365405626074
2.68,9.439524653823751
2.69,9.971961218255975
2.7,10.51984829474975
2.71,11.08335907913206
2.72,11.662666767229886
2.73,12.257944554870178
2.74,12.869365637879966
2.75,13.497103212086174
2.76,14.14133047331579
2.77,14.802220617395848
2.78,15.47994684015326
2.79,16.17468233741507
2.8,16.886600305008187
2.81,17.615873938759663
2.82,18.36267643449638
2.83,19.12718098804544
2.84,19.909560795233688
2.85,20.70998905188823
2.86,21.52863895383595
2.87,22.3656836969039
2.88,23.22129647691897
2.89,24.095650489708248
2.9,24.988918931098617
2.91,25.90127499691711
2.92,26.83289188299068
2.93,27.78394278514635
2.94,28.75460089921102
2.95,29.745039421011768
2.96,30.75543154637548
2.97,31.78595047112921
2.98,32.83676939109984
2.99,33.90806150211448
3.0,35.0
3.01,36.112728884756415
3.02,37.2462753730759
3.03,38.40063748582343
3.04,39.57581324386427
3.05,40.77180066806333
3.06,41.9885977792859
3.07,43.22620259839693
3.08,44.48461314626165
3.09,45.76382744374506
3.1,47.06384351171235
3.11,48.38465937102853
3.12,49.72627304255883
3.13,51.08868254716827
3.14,52.471885905722
3.15,53.875881139085045
3.16,55.30066626812265
3.17,56.74623931369972
3.18,58.21259829668156
3.19,59.699741237933154
3.2,61.2076661583197
3.21,62.73637107870614
3.22,64.2858540199578
3.23,65.85611300293957
3.24,67.44714604851674
3.25,69.05895117755425
3.26,70.69152641091729
3.27,72.34486976947105
3.28,74.01897927408044
3.29,75.71385294561077
3.3,77.42948880492696
3.31,79.16588487289427
3.32,80.92303917037769
3.33,82.7009497182424
3.34,84.4996145373534
3.35,86.319031648576
3.36,88.15919907277502
3.37,90.02011483081583
3.38,91.9017769435634
3.39,93.80418343188288
3.4,95.72733231663928
3.41,97.67122161869788
3.42,99.63584935892364
3.43,101.62121355818176
3.44,103.62731223733716
3.45,105.65414341725524
3.46,107.7017051188008
3.47,109.76999536283924
3.48,111.8590121702354
3.49,113.96875356185454
3.5,116.09921755856168
3.51,118.250402181222
3.52,120.42230545070063
3.53,122.61492538786256
3.54,124.828260013573
3.55,127.06230734869696
3.56,129.31706541409963
3.57,131.5925322306461
3.58,133.88870581920145
3.59,136.2055842006307
3.6,138.5431653957992
3.61,140.90144742557172
3.62,143.2804283108137
3.63,145.68010607239003
3.64,148.1004787311659
3.65,150.54154430800634
3.66,153.0033008237766
3.67,155.4857462993416
3.68,157.9888787555666
3.69,160.51269621331653
3.7,163.05719669345677
3.71,165.62237821685207
3.72,168.2082388043679
3.73,170.81477647686907
3.74,173.44198925522096
3.75,176.08987516028833
3.76,178.75843221293647
3.77,181.4476584340307
3.78,184.15755184443572
3.79,186.88811046501692
3.8,189.6393323166393
3.81,192.41121542016805
3.82,195.20375779646807
3.83,198.0169574664048
3.84,200.85081245084297
3.85,203.70532077064797
3.86,206.58048044668465
3.87,209.4762894998184
3.88,212.39274595091408
3.89,215.32984782083705
3.9,218.2875931304521
3.91,221.2659799006246
3.92,224.2650061522195
3.93,227.2846699061021
3.94,230.3249691831372
3.95,233.38590200419011
3.96,236.46746639012596
3.97,239.56966036180975
3.98,242.69248194010655
3.99,245.8359291458817
4.0,249.0
4.01,252.1846833331348
4.02,255.3899312151917
4.03,258.61568652588454
4.04,261.86189214492646
4.05,265.1284909520315
4.06,268.41542582691324
4.07,271.72263964928555
4.08,275.0500752988617
4.09,278.39767565535544
4.1,281.7653835984806
4.11,285.15314200795103
4.12,288.5608937634799
4.13,291.988581744781
4.14,295.4361488315682
4.15,298.9035379035553
4.16,302.39069184045536
4.17,305.8975535219824
4.18,309.4240658278502
4.19,312.9701716377724
4.2,316.53581383146235
4.21,320.12093528863403
4.22,323.72547888900084
4.23,327.3493875122769
4.24,330.9926040381753
4.25,334.6550713464099
4.26,338.3367323166945
4.27,342.0375298287425
4.28,345.7574067622683
4.29,349.4963059969846
4.3,353.2541704126054
4.31,357.0309428888445
4.32,360.8265663054157
4.33,364.6409835420324
4.34,368.47413747840784
4.35,372.3259709942564
4.36,376.1964269692919
4.37,380.0854482832271
4.38,383.9929778157762
4.39,387.9189584466529
4.4,391.8633330555709
4.41,395.8260445222437
4.42,399.8070357263848
4.43,403.8062495477081
4.44,407.82362886592745
4.45,411.859116560756
4.46,415.91265551190776
4.47,419.98418859909617
4.48,424.07365870203546
4.49,428.1810087004384
4.5,432.3061814740192
4.51,436.4491199024917
4.52,440.6097668655689
4.53,444.7880652429654
4.54,448.9839579143938
4.55,453.19738775956847
4.56,457.4282976582028
4.57,461.6766304900109
4.58,465.9423291347057
4.59,470.22533647200135
4.6,474.5255953816112
4.61,478.8430487432496
4.62,483.1776394366293
4.63,487.5293103414643
4.64,491.89800433746825
4.65,496.2836643043554
4.66,500.6862331218384
4.67,505.10565366963147
4.68,509.5418688274484
4.69,513.9948214750028
4.7,518.4644544920079
4.71,522.9507107581776
4.72,527.4535331532256
4.73,531.9728645568659
4.74,536.5086478488117
4.75,541.0608259087767
4.76,545.6293416164746
4.77,550.2141378516191
4.78,554.8151574939242
4.79,559.4323434231029
4.8,564.0656385188693
4.81,568.7149856609369
4.82,573.3803277290197
4.83,578.0616076028309
4.84,582.758768162084
4.85,587.4717522864934
4.86,592.2005028557725
4.87,596.9449627496344
4.88,601.7050748477934
4.89,606.4807820299628
4.9,611.2720271758567
4.91,616.0787531651882
4.92,620.9009028776712
4.93,625.7384191930195
4.94,630.591244990947
4.95,635.4593231511665
4.96,640.3425965533922
4.97,645.2410080773377
4.98,650.1545006027172
4.99,655.0830170092435
5.0,660.0265001766306
5.01,664.9848929845919
5.02,669.9581383128414
5.03,674.9461790410933
5.04,679.94895804906
5.05,684.9664182164561
5.06,689.9985024229949
5.07,695.0451535483904
5.08,700.1063144723558
5.09,705.1819280746047
5.1,710.2719372348512
5.11,715.3762848328091
5.12,720.4949137481914
5.13,725.627766860712
5.14,730.7747870500847
5.15,735.9359171960236
5.16,741.1111001782416
5.17,746.3002788764524
5.18,751.5033961703699
5.19,756.7203949397083
5.2,761.9512180641802
5.21,767.1958084234999
