wind_speed,Fuhrländer LLC WTU3.0-120
1.0,37.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,13.044098601293284
2.96,30.505444775383523
2.97,47.63942570522471
2.98,64.43832368789016
2.99,80.89442102045732
3.0,97.0
3.01,112.7473429235942
3.02,128.12873208831678
3.03,143.13644979124086
3.04,157.762778329444
3.05,172.0
3.06,185.8424565131677
3.07,199.2927272319316
3.08,212.3554509324607
3.09,225.03526639092155
3.1,237.336812383483
3.11,249.26472768631183
3.12,260.8236510755767
3.13,272.0182213274442
3.14,282.8530772180835
3.15,293.33285752366106
3.16,303.46220102034573
3.17,313.2457464843043
3.18,322.68813269170533
3.19,331.79399841871555
3.2,340.56798244150406
3.21,349.01472353623745
3.22,357.1388604790843
3.23,364.9450320462117
3.24,372.43787701378784
3.25,379.6220341579802
3.26,386.5021422549564
3.27,393.082840080885
3.28,399.3687664119327
3.29,405.36456002426814
3.3,411.0748596940584
3.31,416.5043041974718
3.32,421.6575323106756
3.33,426.5391828098377
3.34,431.1538944711261
3.35,435.5063060707083
3.36,439.60105638475216
3.37,443.44278418942514
3.38,447.03612826089534
3.39,450.3857273753305
3.4,453.4962203088981
3.41,456.37224583776623
3.42,459.0184427381024
3.43,461.4394497860743
3.44,463.6399057578502
3.45,465.6244494295971
3.46,467.3977195774834
3.47,468.9643549776762
3.48,470.3289944063439
3.49,471.496276639654
3.5,472.4708404537741
3.51,473.2573246248722
3.52,473.8603679291159
3.53,474.2846091426729
3.54,474.5346870417111
3.55,474.6152404023981
3.56,474.5309080009016
3.57,474.28632861338986
3.58,473.8861410160301
3.59,473.33498398499
3.6,472.637496296438
3.61,471.7983167265413
3.62,470.8220840514674
3.63,469.7134370473846
3.64,468.4770144904605
3.65,467.11745515686255
3.66,465.63939782275895
3.67,464.04748126431735
3.68,462.34634425770514
3.69,460.5406255790909
3.7,458.6349640046411
3.71,456.6339983105244
3.72,454.5423672729084
3.73,452.36470966796105
3.74,450.10566427184943
3.75,447.76986986074223
3.76,445.3619652108063
3.77,442.8865890982101
3.78,440.3483802991208
3.79,437.7519775897063
3.8,435.1020197461348
3.81,432.4031455445736
3.82,429.6599937611905
3.83,426.8772031721535
3.84,424.05941255363
3.85,421.211260681788
3.86,418.3373863327952
3.87,415.4424282828192
3.88,412.5310253080282
3.89,409.6078161845891
3.9,406.6774396886706
3.91,403.7445345964399
3.92,400.813739684065
3.93,397.8896937277134
3.94,394.97703550355305
3.95,392.0804037877516
3.96,389.204437356477
3.97,386.3537749858965
3.98,383.5330554521786
3.99,380.7469175314904
4.0,378.0
4.01,375.29615029616747
4.02,372.6360505076231
