wind_speed,Enercon E-16
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0107637971339148
2.02,0.0216756807982031
2.03,0.0327337375232361
2.04,0.0439360538393879
2.05,0.0552807162770297
2.06,0.0667658113665354
2.07,0.0783894256382768
2.08,0.0901496456226278
2.09,0.1020445578499595
2.1,0.114072248850646
2.11,0.1262308051550588
2.12,0.1385183132935717
2.13,0.1509328597965563
2.14,0.1634725311943866
2.15,0.1761354140174336
2.16,0.1889195947960718
2.17,0.2018231600606723
2.18,0.2148441963416092
2.19,0.2279807901692539
2.2,0.2412310280739801
2.21,0.2545929965861595
2.22,0.268064782236166
2.23,0.2816444715543711
2.24,0.2953301510711485
2.25,0.30911990731687
2.26,0.3230118268219086
2.27,0.3370039961166376
2.28,0.3510945017314287
2.29,0.3652814301966557
2.3,0.37956286804269
2.31,0.3939369017999055
2.32,0.4084016179986737
2.33,0.4229551031693686
2.34,0.4375954438423616
2.35,0.4523207265480267
2.36,0.4671290378167351
2.37,0.4820184641788608
2.38,0.4969870921647757
2.39,0.512033008304853
2.4,0.5271542991294648
2.41,0.5423490511689845
2.42,0.557615350953784
