wind_speed,AWP A/S AWP 200/23
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0001415883359787
2.02,0.0002830917104596
2.03,0.0004244251619451
2.04,0.0005655037289374
2.05,0.0007062424499387
2.06,0.0008465563634514
2.07,0.0009863605079776
2.08,0.0011255699220197
2.09,0.0012640996440798
2.1,0.0014018647126604
2.11,0.0015387801662636
2.12,0.0016747610433916
2.13,0.0018097223825468
2.14,0.0019435792222315
2.15,0.0020762466009478
2.16,0.0022076395571981
2.17,0.0023376731294845
2.18,0.0024662623563095
2.19,0.0025933222761751
2.2,0.0027187679275838
2.21,0.0028425143490378
2.22,0.0029644765790392
2.23,0.0030845696560905
2.24,0.0032027086186938
2.25,0.0033188085053514
2.26,0.0034327843545655
2.27,0.0035445512048386
2.28,0.0036540240946727
2.29,0.0037611180625702
2.3,0.0038657481470333
2.31,0.0039678293865643
2.32,0.0040672768196654
2.33,0.004164005484839
2.34,0.0042579304205872
2.35,0.0043489666654124
2.36,0.0044370292578168
2.37,0.0045220332363027
2.38,0.0046038936393723
2.39,0.0046825255055279
2.4,0.0047578438732717
2.41,0.0048297637811061
