wind_speed,Leitwind LTW80 1500
1.0,0.0
1.01,0.2283825400276042
1.02,0.4497314356322654
1.03,0.6641207640303772
1.04,0.8716246024383331
1.05,1.0723170280725265
1.06,1.26627211814935
1.07,1.453563949885197
1.08,1.6342666004964617
1.09,1.8084541471995377
1.1,1.9762006672108172
1.11,2.1375802377466937
1.12,2.292666936023562
1.13,2.4415348392578102
1.14,2.58425802466584
1.15,2.7209105694640408
1.16,2.851566550868805
1.17,2.976300046096528
1.18,3.0951851323636013
1.19,3.208295886886418
1.2,3.3157063868813736
1.21,3.41749070956486
1.22,3.5137229321532693
1.23,3.6044771318629993
1.24,3.6898273859104376
1.25,3.769847771511981
1.26,3.844612365884023
1.27,3.914195246242957
1.28,3.978670489805174
1.29,4.038112173787069
1.3,4.092594375405038
1.31,4.142191171875468
1.32,4.186976640414757
1.33,4.227024858239299
1.34,4.262409902565484
1.35,4.293205850609708
1.36,4.319486779588362
1.37,4.341326766717844
1.38,4.358799889214541
1.39,4.371980224294851
1.4,4.380941849175165
1.41,4.385758841071877
1.42,4.386505277201382
1.43,4.383255234780073
1.44,4.3760827910243405
1.45,4.365062023150581
1.46,4.3502670083751855
1.47,4.331771823914549
1.48,4.309650546985064
1.49,4.2839772548031245
1.5,4.254826024585122
1.51,4.2222709335474535
1.52,4.186386058906508
1.53,4.147245477878682
1.54,4.10492326768037
1.55,4.059493505527962
1.56,4.011030268637853
1.57,3.959607634226435
1.58,3.905299679510106
1.59,3.848180481705251
1.6,3.7883241180282696
1.61,3.725804665695552
1.62,3.6606962019234985
1.63,3.5930728039284934
1.64,3.5230085489269376
1.65,3.450577514135216
1.66,3.3758537767697283
1.67,3.298911414046868
1.68,3.219824503183025
1.69,3.138667121394596
1.7,3.0555133458979684
1.71,2.9704372539095463
1.72,2.883512922645713
1.73,2.794814429322866
1.74,2.704415851157396
1.75,2.612391265365702
1.76,2.518814749164175
1.77,2.4237603797692024
1.78,2.3273022343971865
1.79,2.229514390264515
1.8,2.1304709245875832
1.81,2.0302459145827845
1.82,1.9289134374665116
1.83,1.826547570455157
1.84,1.723222390765118
1.85,1.619011975612784
1.86,1.5139904022145476
1.87,1.4082317477868056
1.88,1.3018100895459512
1.89,1.1947995047083766
1.9,1.0872740704904755
1.91,0.9793078641086376
1.92,0.8709749627792611
1.93,0.7623494437187359
1.94,0.6535053841434615
1.95,0.544516861269821
1.96,0.4354579523142212
1.97,0.3264027344930436
1.98,0.2174252850226841
1.99,0.1085996811195384
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0305330639764349
2.89,0.2387197622533108
2.9,0.4537993327891811
2.91,0.6758458528004603
2.92,0.9049333995035304
2.93,1.141136050114806
2.94,1.384527881850648
2.95,1.6351829719274775
2.96,1.893175397561663
2.97,2.1585792359696256
2.98,2.43146856436773
2.99,2.7119174599723976
3.0,3.0
3.01,3.2957801844505314
3.02,3.599281704458459
3.03,3.9105181739417674
3.04,4.229503206818539
3.05,4.556250417006751
3.06,4.890773418424484
3.07,5.233085824989735
3.08,5.58320125062058
3.09,5.941133309234999
3.1,6.306895614751069
3.11,6.680501781086798
3.12,7.06196542216023
3.13,7.451300151889403
3.14,7.848519584192346
3.15,8.253637332987076
3.16,8.666667012191668
3.17,9.08762223572409
3.18,9.516516617502443
3.19,9.953363771444709
3.2,10.39817731146896
3.21,10.850970851493184
3.22,11.311758005435468
3.23,11.780552387213795
3.24,12.257367610746254
3.25,12.742217289950815
3.26,13.235115038745546
3.27,13.736074471048498
3.28,14.245109200777652
3.29,14.762232841851096
3.3,15.287459008186833
3.31,15.820801313702905
3.32,16.36227337231733
3.33,16.911888797948166
3.34,17.46966120451341
3.35,18.035604205931158
3.36,18.609731416119352
3.37,19.192056448996123
3.38,19.78259291847944
3.39,20.38135443848737
3.4,20.98835462293789
3.41,21.60360708574912
3.42,22.22712544083901
3.43,22.85892330212567
3.44,23.499014283527057
3.45,24.14741199896128
3.46,24.804130062346275
3.47,25.4691820876002
3.48,26.14258168864096
3.49,26.824342479386686
3.5,27.51447807375536
3.51,28.213002085665018
3.52,28.91992812903374
3.53,29.635269817779488
3.54,30.359040765820364
3.55,31.09125458707433
3.56,31.831924895459498
3.57,32.58106530489384
3.58,33.33868942929542
3.59,34.10481088258224
3.6,34.8794432786724
3.61,35.66260023148383
3.62,36.45429535493466
3.63,37.25454226294286
3.64,38.06335456942652
3.65,38.8807458883036
3.66,39.70672983349221
3.67,40.54132001891032
3.68,41.38453005847601
3.69,42.23637356610728
3.7,43.096864155722194
3.71,43.96601544123872
3.72,44.843841036575
3.73,45.73035455564896
3.74,46.62556961237872
3.75,47.52949982068222
3.76,48.44215879447756
3.77,49.3635601476828
3.78,50.29371749421588
3.79,51.23264444799493
3.8,52.18035462293789
3.81,53.13686163296289
3.82,54.10217909198789
3.83,55.07632061393097
3.84,56.0592998127101
3.85,57.051130302243386
3.86,58.05182569644881
3.87,59.06139960924445
