wind_speed,Tacke TW 600
1.0,0.0
1.01,0.0368223162466846
1.02,0.0724063717020119
1.03,0.1067673003133693
1.04,0.1399202360281443
1.05,0.1718803127937244
1.06,0.2026626645574968
1.07,0.2322824252668492
1.08,0.2607547288691689
1.09,0.2880947093118435
1.1,0.3143175005422604
1.11,0.3394382365078069
1.12,0.3634720511558705
1.13,0.3864340784338383
1.14,0.4083394522890987
1.15,0.4292033066690384
1.16,0.4490407755210452
1.17,0.4678669927925065
1.18,0.4856970924308095
1.19,0.5025462083833417
1.2,0.5184294745974907
1.21,0.533362025020644
1.22,0.5473589936001887
1.23,0.5604355142835127
1.24,0.572606721018003
1.25,0.5838877477510475
1.26,0.5942937284300333
1.27,0.603839797002348
1.28,0.6125410874153787
1.29,0.6204127336165136
1.3,0.6274698695531398
1.31,0.6337276291726444
1.32,0.6392011464224149
1.33,0.6439055552498395
1.34,0.6478559896023046
1.35,0.6510675834271983
1.36,0.6535554706719078
1.37,0.6553347852838209
1.38,0.6564206612103248
1.39,0.6568282323988066
1.4,0.6565726327966546
1.41,0.6556689963512551
1.42,0.6541324570099966
1.43,0.6519781487202663
1.44,0.6492212054294512
1.45,0.645876761084939
1.46,0.6419599496341173
1.47,0.6374859050243732
1.48,0.6324697612030946
1.49,0.6269266521176685
1.5,0.6208717117154828
1.51,0.6143200739439247
1.52,0.6072868727503814
1.53,0.5997872420822408
1.54,0.59183631588689
1.55,0.5834492281117171
1.56,0.5746411127041086
1.57,0.5654271036114524
1.58,0.5558223347811365
1.59,0.545841940160547
1.6,0.5355010536970723
1.61,0.5248148093380998
1.62,0.5137983410310174
1.63,0.5024667827232113
1.64,0.4908352683620702
1.65,0.4789189318949806
1.66,0.4667329072693301
1.67,0.454292328432507
1.68,0.4416123293318978
1.69,0.42870804391489
1.7,0.4155946061288714
1.71,0.4022871499212299
1.72,0.3888008092393522
1.73,0.3751507180306255
1.74,0.3613520102424375
1.75,0.3474198198221766
1.76,0.3333692807172297
1.77,0.3192155268749831
1.78,0.3049736922428261
1.79,0.2906589107681447
1.8,0.2762863163983272
1.81,0.2618710430807605
1.82,0.2474282247628326
1.83,0.2329729953919301
1.84,0.2185204889154416
1.85,0.2040858392807537
1.86,0.189684180435254
1.87,0.1753306463263301
1.88,0.1610403709013695
1.89,0.1468284881077596
1.9,0.1327101318928877
1.91,0.118700436204141
1.92,0.1048145349889075
1.93,0.0910675621945742
1.94,0.0774746517685293
1.95,0.0640509376581588
1.96,0.0508115538108524
1.97,0.0377716341739956
1.98,0.024946312694976
1.99,0.0123507233211817
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0099399260560768
2.5,0.0291282882845171
2.51,0.0493333478823316
2.52,0.0705702387969049
2.53,0.092854094975626
2.54,0.1162000503658822
2.55,0.1406232389150608
2.56,0.1661387945705481
2.57,0.1927618512797333
2.58,0.2205075429900036
2.59,0.2493910036487436
2.6,0.279427367203346
2.61,0.3106317676011927
2.62,0.3430193387896758
2.63,0.3766052147161782
2.64,0.4114045293280921
2.65,0.4474324165728016
2.66,0.4847040103976954
2.67,0.5232344447501593
2.68,0.5630388535775852
2.69,0.6041323708273563
2.7,0.6465301304468616
2.71,0.6902472663834871
2.72,0.7352989125846219
2.73,0.7817002029976523
2.74,0.8294662715699683
2.75,0.8786122522489528
2.76,0.929153278981996
2.77,0.9811044857164868
2.78,1.03448100639981
2.79,1.089297974979356
2.8,1.1455705254025077
2.81,1.203313791616658
2.82,1.2625429075691894
2.83,1.3232730072074943
2.84,1.3855192244789531
2.85,1.449296693330961
2.86,1.5146205477109005
2.87,1.5815059215661629
2.88,1.6499679488441288
2.89,1.7200217634921948
2.9,1.791682499457739
2.91,1.8649652906881569
2.92,1.9398852711308288
2.93,2.016457574733153
2.94,2.0946973354425023
2.95,2.1746196872062766
2.96,2.2562397639718554
2.97,2.3395726996866326
2.98,2.424633628297988
2.99,2.511437683753318
3.0,2.6
3.01,2.690332777038039
3.02,2.782436479077891
3.03,2.8763086363826087
3.04,2.971946779215265
3.05,3.06934843783891
3.06,3.16851114251662
3.07,3.269432423511446
3.08,3.372109811086462
3.09,3.47654083550472
3.1,3.5827230270292896
3.11,3.690653915923229
3.12,3.800331032449607
3.13,3.9117519068714817
3.14,4.024914069451919
3.15,4.139815050453974
3.16,4.256452380140725
3.17,4.374823588775213
3.18,4.494926206620521
3.19,4.6167577639397
3.2,4.74031579099582
3.21,4.865597818051934
3.22,4.992601375371117
3.23,5.121323993216419
3.24,5.251763201850918
3.25,5.38391653153766
3.26,5.517781512539716
3.27,5.653355675120154
3.28,5.790636549542025
3.29,5.929621666068406
3.3,6.070308554962344
3.31,6.212694746486916
3.32,6.356777770905175
3.33,6.50255515848019
3.34,6.650024439475013
3.35,6.799183144152726
3.36,6.950028802776369
3.37,7.102558945609025
3.38,7.256771102913743
3.39,7.412662804953597
3.4,7.570231581991633
3.41,7.729474964290932
3.42,7.890390482114546
3.43,8.052975665725548
3.44,8.217228045386982
3.45,8.383145151361935
3.46,8.55072451391344
3.47,8.719963663304595
3.48,8.89086012979843
3.49,9.063411443658032
3.5,9.237615135146449
3.51,9.413468734526743
3.52,9.590969772062
3.53,9.77011577801525
3.54,9.950904282649578
3.55,10.133332816228034
3.56,10.317398909013692
3.57,10.50310009126961
3.58,10.690433893258852
3.59,10.879397845244467
3.6,11.06998947748955
3.61,11.262206320257125
3.62,11.45604590381028
3.63,11.651505758412071
3.64,11.848583414325564
3.65,12.04727640181381
3.66,12.247582251139892
3.67,12.449498492566851
3.68,12.653022656357766
3.69,12.858152272775689
3.7,13.064884872083692
3.71,13.273217984544823
3.72,13.48314914042217
3.73,13.694675869978768
3.74,13.907795703477705
3.75,14.122506171182012
3.76,14.33880480335478
3.77,14.55668913025907
3.78,14.776156682157929
3.79,14.997204989314437
3.8,15.219831581991636
3.81,15.44403399045261
3.82,15.669809744960403
3.83,15.8971563757781
3.84,16.126071413168738
3.85,16.356552387395404
3.86,16.58859682872114
3.87,16.822202267409025
3.88,17.05736623372211
3.89,17.294086257923475
3.9,17.532359870276153
3.91,17.77218460104324
3.92,18.01355798048777
3.93,18.25647753887283
3.94,18.500940806461465
3.95,18.746945313516747
3.96,18.994488590301728
3.97,19.243568167079488
3.98,19.49418157411307
3.99,19.746326341665565
4.0,20.0
4.01,20.255200035960726
4.02,20.51192376271717
4.03,20.77016845002003
4.04,21.02993136761994
4.05,21.29120978526763
4.06,21.55400097271378
4.07,21.818302199709088
4.08,22.08411073600422
4.09,22.351423851349864
4.1,22.620238815496723
4.11,22.890552898195487
4.12,23.16236336919683
4.13,23.435667498251423
4.14,23.710462555109988
4.15,23.986745809523217
4.16,24.26451453124176
4.17,24.54376599001632
4.18,24.824497455597594
4.19,25.10670619773628
4.2,25.39038948618302
4.21,25.675544590688546
4.22,25.96216878100352
4.23,26.250259326878663
4.24,26.539813498064618
4.25,26.830828564312093
4.26,27.12330179537177
4.27,27.417230460994343
4.28,27.71261183093053
4.29,28.00944317493096
4.3,28.307721762746347
4.31,28.607444864127388
4.32,28.908609748824777
4.33,29.211213686589165
4.34,29.51525394717125
4.35,29.82072780032173
4.36,30.127632515791337
4.37,30.43596536333067
4.38,30.74572361269047
4.39,31.056904533621417
4.4,31.369505395874217
4.41,31.68352346919952
4.42,31.99895602334802
4.43,32.31580032807042
4.44,32.63405365311743
4.45,32.95371326823967
4.46,33.27477644318789
4.47,33.59724044771273
4.48,33.92110255156494
4.49,34.246360024495154
4.5,34.57301013625405
4.51,34.90105015659237
4.52,35.230477355260746
4.53,35.561289002009936
4.54,35.893482366590554
4.55,36.22705471875331
4.56,36.5620033282489
4.57,36.898325464828034
4.58,37.23601839824135
4.59,37.57507939823957
4.6,37.915505734573365
4.61,38.25729467699346
4.62,38.60044349525048
4.63,38.94494945909514
4.64,39.290809838278136
4.65,39.638021902550186
4.66,39.9865829216619
4.67,40.336490165364026
4.68,40.68774090340722
4.69,41.040332405542216
4.7,41.394261941519645
4.71,41.74952678109021
4.72,42.10612419400461
4.73,42.46405145001356
4.74,42.823305818867695
4.75,43.18388457031772
4.76,43.54578497411431
4.77,43.909004300008185
4.78,44.27353981775005
4.79,44.63938879709051
4.8,45.00654850778032
4.81,45.37501621957014
4.82,45.7447892022107
4.83,46.115864725452624
4.84,46.48824005904663
4.85,46.8619124727434
4.86,47.23687923629365
4.87,47.613137619448025
4.88,47.99068489195724
4.89,48.36951832357196
4.9,48.74963518404292
4.91,49.13103274312074
4.92,49.513708270556144
4.93,49.89765903609982
4.94,50.28288230950248
4.95,50.66937536051475
4.96,51.05713545888736
4.97,51.44615987437098
4.98,51.83644587671634
4.99,52.22799073567408
5.0,52.62079172099487
5.01,53.01484610242943
5.02,53.410151149728456
5.03,53.80670413264267
5.04,54.20450232092266
5.05,54.60354298431918
5.06,55.00382339258292
5.07,55.40534081546456
5.08,55.80809252271477
5.09,56.21207578408424
5.1,56.61728786932365
5.11,57.02372604818376
5.12,57.43138759041516
5.13,57.840269765768575
5.14,58.25036984399469
5.15,58.66168509484425
5.16,59.07421278806784
5.17,59.4879501934162
5.18,59.902894580640016
5.19,60.31904321949001
5.2,60.736393379716816
5.21,61.154942331071126
5.22,61.57468734330365
5.23,61.99562568616509
5.24,62.41775462940607
5.25,62.84107144277732
5.26,63.265573396029545
5.27,63.69125775891339
5.28,64.11812180117961
5.29,64.54616279257881
5.3,64.97537800286173
5.31,65.40576470177903
5.32,65.83732015908146
5.33,66.27004164451961
5.34,66.7039264278442
5.35,67.13897177880594
5.36,67.57517496715556
5.37,68.01253326264366
5.38,68.45104393502096
5.39,68.89070425403814
5.4,69.33151148944597
5.41,69.773462910995
5.42,70.21655578843598
