wind_speed,Fuhrländer LLC WTU3.5-120
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.1221174287206414
2.02,0.2481797614744634
2.03,0.3782319022946181
2.04,0.5123187552142943
2.05,0.6504852242666459
2.06,0.7927762134848582
2.07,0.9392366269020922
2.08,1.0899113685515287
2.09,1.2448453424663253
2.1,1.4040834526796662
2.11,1.567670603224708
2.12,1.7356516981346388
2.13,1.908071641442613
2.14,2.0849753371818203
2.15,2.26640768938541
2.16,2.4524136020865708
2.17,2.643037979318459
2.18,2.838325725114263
2.19,3.038321743507133
2.2,3.243070938530259
2.21,3.452618214216799
2.22,3.6670084745999336
2.23,3.8862866237128175
2.24,4.11049756558865
2.25,4.339686204260569
2.26,4.573897443761761
2.27,4.813176188125408
2.28,5.057567341384661
2.29,5.307115807572709
2.3,5.561866490722705
2.31,5.821864294867842
2.32,6.087154124041261
2.33,6.357780882276165
2.34,6.6337894736056935
2.35,6.915224802063049
2.36,7.202131771681376
2.37,7.4945552864938705
2.38,7.792540250533673
2.39,8.096131567833984
2.4,8.405374142427949
2.41,8.720312878348766
2.42,9.040992679629571
2.43,9.367458450303571
