wind_speed,DANREGN Bonus 95
1.0,0.0
1.01,0.0062058368131015
1.02,0.0122245629685216
1.03,0.0180580684729035
1.04,0.0237082433328904
1.05,0.0291769775551256
1.06,0.0344661611462523
1.07,0.0395776841129138
1.08,0.0445134364617534
1.09,0.0492753081994142
1.1,0.0538651893325396
1.11,0.0582849698677727
1.12,0.0625365398117568
1.13,0.0666217891711351
1.14,0.0705426079525511
1.15,0.0743008861626477
1.16,0.0778985138080684
1.17,0.0813373808954563
1.18,0.0846193774314548
1.19,0.0877463934227069
1.2,0.0907203188758561
1.21,0.0935430437975455
1.22,0.0962164581944184
1.23,0.098742452073118
1.24,0.1011229154402876
1.25,0.1033597383025705
1.26,0.1054548106666098
1.27,0.1074100225390488
1.28,0.1092272639265307
1.29,0.110908424835699
1.3,0.1124553952731967
1.31,0.113870065245667
1.32,0.1151543247597534
1.33,0.1163100638220989
1.34,0.1173391724393469
1.35,0.1182435406181406
1.36,0.1190250583651232
1.37,0.1196856156869381
1.38,0.1202271025902283
1.39,0.1206514090816373
1.4,0.1209604251678082
1.41,0.1211560408553842
1.42,0.1212401461510087
1.43,0.1212146310613249
1.44,0.1210813855929759
1.45,0.1208422997526052
1.46,0.1204992635468559
1.47,0.1200541669823712
1.48,0.1195089000657945
1.49,0.1188653528037689
1.5,0.1181254152029377
1.51,0.1172909772699441
1.52,0.1163639290114315
1.53,0.1153461604340429
1.54,0.1142395615444218
1.55,0.1130460223492113
1.56,0.1117674328550547
1.57,0.1104056830685952
1.58,0.1089626629964762
1.59,0.1074402626453407
1.6,0.1058403720218321
1.61,0.1041648811325936
1.62,0.1024156799842686
1.63,0.1005946585835001
1.64,0.0987037069369315
1.65,0.096744715051206
1.66,0.0947195729329668
1.67,0.0926301705888573
1.68,0.0904783980255205
1.69,0.0882661452495999
1.7,0.0859953022677386
1.71,0.0836677590865799
1.72,0.0812854057127671
1.73,0.0788501321529433
1.74,0.0763638284137518
1.75,0.073828384501836
1.76,0.0712456904238391
1.77,0.068617636186404
1.78,0.0659461117961744
1.79,0.0632330072597933
1.8,0.0604802125839041
1.81,0.0576896177751498
1.82,0.054863112840174
1.83,0.0520025877856196
1.84,0.0491099326181301
1.85,0.0461870373443486
1.86,0.0432357919709184
1.87,0.0402580865044827
1.88,0.0372558109516849
1.89,0.0342308553191681
1.9,0.0311851096135756
1.91,0.0281204638415505
1.92,0.0250388080097363
1.93,0.021942032124776
1.94,0.0188320261933131
1.95,0.0157106802219907
1.96,0.0125798842174521
1.97,0.0094415281863404
1.98,0.006297502135299
1.99,0.003149696070971
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0063949474707825
3.02,0.0129814455726742
3.03,0.0197620442724577
3.04,0.0267392935369177
3.05,0.0339157433328371
3.06,0.041293943627
3.07,0.0488764443861902
3.08,0.0566657955771917
3.09,0.0646645471667876
3.1,0.0728752491217624
3.11,0.0813004514088995
3.12,0.0899427039949826
3.13,0.0988045568467956
3.14,0.1078885599311225
3.15,0.1171972632147464
3.16,0.126733216664452
3.17,0.1364989702470219
3.18,0.1464970739292411
3.19,0.1567300776778923
3.2,0.1672005314597603
3.21,0.1779109852416275
3.22,0.1888639889902792
3.23,0.2000620926724978
3.24,0.2115078462550685
3.25,0.2232037997047735
3.26,0.2351525029883973
3.27,0.2473565060727244
3.28,0.2598183589245372
3.29,0.2725406115106207
3.3,0.2855258137977575
3.31,0.2987765157527324
3.32,0.3122952673423284
3.33,0.3260846185333298
3.34,0.3401471192925198
3.35,0.3544853195866833
3.36,0.3691017693826021
3.37,0.3839990186470621
3.38,0.3991796173468457
3.39,0.4146461154487375
3.4,0.43040106291952
3.41,0.4464470097259785
3.42,0.4627865058348956
3.43,0.4794221012130565
3.44,0.4963563458272427
3.45,0.5135917896442402
3.46,0.531130982630831
3.47,0.5489764747538008
3.48,0.5671308159799313
3.49,0.5855965562760077
3.5,0.6043762456088128
3.51,0.623472433945131
3.52,0.6428876712517463
3.53,0.6626245074954414
3.54,0.6826854926430017
3.55,0.7030731766612089
3.56,0.7237901095168489
3.57,0.744838841176704
3.58,0.7662219216075588
3.59,0.7879419007761959
3.6,0.8100013286494006
3.61,0.8324027551939551
3.62,0.8551487303766446
3.63,0.8782418041642518
3.64,0.9016845265235616
3.65,0.9254794474213562
3.66,0.9496291168244214
3.67,0.9741360846995382
3.68,0.9990029010134932
3.69,1.024232115733068
3.7,1.0498262788250483
3.71,1.0757879402562158
3.72,1.1021196499933563
3.73,1.1288239580032515
3.74,1.1559034142526878
3.75,1.1833605687084456
3.76,1.2111979713373109
3.77,1.2394181721060682
3.78,1.2680237209814988
3.79,1.297017167930389
3.8,1.3264010629195198
3.81,1.3561779559156784
3.82,1.386350396885645
3.83,1.416920935796206
3.84,1.4478921226141437
3.85,1.4792665073062428
3.86,1.511046639839286
3.87,1.5432350701800583
3.88,1.5758343482953423
3.89,1.608847024151923
3.9,1.6422756477165823
3.91,1.676122768956107
3.92,1.7103909378372772
3.93,1.7450827043268802
3.94,1.780200618391696
3.95,1.8157472299985125
3.96,1.8517250891141093
3.97,1.888136745705275
3.98,1.9249847497387875
3.99,1.962271651181436
4.0,2.0
4.01,2.038171753982269
4.02,2.0767865022000427
4.03,2.1158432415461297
4.04,2.155340968913325
4.05,2.195278681194438
4.06,2.235655375282271
4.07,2.276470048069633
4.08,2.3177216964493206
4.09,2.3594093173141406
4.1,2.401531907556897
4.11,2.444088464070397
4.12,2.487077983747439
4.13,2.5304994634808278
4.14,2.57435190016337
4.15,2.618634290687873
4.16,2.6633456319471307
4.17,2.708484920833953
4.18,2.754051154241144
4.19,2.8000433290615097
4.2,2.846460442187848
4.21,2.8933014905129664
4.22,2.940565470929668
4.23,2.988251380330761
