wind_speed,AN Bonus 150/30
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0010902810906405
2.02,0.0021799079472033
2.03,0.0032682263356104
2.04,0.0043545820217843
2.05,0.0054383207716469
2.06,0.0065187883511206
2.07,0.0075953305261275
2.08,0.0086672930625899
2.09,0.00973402172643
2.1,0.0107948622835699
2.11,0.0118491604999319
2.12,0.0128962621414382
2.13,0.013935512974011
2.14,0.0149662587635725
2.15,0.0159878452760448
2.16,0.0169996182773504
2.17,0.0180009235334112
2.18,0.0189911068101496
2.19,0.0199695138734877
2.2,0.0209354904893478
2.21,0.021888382423652
2.22,0.0228275354423226
2.23,0.0237522953112817
2.24,0.0246620077964516
2.25,0.0255560186637546
2.26,0.0264336736791127
2.27,0.0272943186084482
2.28,0.0281372992176834
2.29,0.0289619612727404
2.3,0.0297676505395413
2.31,0.0305537127840085
2.32,0.0313194937720642
2.33,0.0320643392696306
2.34,0.0327875950426298
2.35,0.0334886068569841
2.36,0.0341667204786155
2.37,0.0348212816734466
2.38,0.0354516362073993
2.39,0.0360571298463959
2.4,0.0366371083563586
2.41,0.0371909175032096
