wind_speed,HEAG HW3/S2500(110)
1.0,0.0
1.01,0.2217772412304013
1.02,0.4366707465443081
1.03,0.644754089031786
1.04,0.8461008417829007
1.05,1.0407845778877176
1.06,1.2288788704363025
1.07,1.4104572925187209
1.08,1.5855934172250374
1.09,1.75436081764532
1.1,1.9168330668696325
1.11,2.07308373798804
1.12,2.22318640409061
1.13,2.367214638267404
1.14,2.5052420136084934
1.15,2.637342103203941
1.16,2.763588480143813
1.17,2.884054717518175
1.18,2.9988143884170912
1.19,3.1079410659306275
1.2,3.211508323148852
1.21,3.309589733161828
1.22,3.402258869059619
1.23,3.489589303932296
1.24,3.57165461086992
1.25,3.648528362962559
1.26,3.720284133300277
1.27,3.786995494973143
1.28,3.848736021071218
1.29,3.90557928468457
1.3,3.957598858903266
1.31,4.004868316817367
1.32,4.047461231516944
1.33,4.085451176092059
1.34,4.118911723632778
1.35,4.147916447229169
1.36,4.172538919971293
1.37,4.192852714949222
1.38,4.208931405253017
1.39,4.220848563972744
1.4,4.22867776419847
1.41,4.232492579020258
1.42,4.232366581528178
1.43,4.228373344812294
1.44,4.220586441962668
1.45,4.209079446069369
1.46,4.193925930222464
1.47,4.175199467512014
1.48,4.152973631028089
1.49,4.12732199386075
1.5,4.098318129100068
1.51,4.066035609836105
1.52,4.030548009158927
1.53,3.9919289001586007
1.54,3.950251855925191
1.55,3.905590449548765
1.56,3.858018254119386
1.57,3.8076088427271193
1.58,3.754435788462035
1.59,3.698572664414192
1.6,3.640093043673661
1.61,3.579070499330504
1.62,3.515578604474792
1.63,3.4496909321965843
1.64,3.3814810555859536
1.65,3.3110225477329567
1.66,3.238388981727664
1.67,3.163653930660143
1.68,3.086890967620457
1.69,3.0081736656986706
1.7,2.927575597984849
1.71,2.845170337569064
1.72,2.7610314575413737
1.73,2.675232530991845
1.74,2.587847131010545
1.75,2.4989488306875427
1.76,2.4086112031128994
1.77,2.31690782137668
1.78,2.223912258568953
1.79,2.129698087779784
1.8,2.034338882099235
1.81,1.937908214617374
1.82,1.8404796584242689
1.83,1.7421267866099803
1.84,1.6429231722645783
1.85,1.5429423884781266
1.86,1.4422580083406888
