wind_speed,W2E Wind to Energy W2E-171/8.0
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.2191375042671879
2.02,0.4455616947004444
2.03,0.6793592574658014
2.04,0.9206168787293444
2.05,1.1694212446570944
2.06,1.4258590414151353
2.07,1.6900169551695097
2.08,1.9619816720862868
2.09,2.2418398783315023
2.1,2.5296782600712344
2.11,2.825583503471515
2.12,3.129642294698435
2.13,3.441941319918012
2.14,3.7625672652963367
2.15,4.091606816999434
2.16,4.429146661193389
2.17,4.775273484044233
2.18,5.1300739717180495
2.19,5.493634810380861
2.2,5.866042686198757
2.21,6.247384285337766
2.22,6.637746293963971
2.23,7.037215398243397
2.24,7.445878284342143
2.25,7.863821638426209
2.26,8.29113214666169
2.27,8.727896495214651
2.28,9.174201370251112
2.29,9.63013345793717
2.3,10.095779444438843
2.31,10.571226015922225
2.32,11.056559858553326
2.33,11.55186765849825
2.34,12.057236101923008
2.35,12.572751874993708
2.36,13.098501663876355
2.37,13.634572154737054
2.38,14.1810500337418
2.39,14.738021987056722
2.4,15.305574700847814
2.41,15.883794861281178
2.42,16.472769154522815
2.43,17.072584266738854
