wind_speed,W2E Wind to Energy W2E-185/6.0
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.5856794204538645
2.02,1.1833710344748525
2.03,1.7930870356299715
2.04,2.414839617486386
2.05,3.048640973611091
2.06,3.694503297571252
2.07,4.352438782933895
2.08,5.02245962326616
2.09,5.704578012135066
2.1,6.3988061431077625
2.11,7.10515620975127
2.12,7.823640405632744
2.13,8.55427092431919
2.14,9.297059959377773
2.15,10.052019704375493
2.16,10.81916235287952
2.17,11.59850009845686
2.18,12.39004513467468
2.19,13.193809655099978
2.2,14.009805853299904
2.21,14.838045922841491
2.22,15.678542057291883
2.23,16.531306450218096
2.24,17.396351295187294
2.25,18.27368878576647
2.26,19.16333111552276
2.27,20.065290478023275
2.28,20.97957906683504
2.29,21.9062090755252
2.3,22.84519269766077
2.31,23.796542126808912
2.32,24.760269556536628
2.33,25.73638718041108
2.34,26.72490719199928
2.35,27.725841784868397
2.36,28.739203152585407
2.37,29.76500348871751
2.38,30.8032549868317
2.39,31.853969840495125
2.4,32.91716024327481
2.41,33.9928383887379
2.42,35.08101647045141
2.43,36.18170668198252
2.44,37.29492121689819
