wind_speed,Hummer H25.0-200KW
1.0,0.0
1.01,0.054056826996807
1.02,0.1079913376017504
1.03,0.1618047673339401
1.04,0.2154983517124857
1.05,0.2690733262564971
1.06,0.3225309264850837
1.07,0.3758723879173555
1.08,0.4290989460724221
1.09,0.4822118364693936
1.1,0.5352122946273792
1.11,0.5881015560654888
1.12,0.6408808563028323
1.13,0.6935514308585181
1.14,0.7461145152516585
1.15,0.7985713450013617
1.16,0.8509231556267378
1.17,0.9031711826468962
1.18,0.9553166615809472
1.19,1.0073608279479995
1.2,1.0593049172671638
1.21,1.11115016505755
1.22,1.1628978068382665
1.23,1.214549078128424
1.24,1.266105214447132
1.25,1.317567451313501
1.26,1.3689370242466392
1.27,1.420215168765658
1.28,1.4714031203896656
1.29,1.5225021146377726
1.3,1.5735133870290892
1.31,1.624438173082724
1.32,1.6752777083177872
1.33,1.726033228253389
1.34,1.7767059684086384
1.35,1.8272971643026457
1.36,1.87780805145452
1.37,1.9282398653833717
1.38,1.978593841608309
1.39,2.028871215648444
1.4,2.079073223022885
1.41,2.129201099250742
1.42,2.1792560798511253
1.43,2.229239400343144
1.44,2.279152296245908
1.45,2.328996003078527
1.46,2.3787717563601105
1.47,2.4284807916097684
1.48,2.478124344346611
1.49,2.5277036500897467
1.5,2.577219944358286
1.51,2.6266744626713394
1.52,2.6760684405480157
1.53,2.7254031135074244
1.54,2.7746797170686763
1.55,2.8238994867508804
1.56,2.873063658073146
1.57,2.922173466554584
1.58,2.971230147714304
1.59,3.0202349370714137
1.6,3.069189070145025
1.61,3.118093782454247
1.62,3.16695030951819
1.63,3.2157598868559614
1.64,3.2645237499866737
1.65,3.313243134429436
1.66,3.361919275703358
1.67,3.410553409327549
1.68,3.4591467708211185
1.69,3.507700595703176
1.7,3.556216119492832
1.71,3.604694577709197
1.72,3.6531372058713782
1.73,3.701545239498488
1.74,3.7499199141096353
1.75,3.7982624652239294
1.76,3.84657412836048
1.77,3.894856139038396
1.78,3.943109732776789
1.79,3.991336145094768
1.8,4.039536611511442
1.81,4.087712367545922
1.82,4.135864648717318
1.83,4.183994690544738
1.84,4.232103728547293
1.85,4.2801929982440905
1.86,4.328263735154242
1.87,4.376317174796859
1.88,4.424354552691048
1.89,4.472377104355921
1.9,4.520386065310587
1.91,4.568382671074154
1.92,4.616368157165737
1.93,4.66434375910444
1.94,4.712310712409375
1.95,4.760270252599651
1.96,4.80822361519438
1.97,4.856172035712669
1.98,4.904116749673629
1.99,4.9520589925963705
2.0,5.0
2.01,5.0479410074036295
2.02,5.095883250326372
2.03,5.143827964287329
2.04,5.191776384805619
2.05,5.239729747400348
2.06,5.287689287590625
2.07,5.335656240895559
2.08,5.383631842834264
2.09,5.431617328925842
2.1,5.479613934689413
2.11,5.527622895644078
2.12,5.575645447308951
2.13,5.623682825203141
2.14,5.671736264845758
2.15,5.719807001755909
2.16,5.767896271452709
2.17,5.816005309455263
2.18,5.864135351282683
2.19,5.912287632454079
2.2,5.960463388488559
2.21,6.008663854905231
2.22,6.0568902672232126
2.23,6.105143860961604
2.24,6.153425871639521
2.25,6.201737534776072
2.26,6.250080085890364
2.27,6.298454760501511
2.28,6.346862794128619
2.29,6.395305422290804
2.3,6.443783880507167
2.31,6.492299404296824
2.32,6.54085322917888
2.33,6.589446590672451
2.34,6.63808072429664
2.35,6.6867568655705645
2.36,6.735476250013325
2.37,6.784240113144039
2.38,6.83304969048181
2.39,6.881906217545754
2.4,6.930810929854975
2.41,6.979765062928587
2.42,7.028769852285697
2.43,7.0778265334454185
2.44,7.126936341926854
2.45,7.176100513249121
2.46,7.225320282931324
2.47,7.274596886492574
2.48,7.323931559451985
2.49,7.373325537328661
2.5,7.422780055641713
2.51,7.472296349910253
2.52,7.521875655653391
2.53,7.571519208390231
2.54,7.621228243639889
2.55,7.671003996921473
2.56,7.720847703754093
2.57,7.770760599656857
2.58,7.8207439201488755
2.59,7.870798900749257
2.6,7.920926776977115
2.61,7.9711287843515555
2.62,8.021406158391692
2.63,8.07176013461663
2.64,8.122191948545481
2.65,8.172702835697354
2.66,8.223294031591363
2.67,8.273966771746611
2.68,8.324722291682214
2.69,8.375561826917277
2.7,8.426486612970914
2.71,8.477497885362226
2.72,8.528596879610335
2.73,8.579784831234342
2.74,8.631062975753363
2.75,8.6824325486865
2.76,8.733894785552867
2.77,8.785450921871576
2.78,8.837102193161734
2.79,8.888849834942452
2.8,8.940695082732836
2.81,8.992639172052002
2.82,9.044683338419052
2.83,9.096828817353105
