wind_speed,ACSA A27/225
1.0,0.0
1.01,0.0177075602258092
1.02,0.0348812241634031
1.03,0.0515263847045818
1.04,0.0676484347411455
1.05,0.0832527671648943
1.06,0.0983447748676284
1.07,0.1129298507411478
1.08,0.1270133876772529
1.09,0.1406007785677436
1.1,0.1536974163044203
1.11,0.166308693779083
1.12,0.1784400038835319
1.13,0.1900967395095669
1.14,0.2012842935489886
1.15,0.212008058893597
1.16,0.2222734284351923
1.17,0.2320857950655745
1.18,0.2414505516765439
1.19,0.2503730911599005
1.2,0.2588588064074445
1.21,0.2669130903109762
1.22,0.2745413357622955
1.23,0.2817489356532028
1.24,0.2885412828754982
1.25,0.2949237703209817
1.26,0.3009017908814537
1.27,0.3064807374487142
1.28,0.3116660029145632
1.29,0.3164629801708011
1.3,0.3208770621092282
1.31,0.3249136416216442
1.32,0.3285781115998496
1.33,0.3318758649356446
1.34,0.3348122945208289
1.35,0.3373927932472032
1.36,0.3396227540065673
1.37,0.3415075696907216
1.38,0.3430526331914659
1.39,0.3442633374006007
1.4,0.3451450752099261
1.41,0.3457032395112421
1.42,0.345943223196349
1.43,0.345870419157047
1.44,0.345490220285136
1.45,0.3448080194724163
1.46,0.3438292096106883
1.47,0.3425591835917517
1.48,0.341003334307407
1.49,0.3391670546494542
1.5,0.3370557375096934
1.51,0.334674775779925
1.52,0.3320295623519488
1.53,0.3291254901175653
1.54,0.3259679519685745
1.55,0.3225623407967766
1.56,0.3189140494939716
1.57,0.3150284709519598
1.58,0.3109109980625416
1.59,0.3065670237175166
1.6,0.3020019408086852
1.61,0.2972211422278477
1.62,0.2922300208668043
1.63,0.2870339696173548
1.64,0.2816383813712998
1.65,0.276048649020439
1.66,0.2702701654565727
1.67,0.2643083235715013
1.68,0.2581685162570247
1.69,0.2518561364049433
1.7,0.2453765769070567
1.71,0.2387352306551659
1.72,0.2319374905410704
1.73,0.2249887494565705
1.74,0.2178944002934663
1.75,0.2106598359435584
1.76,0.2032904492986465
1.77,0.1957916332505307
1.78,0.1881687806910115
1.79,0.1804272845118889
1.8,0.1725725376049631
1.81,0.1646099328620339
1.82,0.156544863174902
1.83,0.1483827214353673
1.84,0.1401289005352299
1.85,0.1317887933662901
1.86,0.1233677928203478
1.87,0.1148712917892035
1.88,0.1063046831646571
1.89,0.097673359838509
1.9,0.0889827147025592
1.91,0.0802381406486075
1.92,0.0714450305684548
1.93,0.0626087773539005
1.94,0.0537347738967453
1.95,0.0448284130887889
1.96,0.0358950878218324
1.97,0.0269401909876749
1.98,0.0179691154781168
1.99,0.0089872541849583
2.0,0.0
2.01,0.0
