wind_speed,Adani 5.2-160
1.0,0.0
1.01,0.7353654123451164
1.02,1.4473229228104805
1.03,2.136134328384777
1.04,2.8020614260566896
1.05,3.4453660128149037
1.06,4.066309885648102
1.07,4.66515484154497
1.08,5.242162677494192
1.09,5.7975951904844525
1.1,6.331714177504437
1.11,6.844781435542825
1.12,7.337058761588307
1.13,7.808807952629555
1.14,8.260290805655274
1.15,8.691769117654134
1.16,9.103504685614826
1.17,9.49575930652603
1.18,9.868794777376436
1.19,10.222872895154715
1.2,10.558255456849563
1.21,10.875204259449667
1.22,11.173981099943704
1.23,11.454847775320358
1.24,11.71806608256832
1.25,11.963897818676267
1.26,12.192604780632886
1.27,12.404448765426864
1.28,12.59969157004688
1.29,12.778594991481622
1.3,12.94142082671978
1.31,13.08843087275003
1.32,13.219886926561053
1.33,13.336050785141548
1.34,13.43718424548018
1.35,13.523549104565651
1.36,13.595407159386635
1.37,13.653020206931822
1.38,13.696650044189894
1.39,13.72655846814953
1.4,13.743007275799428
1.41,13.746258264128254
1.42,13.736573230124709
1.43,13.714213970777475
1.44,13.679442283075224
1.45,13.632519964006654
1.46,13.573708810560444
1.47,13.503270619725274
1.48,13.421467188489837
1.49,13.328560313842807
1.5,13.224811792772876
1.51,13.110483422268732
1.52,12.985836999319046
1.53,12.851134320912514
1.54,12.706637184037818
1.55,12.552607385683643
1.56,12.389306722838668
1.57,12.21699699249158
1.58,12.035939991631077
1.59,11.846397517245814
1.6,11.648631366324496
1.61,11.4429033358558
1.62,11.22947522282843
1.63,11.00860882423104
1.64,10.78056593705234
1.65,10.54560835828099
1.66,10.30399788490569
1.67,10.055996313915127
1.68,9.801865442297975
1.69,9.54186706704293
1.7,9.276262985138658
1.71,9.005314993573863
1.72,8.729284889337224
1.73,8.44843446941741
1.74,8.16302553080312
1.75,7.873319870483049
1.76,7.579579285445873
1.77,7.282065572680249
1.78,6.9810405291749005
1.79,6.676765951918493
1.8,6.36950363789972
1.81,6.059515384107247
1.82,5.747062987529777
1.83,5.432408245155992
1.84,5.115812953974567
1.85,4.7975389109742
1.86,4.477847913143558
1.87,4.157001757471338
1.88,3.8352622409462263
1.89,3.512891160556901
1.9,3.1901503132920475
1.91,2.867301496140344
1.92,2.5446065060904903
1.93,2.2223271401311493
1.94,1.9007251952510276
1.95,1.5800624684387934
1.96,1.2606007566831554
1.97,0.9426018569727646
1.98,0.6263275662963146
1.99,0.3120396816424957
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.4121484299531204
2.73,0.9713412345731456
2.74,1.5521552193671369
2.75,2.154852181323747
2.76,2.7796939174316577
2.77,3.426942224679621
2.78,4.096858900056262
2.79,4.789705740550318
2.8,5.5057445431504135
2.81,6.245237104845273
2.82,7.00844522262355
2.83,7.795630693473967
2.84,8.60705531438515
2.85,9.44298088234585
2.86,10.303669194344693
2.87,11.189382047370458
2.88,12.100381238411655
2.89,13.036928564457185
2.9,13.999285822495551
2.91,14.987714809515552
2.92,16.002477322505783
2.93,17.043835158455025
2.94,18.11205011435186
2.95,19.20738398718508
2.96,20.33009857394329
2.97,21.480455671615232
2.98,22.658717077189493
2.99,23.86514458765488
3.0,25.1
3.01,26.363505414224797
3.02,27.655724142374712
3.03,28.976679799506165
3.04,30.32639600067587
3.05,31.704896360940225
3.06,33.112204495355975
3.07,34.54834401897956
3.08,36.013338546867736
3.09,37.50721169407687
3.1,39.0299870756637
3.11,40.5816883066847
3.12,42.16233900219654
3.13,43.771962777255744
3.14,45.41058324691892
3.15,47.07822402624259
3.16,48.77490873028344
3.17,50.50066097409788
3.18,52.25550437274263
3.19,54.039462541274204
3.2,55.852559094749296
3.21,57.694817648224245
3.22,59.56626181675588
3.23,61.46691521540057
3.24,63.396801459215126
3.25,65.35594416325587
3.26,67.34436694257953
3.27,69.36209341224276
3.28,71.40914718730188
3.29,73.48555188281378
3.3,75.59133111383477
3.31,77.72650849542163
3.32,79.89110764263077
3.33,82.08515217051892
3.34,84.30866569414249
3.35,86.5616718285583
3.36,88.8441941888226
3.37,91.15625638999232
3.38,93.49788204712372
3.39,95.86909477527368
3.4,98.26991818949848
3.41,100.70037590485497
3.42,103.16049153639948
3.43,105.65028869918883
3.44,108.16979100827936
3.45,110.71902207872792
3.46,113.29800552559074
3.47,115.9067649639248
3.48,118.54532400878628
3.49,121.2137062752321
3.5,123.91193537831856
3.51,126.6400349331024
3.52,129.39802855464023
3.53,132.18593985798844
3.54,135.00379245820386
3.55,137.85160997034285
3.56,140.72941600946217
3.57,143.63723419061824
3.58,146.57508812886772
3.59,149.54300143926707
3.6,152.5409977368732
3.61,155.5691006367422
3.62,158.62733375393108
3.63,161.71572070349615
3.64,164.83428510049418
3.65,167.9830505599815
3.66,171.16204069701504
3.67,174.371279126651
3.68,177.61078946394625
3.69,180.8805953239571
3.7,184.18072032174047
3.71,187.51118807235252
3.72,190.87202219085032
3.73,194.26324629228995
3.74,197.68488399172844
3.75,201.136958904222
3.76,204.61949464482728
3.77,208.13251482860116
3.78,211.6760430705998
3.79,215.25010298588015
3.8,218.85471818949844
3.81,222.4899122965116
3.82,226.15570892197587
3.83,229.8521316809481
3.84,233.57920418848468
3.85,237.33695005964236
3.86,241.12539290947743
3.87,244.9445563530469
3.88,248.7944640054069
3.89,252.67513948161437
3.9,256.58660639672564
3.91,260.52888836579746
3.92,264.5020090038862
3.93,268.50599192604875
3.94,272.54086074734136
3.95,276.60663908282083
3.96,280.70335054754355
3.97,284.8310187565664
3.98,288.9896673249455
3.99,293.179319867738
4.0,297.4
4.01,301.6517107747461
4.02,305.93437299682245
4.03,310.2478869090337
4.04,314.59215275418285
4.05,318.96707077507455
4.06,323.3725412145128
4.07,327.808464315302
4.08,332.2747403202456
4.09,336.7712694721478
4.1,341.2979520138129
4.11,345.85468818804503
4.12,350.4413782376479
4.13,355.0579224054255
4.14,359.7042209341822
4.15,364.3801740667223
4.16,369.0856820458493
4.17,373.8206451143673
4.18,378.5849635150807
4.19,383.3785374907936
4.2,388.2012672843096
4.21,393.053053138433
4.22,397.9337952959679
4.23,402.8433939997186
4.24,407.78174949248864
4.25,412.7487620170823
4.26,417.7443318163036
4.27,422.7683591329567
4.28,427.82074420984594
4.29,432.9013872897749
4.3,438.0101886155476
4.31,443.1470484299685
4.32,448.3118669758416
4.33,453.5045444959706
4.34,458.7249812331596
4.35,463.9730774302128
4.36,469.24873332993496
4.37,474.5518491751288
4.38,479.8823252085992
4.39,485.24006167315
4.4,490.6249588115857
4.41,496.03691686670976
4.42,501.47583608132624
4.43,506.9416166982396
4.44,512.434158960254
4.45,517.9533631101729
4.46,523.4991293908006
4.47,529.0713580449411
4.48,534.6699493153991
4.49,540.2948034449778
4.5,545.9458206764815
4.51,551.6229012527144
4.52,557.3259454164804
4.53,563.0548534105843
