wind_speed,Hummer H13.2-30KW
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0149488496165148
2.02,0.0300947896323007
2.03,0.0454349104466258
2.04,0.060966302458762
2.05,0.076686056067977
2.06,0.092591261673543
2.07,0.1086790096747281
2.08,0.1249463904708048
2.09,0.1413904944610404
2.1,0.158008412044707
2.11,0.174797233621073
2.12,0.1917540495894099
2.13,0.2088759503489863
2.14,0.2261600262990737
2.15,0.2436033678389404
2.16,0.2612030653678584
2.17,0.2789562092850959
2.18,0.2968598899899245
2.19,0.3149111978816126
2.2,0.3331072233594317
2.21,0.3514450568226505
2.22,0.3699217886705402
2.23,0.3885345093023698
2.24,0.4072803091174105
2.25,0.4261562785149309
2.26,0.4451595078942018
2.27,0.4642870876544937
2.28,0.4835361081950754
2.29,0.5029036599152186
2.3,0.5223868332141912
2.31,0.5419827184912653
2.32,0.561688406145709
2.33,0.5815009865767942
2.34,0.6014175501837893
2.35,0.6214351873659658
2.36,0.6415509885225918
2.37,0.6617620440529394
2.38,0.6820654443562771
2.39,0.7024582798318759
2.4,0.7229376408790047
2.41,0.7435006178969351
