wind_speed,AN Bonus 1300/62
1.0,0.0
1.01,0.2015512528292664
1.02,0.3967088902049087
1.03,0.5855439898709748
1.04,0.7681276295715125
1.05,0.9445308870505692
1.06,1.1148248400521923
1.07,1.2790805663204303
1.08,1.4373691435993303
1.09,1.5897616496329412
1.1,1.7363291621653083
1.11,1.8771427589404808
1.12,2.012273517702508
1.13,2.141792516195431
1.14,2.2657708321633065
1.15,2.384279543350177
1.16,2.497389727500092
1.17,2.6051724623570984
1.18,2.7076988256652443
1.19,2.8050398951685764
1.2,2.897266748611142
1.21,2.984450463736992
1.22,3.066662118290171
1.23,3.1439727900147267
1.24,3.216453556654708
1.25,3.284175495954164
1.26,3.34720968565714
1.27,3.405627203507682
1.28,3.459499127249842
1.29,3.5088965346276657
1.3,3.5538905033852006
1.31,3.5945521112664944
1.32,3.630952436015595
1.33,3.663162555376551
1.34,3.69125354709341
1.35,3.7152964889102167
1.36,3.735362458571021
1.37,3.7515225338198728
1.38,3.763847792400815
1.39,3.7724093120579
1.4,3.777278170535172
1.41,3.778525445576681
1.42,3.7762222149264737
1.43,3.7704395563285993
1.44,3.7612485475271007
1.45,3.748720266266029
1.46,3.732925790289434
1.47,3.7139361973413614
1.48,3.691822565165858
1.49,3.666655971506972
1.5,3.638507494108752
1.51,3.607448210715244
1.52,3.573549199070497
1.53,3.536881536918558
1.54,3.497516302003476
1.55,3.455524572069298
1.56,3.41097742486007
1.57,3.363945938119841
1.58,3.3145011895926606
1.59,3.2627142570225733
1.6,3.20865621815363
1.61,3.1523981507298746
1.62,3.0940111324953588
1.63,3.033566241194127
1.64,2.971134554570229
1.65,2.906787150367711
1.66,2.8405951063306216
1.67,2.772629500203008
1.68,2.7029614097289185
1.69,2.6316619126523992
1.7,2.558802086717501
1.71,2.484453009668269
1.72,2.408685759248751
1.73,2.3315714132029983
1.74,2.2531810492750526
1.75,2.173585745208963
1.76,2.0928565787487807
1.77,2.0110646276385524
1.78,1.9282809696223215
1.79,1.8445766824441412
1.8,1.7600228438480578
1.81,1.6746905315781182
1.82,1.588650823378369
1.83,1.501974796992858
1.84,1.4147335301656336
1.85,1.326998100640748
1.86,1.2388395861622408
1.87,1.150329064474165
1.88,1.061537613320567
1.89,0.9725363104454932
1.9,0.8833962335929932
1.91,0.7941884605071139
1.92,0.7049840689319027
1.93,0.6158541366114085
1.94,0.5268697412896763
1.95,0.4381019607107554
1.96,0.3496218726186968
1.97,0.2615005547575442
1.98,0.173809084871344
1.99,0.0866185407041446
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0213525491156296
2.74,0.1743030044095288
2.75,0.3331562939700507
2.76,0.4979834955412467
2.77,0.66885568686717
2.78,0.8458439456918594
2.79,1.029019349759368
2.8,1.2184529768137402
2.81,1.414215904599029
2.82,1.6163792108592716
2.83,1.825013973338532
2.84,2.0401912697808395
2.85,2.2619821779302605
2.86,2.490457775530823
2.87,2.725689140326596
2.88,2.967747350061602
2.89,3.216703482479913
2.9,3.47262861532556
2.91,3.7355938263426074
2.92,4.00567019327508
2.93,4.282928793867047
2.94,4.567440705862538
2.95,4.8592770070056215
2.96,5.158508775040325
2.97,5.465207087710709
2.98,5.779443022760811
2.99,6.101287657934691
3.0,6.430812070976383
3.01,6.768087339629938
3.02,7.113184541639425
3.03,7.466174754748856
3.04,7.827129056702313
3.05,8.196118525243815
3.06,8.573214238117435
3.07,8.958487273067197
3.08,9.35200870783717
3.09,9.753849620171378
3.1,10.164081087813894
3.11,10.582774188508743
3.12,11.01
3.13,11.44576327593209
3.14,11.88980347355118
3.15,12.341793726003749
3.16,12.80140716643638
3.17,13.268316927995572
3.18,13.742196143827892
3.19,14.222717947079836
3.2,14.70955547089797
3.21,15.202381848428804
3.22,15.7008702128189
3.23,16.204693697214758
3.24,16.71352543476295
3.25,17.22703855860997
3.26,17.744906201902367
3.27,18.2668014977867
3.28,18.792397579409474
3.29,19.321367579917247
3.3,19.85338463245652
3.31,20.38812187017386
3.32,20.925252426215764
3.33,21.464449433728824
3.34,22.0053860258595
3.35,22.547735335754396
3.36,23.091170496559982
3.37,23.635364641422857
3.38,24.1799909034895
3.39,24.724722415906488
3.4,25.269232311820318
3.41,25.81319372437756
3.42,26.356279786724706
3.43,26.89816363200833
3.44,27.43851839337494
3.45,27.97701720397109
3.46,28.51333319694329
3.47,29.04713950543811
3.48,29.578109262602027
3.49,30.105915601581643
3.5,30.630231655523435
3.51,31.15073055757396
3.52,31.667085440879774
3.53,32.17896943858736
3.54,32.686055683843314
3.55,33.188017309794105
3.56,33.684527449586334
3.57,34.175259236366486
3.58,34.65988580328112
3.59,35.13808028347674
3.6,35.60951581009992
3.61,36.073865516297154
3.62,36.53080253521502
3.63,36.98
3.64,37.42122807132928
3.65,37.85464502000228
3.66,38.28050614434912
3.67,38.69906674269985
3.68,39.11058211338457
3.69,39.515307554733305
3.7,39.913498365076165
3.71,40.30540984274322
3.72,40.69129728606455
3.73,41.07141599337019
3.74,41.44602126299027
3.75,41.81536839325481
3.76,42.1797126824939
3.77,42.53930942903766
3.78,42.89441393121608
3.79,43.24528148735931
3.8,43.59216739579736
3.81,43.935326954860365
3.82,44.27501546287833
3.83,44.61148821818141
3.84,44.9450005190996
3.85,45.27580766396303
3.86,45.60416495110174
3.87,45.93032767884582
3.88,46.254551145525326
3.89,46.57709064947036
3.9,46.89820148901095
3.91,47.21813896247723
3.92,47.53715836819923
3.93,47.85551500450702
3.94,48.17346416973071
3.95,48.491261162200345
3.96,48.80916128024598
3.97,49.12741982219773
3.98,49.44629208638565
3.99,49.76603337113983
4.0,50.08689897479031
4.01,50.40914419566718
4.02,50.73302433210052
4.03,51.05879468242041
4.04,51.386710544956905
4.05,51.71702721804007
4.06,52.05
4.07,52.385841600389824
4.08,52.72459437365477
4.09,53.06625808546311
4.1,53.41083250148319
4.11,53.75831738738332
4.12,54.10871250883174
4.13,54.46201763149678
4.14,54.81823252104672
4.15,55.17735694314994
4.16,55.53939066347463
4.17,55.90433344768912
4.18,56.27218506146171
4.19,56.64294527046077
4.2,57.01661384035447
4.21,57.3931905368112
4.22,57.77267512549921
4.23,58.15506737208684
4.24,58.540367042242366
4.25,58.92857390163406
4.26,59.31968771593025
4.27,59.71370825079924
4.28,60.11063527190935
4.29,60.5104685449288
4.3,60.91320783552592
4.31,61.318852909369056
4.32,61.72740353212648
4.33,62.13885946946645
4.34,62.55322048705728
4.35,62.97048635056733
4.36,63.390656825664855
4.37,63.813731678018094
4.38,64.23971067329542
4.39,64.66859357716513
4.4,65.10038015529553
4.41,65.53507017335481
4.42,65.97266339701137
4.43,66.41315959193349
4.44,66.85655852378953
4.45,67.30285995824764
4.46,67.75206366097623
4.47,68.20416939764355
4.48,68.65917693391795
4.49,69.11708603546768
4.5,69.57789646796103
4.51,70.04160799706632
4.52,70.50822038845185
4.53,70.97773340778593
4.54,71.45014682073683
4.55,71.92546039297287
4.56,72.40367389016231
4.57,72.88478707797351
4.58,73.36879972207473
4.59,73.85571158813426
4.6,74.34552244182039
4.61,74.83823204880149
4.62,75.33384017474579
4.63,75.83234658532157
4.64,76.33375104619718
4.65,76.83805332304092
4.66,77.34525318152103
4.67,77.85535038730585
4.68,78.36834470606368
4.69,78.88423590346285
4.7,79.40302374517158
4.71,79.92470799685817
4.72,80.44928842419098
4.73,80.97676479283834
4.74,81.50713686846842
4.75,82.04040441674962
4.76,82.57656720335017
4.77,83.11562499393845
4.78,83.65757755418274
4.79,84.20242464975124
4.8,84.75016604631233
4.81,85.30080150953428
4.82,85.85433080508548
4.83,86.4107536986341
4.84,86.97006995584846
4.85,87.5322793423969
4.86,88.09738162394778
4.87,88.66537656616926
4.88,89.23626393472968
4.89,89.81004349529735
4.9,90.38671501354064
4.91,90.96627825512776
4.92,91.548732985727
4.93,92.13407897100672
4.94,92.72231597663524
4.95,93.3134437682807
4.96,93.90746211161157
4.97,94.50437077229604
4.98,95.10416951600251
4.99,95.70685810839916
5.0,96.31243631515436
5.01,96.92090390193638
5.02,97.53226063441352
5.03,98.14650627825417
5.04,98.76364059912648
5.05,99.3836633626988
5.06,100.0065743346395
5.07,100.63237328061682
5.08,101.26105996629904
5.09,101.89263415735444
5.1,102.52709561945136
5.11,103.16444411825816
5.12,103.80467941944303
5.13,104.44780128867428
5.14,105.09380949162023
5.15,105.74270379394925
5.16,106.39448396132951
5.17,107.04914975942938
5.18,107.70670095391714
5.19,108.36713731046116
5.2,109.0304585947296
5.21,109.69666457239084
5.22,110.36575500911316
5.23,111.03772967056496
5.24,111.71258832241436
5.25,112.39033073032972
5.26,113.0709566599794
5.27,113.75446587703163
5.28,114.44085814715484
5.29,115.1301332360171
5.3,115.82229090928686
5.31,116.5173309326324
5.32,117.21525307172206
5.33,117.91605709222402
5.34,118.61974275980666
5.35,119.32630984013824
5.36,120.0357580988872
5.37,120.74808730172155
5.38,121.46329721430982
5.39,122.18138760232024
5.4,122.90235823142116
5.41,123.62620886728078
5.42,124.35293927556742
5.43,125.08254922194942
5.44,125.81503847209515
5.45,126.55040679167271
5.46,127.28865394635056
5.47,128.0297797017969
5.48,128.77378382368016
5.49,129.5206660776685
5.5,130.27042622943026
5.51,131.02306404463374
5.52,131.77857928894724
5.53,132.53697172803913
5.54,133.2982411275776
5.55,134.06238725323098
5.56,134.82940987066752
5.57,135.5993087455557
5.58,136.3720836435636
5.59,137.14773433035964
5.6,137.9262605716121
5.61,138.70766213298927
5.62,139.49193878015942
5.63,140.27909027879087
5.64,141.0691163945519
5.65,141.8620168931109
5.66,142.65779154013606
5.67,143.4564401012957
5.68,144.2579623422581
5.69,145.06235802869168
5.7,145.8696269262646
5.71,146.67976880064515
5.72,147.49278341750176
5.73,148.30867054250268
5.74,149.12742994131608
5.75,149.94906137961038
5.76,150.77356462305391
5.77,151.60093943731482
5.78,152.4311855880616
5.79,153.26430284096242
5.8,154.10029096168554
5.81,154.9391497158994
5.82,155.78087886927227
5.83,156.62547818747228
5.84,157.47294743616789
5.85,158.32328638102734
5.86,159.176494787719
5.87,160.03257242191108
5.88,160.8915190492719
5.89,161.75333443546975
5.9,162.61801834617302
5.91,163.4855705470499
5.92,164.35599080376866
5.93,165.22927888199766
5.94,166.1054345474053
5.95,166.98445756565974
5.96,167.86634770242924
5.97,168.75110472338216
5.98,169.63872839418696
5.99,170.5292184805117
6.0,171.4225747480247
6.01,172.31879696239437
6.02,173.21788488928894
6.03,174.11983829437685
6.04,175.0246569433261
6.05,175.9323406018052
6.06,176.84288903548247
6.07,177.75630201002622
6.08,178.67257929110457
6.09,179.59172064438587
6.1,180.51372583553857
6.11,181.4385946302309
6.12,182.36632679413103
6.13,183.2969220929074
6.14,184.23038029222823
6.15,185.166701157762
6.16,186.10588445517664
6.17,187.04792995014083
6.18,187.99283740832263
6.19,188.9406065953905
6.2,189.89123727701252
6.21,190.8447292188572
6.22,191.80108218659277
6.23,192.7602959458875
6.24,193.7223702624097
6.25,194.68730490182764
6.26,195.65509962980963
6.27,196.62575421202405
6.28,197.5992684141392
6.29,198.5756420018232
6.3,199.5548747407444
6.31,200.5369663965713
6.32,201.52191673497208
6.33,202.50972552161488
6.34,203.5003925221682
6.35,204.4939175023002
6.36,205.4903002276794
6.37,206.48954046397384
6.38,207.4916379768519
6.39,208.49659253198195
6.4,209.50440389503228
6.41,210.51507183167104
6.42,211.5285961075667
6.43,212.54497648838745
6.44,213.56421273980172
6.45,214.5863046274777
6.46,215.6112519170836
6.47,216.63905437428787
6.48,217.6697117647589
6.49,218.7032238541647
6.5,219.7395904081737
6.51,220.77881119245427
6.52,221.82088597267463
6.53,222.86581451450323
6.54,223.91359658360807
6.55,224.96423194565767
6.56,226.0177203663203
6.57,227.0740616112643
6.58,228.13325544615785
6.59,229.1953016366692
6.6,230.2601999484668
6.61,231.327950147219
6.62,232.3985519985939
6.63,233.47200526825984
6.64,234.54830972188523
6.65,235.62746512513843
6.66,236.7094712436874
6.67,237.79432784320076
6.68,238.88203468934668
6.69,239.97259154779357
6.7,241.0659981842095
6.71,242.1622543642629
6.72,243.26135985362217
6.73,244.3633144179556
6.74,245.4681178229312
6.75,246.57576983421745
6.76,247.6862702174828
6.77,248.79961873839528
6.78,249.91581516262343
6.79,251.03485925583536
6.8,252.1567507836995
6.81,253.28148951188408
6.82,254.40907520605748
6.83,255.53950763188777
6.84,256.6727865550436
6.85,257.80891174119284
6.86,258.94788295600426
6.87,260.08969996514577
6.88,261.2343625342858
6.89,262.3818704290927
6.9,263.53222341523485
6.91,264.6854212583803
6.92,265.8414637241975
6.93,267.0003505783548
6.94,268.16208158652046
6.95,269.3266565143626
6.96,270.49407512754965
6.97,271.66433719175
6.98,272.8374424726319
6.99,274.0133907358636
7.0,275.1921817471133
7.01,276.3738152720495
7.02,277.5582910763404
7.03,278.7456089256544
7.04,279.9357685856596
7.05,281.1287698220243
7.06,282.32461240041704
7.07,283.523296086506
7.08,284.7248206459594
7.09,285.9291858444456
7.1,287.13639144763283
7.11,288.3464372211896
7.12,289.55932293078394
7.13,290.7750483420843
7.14,291.9936132207589
7.15,293.21501733247624
7.16,294.4392604429043
7.17,295.6663423177115
7.18,296.89626272256623
7.19,298.1290214231368
7.2,299.36461818509144
7.21,300.6030527740984
7.22,301.844324955826
7.23,303.08843449594264
7.24,304.33538116011647
7.25,305.58516471401583
7.26,306.8377849233091
7.27,308.0932415536645
7.28,309.35153437075047
7.29,310.6126631402351
7.3,311.8766276277866
7.31,313.1434275990738
7.32,314.4130628197645
7.33,315.68553305552706
7.34,316.96083807203
7.35,318.2389776349413
7.36,319.5199515099296
7.37,320.8037594626629
7.38,322.09040125880983
7.39,323.37987666403825
7.4,324.6721854440168
7.41,325.9673273644137
7.42,327.2653021908973
7.43,328.56610968913566
7.44,329.8697496247973
7.45,331.1762217635505
7.46,332.4855258710635
7.47,333.7976617130045
7.48,335.11262905504213
7.49,336.43042766284424
7.5,337.7510573020796
7.51,339.07451773841603
7.52,340.40080873752214
7.53,341.72993006506624
7.54,343.06188148671646
7.55,344.3966627681412
7.56,345.73427367500875
7.57,347.0747139729873
7.58,348.4179834277454
7.59,349.76408180495105
7.6,351.11300887027267
7.61,352.4647643893788
7.62,353.81934812793725
7.63,355.1767598516167
7.64,356.53699932608527
7.65,357.9000663170113
7.66,359.26596059006323
7.67,360.63468191090914
7.68,362.0062300452174
7.69,363.3806047586564
7.7,364.7578058168944
7.71,366.1378329855994
7.72,367.5206860304402
7.73,368.9063647170849
7.74,370.2948688112017
7.75,371.68619807845886
7.76,373.0803522845248
7.77,374.4773311950679
7.78,375.87713457575626
7.79,377.2797621922583
7.8,378.6852138102421
7.81,380.09348919537626
7.82,381.50458811332913
7.83,382.9185103297687
7.84,384.3352556103634
7.85,385.75482372078153
7.86,387.1772144266915
7.87,388.6024274937614
7.88,390.0304626876596
7.89,391.46131977405446
7.9,392.8949985186143
7.91,394.3314986870072
7.92,395.7708200449017
7.93,397.212962357966
7.94,398.65792539186856
7.95,400.1057089122774
7.96,401.556312684861
7.97,403.0097364752876
7.98,404.4659800492256
7.99,405.9250431723429
8.0,407.3869256103084
8.01,408.8516271287899
8.02,410.319147493456
8.03,411.7894864699748
8.04,413.2626438240146
8.05,414.7386193212443
8.06,416.2174127273313
8.07,417.6990238079444
8.08,419.1834523287517
8.09,420.6706980554216
8.1,422.1607607536223
8.11,423.6536401890222
8.12,425.1493361272896
8.13,426.64784833409306
8.14,428.14917657510034
