wind_speed,WES 18/80
1.0,0.0
1.01,0.0127811878884139
1.02,0.025177013327931
1.03,0.03719136886854
1.04,0.0488281470602298
1.05,0.0600912404529893
1.06,0.0709845415968073
1.07,0.0815119430416727
1.08,0.0916773373375743
1.09,0.1014846170345011
1.1,0.1109376746824418
1.11,0.1200404028313853
1.12,0.1287966940313205
1.13,0.137210440832236
1.14,0.1452855357841211
1.15,0.1530258714369645
1.16,0.160435340340755
1.17,0.1675178350454814
1.18,0.1742772481011326
1.19,0.1807174720576976
1.2,0.186842399465165
1.21,0.1926559228735239
1.22,0.1981619348327629
1.23,0.2033643278928711
1.24,0.2082669946038372
1.25,0.2128738275156503
1.26,0.2171887191782989
1.27,0.2212155621417721
1.28,0.2249582489560587
1.29,0.2284206721711476
1.3,0.2316067243370276
1.31,0.2345202980036875
1.32,0.2371652857211162
1.33,0.2395455800393027
1.34,0.2416650735082356
1.35,0.2435276586779039
1.36,0.2451372280982965
1.37,0.2464976743194023
1.38,0.24761288989121
1.39,0.2484867673637085
1.4,0.2491231992868868
1.41,0.2495260782107334
1.42,0.2496992966852377
1.43,0.2496467472603881
1.44,0.2493723224861736
1.45,0.2488799149125831
1.46,0.2481734170896055
1.47,0.2472567215672295
1.48,0.2461337208954442
1.49,0.2448083076242381
1.5,0.2432843743036003
1.51,0.2415658134835197
1.52,0.239656517713985
1.53,0.2375603795449851
1.54,0.2352812915265091
1.55,0.2328231462085455
1.56,0.2301898361410833
1.57,0.2273852538741114
1.58,0.2244132919576187
1.59,0.2212778429415938
1.6,0.2179827993760259
1.61,0.2145320538109035
1.62,0.2109294987962159
1.63,0.2071790268819516
1.64,0.2032845306180997
1.65,0.1992499025546487
1.66,0.1950790352415877
1.67,0.1907758212289058
1.68,0.1863441530665914
1.69,0.1817879233046336
1.7,0.177111024493021
1.71,0.172317349181743
1.72,0.167410789920788
1.73,0.1623952392601449
1.74,0.1572745897498026
1.75,0.1520527339397502
1.76,0.1467335643799764
1.77,0.1413209736204698
1.78,0.1358188542112196
1.79,0.1302310987022145
1.8,0.1245615996434434
1.81,0.1188142495848951
1.82,0.1129929410765586
1.83,0.1071015666684225
1.84,0.101144018910476
1.85,0.0951241903527077
1.86,0.0890459735451065
1.87,0.0829132610376613
1.88,0.0767299453803611
1.89,0.0704999191231946
1.9,0.0642270748161506
1.91,0.057915305009218
1.92,0.0515685022523857
1.93,0.0451905590956423
1.94,0.0387853680889773
1.95,0.0323568217823787
1.96,0.0259088127258364
1.97,0.0194452334693383
1.98,0.0129699765628736
1.99,0.0064869345564312
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0131694503373098
3.02,0.0267260929235625
3.03,0.0406678650088119
3.04,0.0549927038431148
3.05,0.0696985466765256
3.06,0.0847833307591013
3.07,0.1002449933408962
3.08,0.1160814716719679
3.09,0.1322907030023698
3.1,0.1488706245821597
3.11,0.1658191736613923
3.12,0.1831342874901235
3.13,0.2008139033184088
3.14,0.2188559583963049
3.15,0.2372583899738657
3.16,0.2560191353011491
3.17,0.2751361316282082
3.18,0.294607316205101
3.19,0.3144306262818823
3.2,0.3346039991086085
3.21,0.3551253719353333
3.22,0.3759926820121151
3.23,0.3972038665890072
3.24,0.4187568629160679
3.25,0.44064960824335
3.26,0.4628800398209109
3.27,0.4854460948988069
3.28,0.5083457107270919
3.29,0.5315768245558239
3.3,0.5551373736350561
3.31,0.5790252952148462
3.32,0.6032385265452483
3.33,0.6277750048763198
3.34,0.6526326674581144
3.35,0.6778094515406906
3.36,0.7033032943741007
3.37,0.7291121332084036
3.38,0.7552339052936528
3.39,0.7816665478799059
3.4,0.8084079982172161
3.41,0.8354561935556412
3.42,0.8628090711452363
3.43,0.8904645682360578
3.44,0.9184206220781586
3.45,0.9466751699215988
3.46,0.97522614901643
3.47,1.0040714966127116
3.48,1.0332091499604952
3.49,1.0626370463098405
3.5,1.0923531229108006
3.51,1.1223553170134315
3.52,1.1526415658677909
3.53,1.1832098067239314
3.54,1.2140579768319124
3.55,1.2451840134417855
3.56,1.27658585380361
3.57,1.3082614351674402
3.58,1.3402086947833318
3.59,1.3724255699013392
3.6,1.4049099977715211
3.61,1.4376599156439294
3.62,1.4706732607686237
3.63,1.5039479703956566
3.64,1.5374819817750869
3.65,1.5712732321569662
3.66,1.605319658791355
3.67,1.639619198928304
3.68,1.6741697898178731
3.69,1.7089693687101155
3.7,1.7440158728550894
3.71,1.7793072395028466
3.72,1.8148414059034477
3.73,1.8506163093069437
3.74,1.8866298869633944
3.75,1.9228800761228508
3.76,1.9593648140353717
3.77,1.996082037951015
3.78,2.033029685119832
3.79,2.0702056927918813
3.8,2.107607998217216
3.81,2.145234538645896
3.82,2.183083251327972
3.83,2.2211520735135037
3.84,2.2594389424525443
3.85,2.2979417953951518
3.86,2.3366585695913784
3.87,2.375587202291284
3.88,2.41472563074492
3.89,2.4540717922023467
3.9,2.4936236239136167
3.91,2.5333790631287867
3.92,2.573336047097912
3.93,2.6134925130710496
3.94,2.6538463982982523
3.95,2.694395640029579
3.96,2.7351381755150834
3.97,2.7760719420048234
3.98,2.8171948767488506
3.99,2.858504916997226
4.0,2.9
4.01,2.941678368778648
4.02,2.983539489440304
4.03,3.025583133863521
4.04,3.0678090739268424
4.05,3.110217081508825
4.06,3.152806928488019
4.07,3.195578386742976
4.08,3.238531228152244
4.09,3.281665224594373
4.1,3.3249801479479166
4.11,3.3684757700914267
4.12,3.41215186290345
4.13,3.4560081982625377
4.14,3.5000445480472435
4.15,3.544260684136119
4.16,3.588656378407709
4.17,3.633231402740567
4.18,3.677985529013246
4.19,3.7229185291042985
4.2,3.768030174892267
4.21,3.813320238255709
4.22,3.858788491073172
4.23,3.904434705223213
4.24,3.9502586525843726
4.25,3.996260105035208
4.26,4.042438834454268
4.27,4.088794612720104
4.28,4.135327211711271
4.29,4.182036403306312
4.3,4.228921959383781
4.31,4.27598365182223
4.32,4.323221252500211
4.33,4.37063453329627
4.34,4.418223266088958
4.35,4.46598722275683
4.36,4.513926175178439
4.37,4.562039895232326
4.38,4.610328154797049
4.39,4.658790725751155
4.4,4.707427379973201
4.41,4.756237889341732
4.42,4.805222025735296
4.43,4.854379561032451
4.44,4.903710267111747
4.45,4.9532139158517285
4.46,5.00289027913095
4.47,5.052739128827963
4.48,5.102760236821321
4.49,5.152953374989568
4.5,5.2033183152112565
4.51,5.253854829364941
4.52,5.304562689329167
4.53,5.355441666982494
4.54,5.406491534203464
4.55,5.457712062870629
4.56,5.509103024862541
4.57,5.560664192057756
4.58,5.612395336334815
4.59,5.664296229572275
4.6,5.716366643648684
4.61,5.7686063504426
4.62,5.821015121832564
4.63,5.873592729697128
4.64,5.926338945914845
4.65,5.979253542364273
4.66,6.032336290923951
4.67,6.085586963472433
4.68,6.1390053318882725
4.69,6.192591168050023
4.7,6.246344243836228
4.71,6.300264331125439
4.72,6.35435120179621
4.73,6.408604627727096
4.74,6.463024380796639
4.75,6.517610232883391
4.76,6.572361955865906
4.77,6.627279321622735
4.78,6.682362102032433
4.79,6.737610068973539
4.8,6.793022994324609
4.81,6.848600649964196
4.82,6.9043428077708535
4.83,6.960249239623126
4.84,7.016319717399564
4.85,7.072554012978721
4.86,7.128951898239154
4.87,7.1855131450594
4.88,7.24223752531802
4.89,7.2991248108935585
4.9,7.356174773664576
4.91,7.413387185509611
4.92,7.470761818307221
4.93,7.528298443935955
4.94,7.585996834274368
4.95,7.643856761201004
4.96,7.701877996594416
4.97,7.760060312333158
4.98,7.81840348029578
4.99,7.876907272360828
5.0,7.935571460406855
5.01,7.994395816312411
5.02,8.05338011195605
5.03,8.112524119216326
5.04,8.17182760997178
5.05,8.231290356100967
5.06,8.290912129482438
5.07,8.350692701994749
5.08,8.410631845516441
5.09,8.470729331926067
5.1,8.530984933102182
5.11,8.59139842092334
5.12,8.651969567268083
5.13,8.712698144014965
5.14,8.773583923042533
5.15,8.834626676229353
5.16,8.895826175453957
5.17,8.9571821925949
5.18,9.01869449953074
5.19,9.080362868140028
5.2,9.142187070301304
5.21,9.204166877893128
5.22,9.266302062794043
5.23,9.328592396882616
5.24,9.391037652037376
5.25,9.453637600136888
5.26,9.516392013059695
5.27,9.579300662684355
5.28,9.64236332088942
5.29,9.70557975955343
5.3,9.768949750554944
5.31,9.83247306577251
5.32,9.896149477084682
5.33,9.959978756370008
5.34,10.02396067550703
5.35,10.088095006374314
5.36,10.152381520850408
5.37,10.216819990813857
5.38,10.281410188143209
5.39,10.34615188471702
5.4,10.411044852413848
5.41,10.476088863112228
5.42,10.54128368869072
5.43,10.606629101027872
5.44,10.672124872002245
5.45,10.737770773492372
5.46,10.803566577376811
5.47,10.869512055534118
5.48,10.935606979842843
5.49,11.001851122181534
5.5,11.068244254428736
5.51,11.134786148463007
5.52,11.201476576162898
5.53,11.268315309406958
5.54,11.335302120073736
5.55,11.402436780041782
5.56,11.469719061189652
5.57,11.537148735395895
5.58,11.604725574539062
5.59,11.672449350497695
5.6,11.740319835150355
5.61,11.808336800375596
5.62,11.876500018051956
5.63,11.94480926005799
5.64,12.013264298272254
5.65,12.0818649045733
5.66,12.15061085083967
5.67,12.219501908949916
5.68,12.28853785078259
5.69,12.357718448216255
5.7,12.427043473129448
5.71,12.496512697400716
5.72,12.56612589290862
5.73,12.635882831531712
5.74,12.705783285148534
5.75,12.775827025637644
5.76,12.846013824877586
5.77,12.916343454746912
5.78,12.986815687124183
5.79,13.057430293887938
5.8,13.12818704691673
5.81,13.199085718089112
5.82,13.27012607928364
5.83,13.34130790237885
5.84,13.412630959253304
5.85,13.484095021785553
5.86,13.555699861854148
5.87,13.62744525133763
5.88,13.699330962114557
5.89,13.77135676606348
5.9,13.843522435062956
5.91,13.915827740991524
5.92,13.988272455727731
5.93,14.060856351150145
5.94,14.133579199137312
5.95,14.206440771567772
5.96,14.27944084032008
5.97,14.352579177272794
5.98,14.42585555430446
5.99,14.499269743293627
6.0,14.572821516118848
6.01,14.64651064465867
6.02,14.720336900791647
6.03,14.794300056396338
6.04,14.868399883351278
6.05,14.942636153535023
6.06,15.017008638826123
6.07,15.091517111103148
6.08,15.16616134224462
6.09,15.2409411041291
6.1,15.315856168635143
6.11,15.390906307641306
6.12,15.466091293026125
6.13,15.541410896668152
6.14,15.616864890445946
6.15,15.692453046238056
6.16,15.76817513592303
6.17,15.844030931379418
6.18,15.920020204485771
6.19,15.996142727120649
6.2,16.07239827116259
6.21,16.14878660849015
6.22,16.225307510981878
6.23,16.301960750516333
6.24,16.378746098972055
6.25,16.455663328227597
6.26,16.53271221016151
6.27,16.609892516652344
6.28,16.68720401957866
6.29,16.764646490818997
6.3,16.84221970225191
6.31,16.919923425755947
6.32,16.997757433209664
6.33,17.07572149649161
6.34,17.15381538748033
6.35,17.23203887805438
6.36,17.310391740092314
6.37,17.388873745472676
6.38,17.46748466607401
6.39,17.546224273774886
6.4,17.625092340453847
6.41,17.70408863798944
6.42,17.78321293826021
6.43,17.862465013144718
6.44,17.941844634521516
6.45,18.02135157426915
6.46,18.100985604266167
6.47,18.180746496391123
6.48,18.26063402252257
6.49,18.34064795453905
6.5,18.42078806431913
6.51,18.501054123741344
6.52,18.581445904684248
6.53,18.6619631790264
6.54,18.742605718646345
6.55,18.82337329542263
6.56,18.904265681233813
6.57,18.98528264795844
6.58,19.06642396747506
6.59,19.147689411662224
6.6,19.229078752398493
6.61,19.310591761562417
6.62,19.392228211032524
6.63,19.473987872687385
6.64,19.55587051840555
6.65,19.63787592006557
6.66,19.72000384954599
6.67,19.802254078725355
6.68,19.88462637948222
6.69,19.96712052369516
6.7,20.049736283242687
6.71,20.132473430003373
6.72,20.215331735855763
6.73,20.29831097267841
6.74,20.38141091234988
6.75,20.46463132674869
6.76,20.547971987753417
6.77,20.6314326672426
6.78,20.715013137094804
6.79,20.79871316918856
6.8,20.882532535402422
6.81,20.96647100761496
6.82,21.050528357704707
6.83,21.134704357550216
6.84,21.218998779030045
6.85,21.30341139402273
6.86,21.38794197440685
6.87,21.47259029206092
6.88,21.557356118863517
6.89,21.642239226693174
6.9,21.727239387428465
6.91,21.81235637294792
6.92,21.89758995513009
6.93,21.98293990585353
6.94,22.068405996996805
6.95,22.15398800043845
6.96,22.23968568805701
6.97,22.325498831731046
6.98,22.41142720333912
6.99,22.49747057475976
7.0,22.583628717871527
7.01,22.66990140455297
7.02,22.75628840668264
7.03,22.842789496139098
7.04,22.92940444480088
7.05,23.01613302454654
7.06,23.102975007254635
7.07,23.18993016480372
7.08,23.27699826907233
7.09,23.364179091939015
