wind_speed,Enercon E-66/18.70
1.0,0.0
1.01,0.0222375002987392
1.02,0.0431272733066457
1.03,0.0626968236623081
1.04,0.0809736560043145
1.05,0.0979852749712536
1.06,0.1137591852017136
1.07,0.1283228913342831
1.08,0.1417038980075504
1.09,0.153929709860104
1.1,0.1650278315305323
1.11,0.1750257676574237
1.12,0.1839510228793667
1.13,0.1918311018349494
1.14,0.1986935091627607
1.15,0.2045657495013888
1.16,0.2094753274894222
1.17,0.2134497477654492
1.18,0.2165165149680583
1.19,0.2187031337358379
1.2,0.2200371087073763
1.21,0.2205459445212621
1.22,0.2202571458160837
1.23,0.2191982172304295
1.24,0.2173966634028878
1.25,0.2148799889720472
1.26,0.2116756985764959
1.27,0.2078112968548227
1.28,0.2033142884456157
1.29,0.1982121779874635
1.3,0.1925324701189542
1.31,0.1863026694786766
1.32,0.179550280705219
1.33,0.1723028084371698
1.34,0.1645877573131174
1.35,0.1564326319716502
1.36,0.1478649370513568
1.37,0.1389121771908253
1.38,0.1296018570286447
1.39,0.1199614812034028
1.4,0.1100185543536883
1.41,0.0998005811180894
1.42,0.0893350661351948
1.43,0.0786495140435929
1.44,0.0677714294818719
1.45,0.0567283170886205
1.46,0.0455476815024269
1.47,0.0342570273618796
1.48,0.0228838593055672
1.49,0.0114556819720777
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0236157875895714
2.02,0.0486526439156228
2.03,0.0751564057852101
2.04,0.1031729100053934
2.05,0.1327479933832278
2.06,0.1639274927257743
2.07,0.1967572448400877
2.08,0.2312830865332292
2.09,0.2675508546122532
2.1,0.3056063858842209
2.11,0.345495517156187
2.12,0.3872640852352126
2.13,0.4309579269283521
2.14,0.4766228790426674
2.15,0.5243047783852121
2.16,0.5740494617630485
2.17,0.6259027659832299
2.18,0.6799105278528189
2.19,0.7361185841788687
2.2,0.7945727717684419
2.21,0.8553189274285916
2.22,0.9184028879663806
2.23,0.9838704901888614
2.24,1.051767570903098
2.25,1.1221399669161416
2.26,1.195033515035054
2.27,1.270494052066895
2.28,1.3485674148187177
2.29,1.4292994400975854
2.3,1.5127359647105494
2.31,1.5989228254646748
2.32,1.6879058591670129
2.33,1.7797309026246275
2.34,1.8744437926445696
2.35,1.972090366033906
2.36,2.0727164595996848
2.37,2.176367910148973
2.38,2.2830905544888207
2.39,2.3929302294262933
2.4,2.50593277176844
2.41,2.622144018322328
2.42,2.7416098058950054
2.43,2.864375971293541
2.44,2.9904883513249816
2.45,3.119992782796396
2.46,3.25293510251483
2.47,3.389361147287355
2.48,3.529316753921015
2.49,3.672847759222882
2.5,3.82
2.51,3.9708052890749777
2.52,4.125239343332604
2.53,4.2832638556731935
2.54,4.444840518997087
2.55,4.609931026204595
2.56,4.778497070196062
2.57,4.950500343871797
2.58,5.125902540132143
2.59,5.3046653518774125
2.6,5.486750472007946
2.61,5.672119593424057
2.62,5.860734409026088
2.63,6.052556611714347
2.64,6.24754789438918
2.65,6.445669949950895
2.66,6.646884471299838
2.67,6.851153151336316
2.68,7.058437682960677
2.69,7.268699759073228
2.7,7.481901072574312
2.71,7.698003316364242
2.72,7.91696818334336
2.73,8.138757366411975
2.74,8.363332558470432
2.75,8.59065545241904
2.76,8.820687741158135
2.77,9.053391117588054
2.78,9.288727274609109
2.79,9.526657905121631
2.8,9.767144702025949
2.81,10.010149358222389
2.82,10.255633566611271
2.83,10.503559020092938
2.84,10.753887411567696
2.85,11.006580433935897
2.86,11.261599780097836
2.87,11.518907142953877
2.88,11.778464215404307
2.89,12.04023269034949
2.9,12.304174260689724
2.91,12.57025061932536
2.92,12.8384234591567
2.93,13.108654473084096
2.94,13.380905354007847
2.95,13.655137794828311
2.96,13.93131348844579
2.97,14.209394127760628
2.98,14.489341405673132
2.99,14.771117015083655
3.0,15.054682648892497
3.01,15.34
3.02,15.627036417834614
3.03,15.91578187793721
3.04,16.20623201237683
3.05,16.498382453222465
3.06,16.792228832543138
3.07,17.087766782407847
3.08,17.38499193488563
3.09,17.683899922045473
3.1,17.984486375956415
3.11,18.28674692868744
3.12,18.59067721230758
3.13,18.896272858885837
3.14,19.20352950049124
3.15,19.512442769192766
3.16,19.82300829705947
3.17,20.135221716160338
3.18,20.449078658564392
3.19,20.76457475634064
3.2,21.081705641558088
3.21,21.400466946285757
3.22,21.720854302592667
3.23,22.04286334254781
3.24,22.366489698220228
3.25,22.691729001678898
3.26,23.018576884992846
3.27,23.347028980231105
3.28,23.67708091946266
3.29,24.00872833475654
3.3,24.341966858181745
3.31,24.676792121807303
3.32,25.013199757702203
3.33,25.351185397935485
3.34,25.690744674576127
3.35,26.03187321969319
3.36,26.374566665355637
3.37,26.71882064363251
3.38,27.0646307865928
3.39,27.41199272630555
3.4,27.760902094839736
3.41,28.111354524264407
3.42,28.46334564664854
3.43,28.816871094061188
3.44,29.17192649857132
3.45,29.52850749224798
3.46,29.88660970716015
3.47,30.24622877537688
3.48,30.60736032896715
3.49,30.97
3.5,31.33414687273247
3.51,31.699813840173967
3.52,32.06701724752194
3.53,32.43577343997379
3.54,32.806098762726975
3.55,33.178009560978914
3.56,33.55152217992708
3.57,33.92665296476888
3.58,34.30341826070176
3.59,34.68183441292316
3.6,35.06191776663053
3.61,35.44368466702127
3.62,35.82715145929288
3.63,36.21233448864274
3.64,36.59925010026832
3.65,36.98791463936705
3.66,37.37834445113637
3.67,37.770555880773685
3.68,38.164565273476505
3.69,38.56038897444219
3.7,38.95804332886824
3.71,39.35754468195206
3.72,39.75890937889109
3.73,40.16215376488276
3.74,40.56729418512455
3.75,40.97434698481385
3.76,41.38332850914812
3.77,41.794255103324815
3.78,42.20714311254133
3.79,42.62200888199514
3.8,43.03886875688367
3.81,43.45773908240435
3.82,43.87863620375463
3.83,44.30157646613195
3.84,44.726576214733726
3.85,45.15365179475744
3.86,45.58281955140048
3.87,46.0140958298603
3.88,46.44749697533436
3.89,46.88303933302007
3.9,47.32073924811488
3.91,47.76061306581628
3.92,48.20267713132158
3.93,48.64694778982837
3.94,49.09344138653394
3.95,49.54217426663585
3.96,49.993162775331456
3.97,50.446423257818246
3.98,50.90197205929363
3.99,51.359825524955085
4.0,51.82
4.01,52.28251021001907
4.02,52.747364402175926
4.03,53.21456920402746
4.04,53.68413124313046
4.05,54.15605714704184
4.06,54.630353543318456
4.07,55.10702705951722
4.08,55.586084323194896
4.09,56.067531961908415
4.1,56.55137660321462
4.11,57.03762487467041
4.12,57.526283403832615
4.13,58.01735881825808
4.14,58.51085774550367
4.15,59.006786813126354
4.16,59.505152648682845
4.17,60.00596187973007
4.18,60.50922113382492
4.19,61.01493703852426
4.2,61.523116221384896
4.21,62.033765309963705
4.22,62.5468909318176
4.23,63.06249971450344
4.24,63.580598285578034
4.25,64.10119327259825
4.26,64.62429130312098
4.27,65.1498990047031
4.28,65.67802300490149
4.29,66.20866993127294
4.3,66.74184641137438
4.31,67.27755907276263
4.32,67.81581454299462
4.33,68.3566194496271
4.34,68.89998042021703
4.35,69.44590408232123
4.36,69.99439706349665
4.37,70.5454659913
4.38,71.09911749328825
4.39,71.6553581970182
4.4,72.21419473004686
4.41,72.7756337199309
4.42,73.33968179422725
4.43,73.90634558049284
4.44,74.4756317062845
4.45,75.04754679915906
4.46,75.6220974866734
4.47,76.19929039638436
4.48,76.77913215584891
4.49,77.36162939262377
4.5,77.94678873426588
4.51,78.53461680833205
4.52,79.12512024237925
4.53,79.7183056639643
4.54,80.314179700644
4.55,80.91274897997523
4.56,81.51402012951492
4.57,82.11799977681991
4.58,82.72469454944705
4.59,83.33411107495314
4.6,83.94625598089513
4.61,84.56113589482996
4.62,85.17875744431427
4.63,85.79912725690507
4.64,86.4222519601592
4.65,87.04813818163359
4.66,87.67679254888496
4.67,88.30822168947027
4.68,88.94243223094637
4.69,89.57943080087014
4.7,90.2192240267984
4.71,90.86181853628804
4.72,91.50722095689588
4.73,92.15543791617893
4.74,92.80647604169384
4.75,93.46034196099762
4.76,94.11704230164707
4.77,94.77658369119912
4.78,95.4389727572106
4.79,96.10421612723832
4.8,96.7723204288392
4.81,97.4432922895701
4.82,98.11713833698792
4.83,98.7938651986494
4.84,99.47347950211152
4.85,100.1559878749311
4.86,100.84139694466504
4.87,101.52971333887017
4.88,102.22094368510334
4.89,102.9150946109214
4.9,103.61217274388132
4.91,104.31218471153984
4.92,105.01513714145383
4.93,105.72103666118028
4.94,106.42988989827596
4.95,107.1417034802977
4.96,107.85648403480242
4.97,108.574238189347
4.98,109.29497257148827
4.99,110.01869380878308
5.0,110.74540852878827
5.01,111.4751233590608
5.02,112.20784492715748
5.03,112.94357986063515
5.04,113.68233478705072
5.05,114.424116333961
5.06,115.16893112892292
5.07,115.91678579949335
5.08,116.66768697322902
5.09,117.42164127768692
5.1,118.17865534042386
5.11,118.9387357889968
5.12,119.70188925096244
5.13,120.46812235387776
5.14,121.23744172529956
5.15,122.00985399278484
5.16,122.78536578389026
5.17,123.5639837261728
5.18,124.3457144471893
5.19,125.1305645744967
5.2,125.91854073565172
5.21,126.70964955821134
5.22,127.50389766973234
5.23,128.30129169777177
5.24,129.10183826988617
5.25,129.90554401363264
5.26,130.71241555656798
5.27,131.5224595262491
5.28,132.33568255023283
5.29,133.15209125607598
5.3,133.97169227133548
5.31,134.79449222356817
5.32,135.62049774033096
5.33,136.44971544918064
5.34,137.2821519776741
5.35,138.1178139533682
5.36,138.9567080038199
5.37,139.7988407565859
5.38,140.64421883922313
5.39,141.4928488792885
5.4,142.34473750433887
5.41,143.199891341931
5.42,144.05831701962182
5.43,144.92002116496823
5.44,145.78501040552715
5.45,146.65329136885524
5.46,147.52487068250952
5.47,148.39975497404677
5.48,149.27795087102405
5.49,150.1594650009979
5.5,151.0443039915254
5.51,151.93247447016336
5.52,152.82398306446868
5.53,153.71883640199826
5.54,154.61704111030883
5.55,155.5186038169573
5.56,156.42353114950058
5.57,157.33182973549555
5.58,158.24350620249902
5.59,159.1585671780678
5.6,160.07701928975894
5.61,160.99886916512912
5.62,161.92412343173524
5.63,162.85278871713422
5.64,163.7848716488829
5.65,164.72037885453818
5.66,165.6593169616568
5.67,166.60169259779576
5.68,167.54751239051186
5.69,168.49678296736204
5.7,169.44951095590304
5.71,170.40570298369173
5.72,171.36536567828506
5.73,172.32850566723994
5.74,173.2951295781131
5.75,174.26524403846145
5.76,175.2388556758418
5.77,176.2159711178111
