wind_speed,Enercon E-82 E2 2.300
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0491582150000174
1.67,0.1060753131985459
1.68,0.1647600859701655
1.69,0.2252165431762969
1.7,0.2874486946783623
1.71,0.3514605503377815
1.72,0.4172561200159773
1.73,0.4848394135743721
1.74,0.5542144408743861
1.75,0.6253852117774401
1.76,0.6983557361449568
1.77,0.7731300238383583
1.78,0.8497120847190638
1.79,0.9281059286484978
1.8,1.008315565488079
1.81,1.090345005099231
1.82,1.174198257343374
1.83,1.25987933208193
1.84,1.3473922391763211
1.85,1.4367409884879674
1.86,1.5279295898782914
1.87,1.6209620532087146
1.88,1.715842388340656
1.89,1.812574605135541
1.9,1.91116271345479
1.91,2.011610723159824
1.92,2.113922644112064
1.93,2.218102486172933
1.94,2.324154259203849
1.95,2.4320819730662397
1.96,2.5418896376215194
1.97,2.653581262731115
1.98,2.767160858256446
1.99,2.882632434058934
2.0,3.0
2.01,3.1192675659410627
2.02,3.2404391417435545
2.03,3.363518737268881
2.04,3.488510362378481
2.05,3.615418026933759
2.06,3.74424574079615
2.07,3.874997513827064
2.08,4.007677355887937
2.09,4.142289276840174
2.1,4.27883728654521
2.11,4.417325394864457
2.12,4.557757611659345
2.13,4.700137946791285
2.14,4.844470410121712
2.15,4.990759011512031
2.16,5.139007760823681
2.17,5.2892206679180696
2.18,5.441401742656629
2.19,5.59555499490077
2.2,5.751684434511924
2.21,5.909794071351501
2.22,6.069887915280939
2.23,6.231969976161642
2.24,6.396044263855046
2.25,6.56211478822256
2.26,6.73018555912561
2.27,6.900260586425628
2.28,7.072343879984017
2.29,7.246439449662219
2.3,7.422551305321635
2.31,7.600683456823704
