wind_speed,ACSA A29/225
1.0,0.0
1.01,0.0271265265381499
1.02,0.0534351678540441
1.03,0.078934185414574
1.04,0.103631840686631
1.05,0.1275363951371067
1.06,0.1506561102328926
1.07,0.1729992474408799
1.08,0.1945740682279603
1.09,0.2153888340610253
1.1,0.2354518064069663
1.11,0.2547712467326747
1.12,0.2733554165050421
1.13,0.2912125771909595
1.14,0.3083509902573192
1.15,0.3247789171710123
1.16,0.3405046193989303
1.17,0.3555363584079645
1.18,0.3698823956650066
1.19,0.3835509926369478
1.2,0.3965504107906797
1.21,0.408888911593094
1.22,0.4205747565110818
1.23,0.4316162070115348
1.24,0.4420215245613444
1.25,0.4517989706274022
1.26,0.4609568066765994
1.27,0.4695032941758278
1.28,0.4774466945919784
1.29,0.4847952693919432
1.3,0.4915572800426136
1.31,0.4977409880108808
1.32,0.5033546547636363
1.33,0.5084065417677719
1.34,0.5129049104901786
1.35,0.5168580223977481
1.36,0.520274138957372
1.37,0.5231615216359417
1.38,0.5255284319003486
1.39,0.5273831312174841
1.4,0.5287338810542399
1.41,0.5295889428775071
1.42,0.5299565781541777
1.43,0.529845048351143
1.44,0.5292626149352941
1.45,0.5282175393735228
1.46,0.5267180831327207
1.47,0.5247725076797788
1.48,0.522389074481589
1.49,0.5195760450050426
1.5,0.5163416807170311
1.51,0.512694243084446
1.52,0.5086419935741787
1.53,0.5041931936531208
1.54,0.4993561047881636
1.55,0.4941389884461988
1.56,0.4885501060941175
1.57,0.4825977191988116
1.58,0.4762900892271726
1.59,0.4696354776460912
1.6,0.4626421459224599
1.61,0.4553183555231692
1.62,0.4476723679151118
1.63,0.439712444565178
1.64,0.43144684694026
1.65,0.4228838365072486
1.66,0.4140316747330356
1.67,0.4048986230845131
1.68,0.3954929430285716
1.69,0.3858228960321032
1.7,0.3758967435619987
1.71,0.3657227470851505
1.72,0.3553091680684495
1.73,0.344664267978787
1.74,0.3337963082830546
1.75,0.3227135504481445
1.76,0.3114242559409476
1.77,0.2999366862283547
1.78,0.2882591027772585
1.79,0.2763997670545496
1.8,0.26436694052712
1.81,0.2521688846618607
1.82,0.2398138609256637
1.83,0.2273101307854199
1.84,0.2146659557080213
1.85,0.2018895971603592
1.86,0.1889893166093247
1.87,0.1759733755218098
1.88,0.1628500353647058
1.89,0.1496275576049044
1.9,0.1363142037092965
1.91,0.1229182351447736
1.92,0.109447913378228
1.93,0.0959114998765501
1.94,0.0823172561066322
1.95,0.068673443535365
1.96,0.0549883236296414
1.97,0.0412701578563513
1.98,0.0275272076823865
1.99,0.0137677345746389
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0279515117604043
3.02,0.0567304628755009
3.03,0.086338146010828
3.04,0.1167758538319331
3.05,0.1480448790043529
3.06,0.180146514193635
3.07,0.2130820520653192
3.08,0.2468527852849505
3.09,0.2814600065180678
3.1,0.3169050084302182
3.11,0.3531890836869411
3.12,0.3903135249537806
3.13,0.4282796248962791
3.14,0.4670886761799789
3.15,0.506741971470423
3.16,0.5472408034331554
3.17,0.588586464733714
3.18,0.630780248037648
3.19,0.6738234460104943
3.2,0.7177173513177997
3.21,0.7624632566251032
3.22,0.808062454597951
3.23,0.8545162379018829
3.24,0.9018258992024448
3.25,0.949992731165174
3.26,0.9990180264556175
3.27,1.0489030777393191
3.28,1.099649177681816
3.29,1.1512576189486574
3.3,1.2037296942053797
3.31,1.2570666961175303
3.32,1.311269917350648
3.33,1.366340650570279
3.34,1.422280188441962
3.35,1.479089823631246
3.36,1.5367708488036649
3.37,1.5953245566247696
3.38,1.654752239760097
3.39,1.715055190875194
3.4,1.7762347026355978
3.41,1.8382920677068573
3.42,1.901228578754511
3.43,1.9650455284441035
3.44,2.0297442094411746
3.45,2.095325914411273
3.46,2.161791936019932
3.47,2.229143566932705
3.48,2.2973820998151244
3.49,2.366508827332741
3.5,2.436525042151092
3.51,2.5074320369357217
3.52,2.579231104352176
3.53,2.6519235370659917
3.54,2.7255106277427177
3.55,2.7999936690478897
3.56,2.875373953647057
3.57,2.9516527742057583
3.58,3.028831423389538
3.59,3.106911193863935
3.6,3.1858933782945
3.61,3.265779269346765
3.62,3.346570159686282
3.63,3.4282673419785863
3.64,3.5108721088892283
3.65,3.594385753083743
3.66,3.67880956722768
3.67,3.764144843986573
3.68,3.8503928760259742
3.69,3.9375549560114194
3.7,4.025632376608457
3.71,4.114626430482622
3.72,4.204538410299467
3.73,4.295369608724523
3.74,4.387121318423345
3.75,4.479794832061464
3.76,4.573391442304427
3.77,4.667912441817784
3.78,4.763359123267067
3.79,4.859732779317826
3.8,4.957034702635598
3.81,5.055266185885932
3.82,5.154428521734362
3.83,5.254523002846439
3.84,5.3555509218877
3.85,5.457513571523692
3.86,5.560412244419952
3.87,5.66424823324203
3.88,5.769022830655461
3.89,5.874737329325796
3.9,5.981393021918569
3.91,6.088991201099329
3.92,6.197533159533614
3.93,6.307020189886972
3.94,6.417453584824939
3.95,6.528834637013063
3.96,6.641164639116884
3.97,6.754444883801948
3.98,6.8686766637337895
3.99,6.983861271577964
4.0,7.1
4.01,7.217093557685919
4.02,7.335140317403615
4.03,7.454138067941469
4.04,7.57408459808782
4.05,7.694977696631051
4.06,7.816815152359531
4.07,7.9395947540616305
4.08,8.063314290525705
4.09,8.18797155054012
4.1,8.313564322893251
4.11,8.44009039637347
4.12,8.567547559769134
4.13,8.695933601868601
4.14,8.82524631146026
4.15,8.955483477332475
4.16,9.086642888273593
4.17,9.218722333071993
4.18,9.351719600516043
4.19,9.48563247939412
4.2,9.62045875849457
4.21,9.756196226605772
4.22,9.892842672516087
4.23,10.030395885013904
4.24,10.168853652887556
4.25,10.308213764925426
4.26,10.448474009915882
4.27,10.589632176647289
4.28,10.731686053908026
4.29,10.874633430486442
4.3,11.018472095170909
4.31,11.163199836749795
4.32,11.30881444401148
4.33,11.455313705744308
4.34,11.602695410736647
4.35,11.750957347776884
4.36,11.900097305653386
4.37,12.050113073154495
4.38,12.201002439068594
4.39,12.352763192184051
4.4,12.50539312128924
4.41,12.658890015172512
4.42,12.813251662622232
4.43,12.96847585242678
4.44,13.12456037337453
4.45,13.281503014253824
4.46,13.439301563853045
4.47,13.597953810960552
4.48,13.757457544364732
4.49,13.917810552853927
4.5,14.07901062521651
4.51,14.241055550240858
4.52,14.403943116715324
4.53,14.567671113428302
4.54,14.732237329168129
4.55,14.89763955272318
4.56,15.063875572881823
4.57,15.23094317843244
4.58,15.398840158163372
4.59,15.567564300863005
4.6,15.73711339531969
4.61,15.907485230321823
4.62,16.07867759465774
4.63,16.250688277115813
4.64,16.423515066484416
4.65,16.597155751551938
4.66,16.771608121106706
4.67,16.946869963937097
4.68,17.122939068831496
4.69,17.299813224578266
4.7,17.47749021996576
4.71,17.655967843782346
4.72,17.835243884816396
4.73,18.0153161318563
4.74,18.196182373690387
4.75,18.37784039910704
4.76,18.560287996894623
4.77,18.743522955841502
4.78,18.927543064736074
4.79,19.11234611236665
4.8,19.297929887521644
4.81,19.484292178989403
4.82,19.671430775558303
4.83,19.859343466016696
4.84,20.048028039152957
4.85,20.23748228375545
4.86,20.427703988612567
4.87,20.61869094251264
4.88,20.81044093424405
4.89,21.00295175259515
4.9,21.196221186354343
4.91,21.39024702430996
4.92,21.585027055250382
4.93,21.780559067963974
4.94,21.976840851239125
4.95,22.17387019386416
4.96,22.371644884627468
