wind_speed,Enercon E-66/15.66
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0003673769680017
1.52,0.0007338718784572
1.53,0.0010986026738203
1.54,0.0014606872965447
1.55,0.0018192436890843
1.56,0.0021733897938927
1.57,0.0025222435534238
1.58,0.0028649229101313
1.59,0.003200545806469
1.6,0.0035282301848908
1.61,0.0038470939878503
1.62,0.0041562551578013
1.63,0.0044548316371977
1.64,0.0047419413684932
1.65,0.0050167022941416
1.66,0.0052782323565966
1.67,0.0055256494983121
1.68,0.0057580716617417
1.69,0.0059746167893394
1.7,0.0061744028235588
1.71,0.0063565477068538
1.72,0.0065201693816782
1.73,0.0066643857904856
1.74,0.0067883148757299
1.75,0.0068910745798648
1.76,0.0069717828453442
1.77,0.0070295576146218
1.78,0.0070635168301513
1.79,0.0070727784343867
1.8,0.0070564603697815
1.81,0.0070136805787898
1.82,0.006943557003865
1.83,0.0068452075874612
1.84,0.006717750272032
1.85,0.0065603030000313
1.86,0.0063719837139127
1.87,0.0061519103561302
1.88,0.0058992008691374
1.89,0.0056129731953881
1.9,0.0052923452773362
1.91,0.0049364350574353
1.92,0.0045443604781393
1.93,0.004115239481902
1.94,0.003648190011177
1.95,0.0031423300084183
1.96,0.0025967774160796
1.97,0.0020106501766146
1.98,0.0013830662324771
1.99,0.000713143526121
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
