wind_speed,Tacke TW 45
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0029313594607606
2.02,0.005912475081461
2.03,0.0089431030220403
2.04,0.0120229994424384
2.05,0.0151519205025945
2.06,0.0183296223624484
2.07,0.0215558611819393
2.08,0.0248303931210073
2.09,0.0281529743395913
2.1,0.0315233609976313
2.11,0.0349413092550666
2.12,0.0384065752718369
2.13,0.0419189152078815
2.14,0.0454780852231403
2.15,0.0490838414775524
2.16,0.0527359401310578
2.17,0.0564341373435955
2.18,0.0601781892751056
2.19,0.0639678520855273
2.2,0.0678028819348002
2.21,0.0716830349828638
2.22,0.0756080673896578
2.23,0.0795777353151215
2.24,0.0835917949191947
2.25,0.0876500023618166
2.26,0.091752113802927
2.27,0.0958978854024655
2.28,0.1000870733203713
2.29,0.1043194337165844
2.3,0.1085947227510439
2.31,0.1129126965836897
2.32,0.117273111374461
2.33,0.1216757232832976
2.34,0.1261202884701388
2.35,0.1306065630949245
2.36,0.1351343033175938
2.37,0.1397032652980867
2.38,0.1443132051963422
2.39,0.1489638791723003
2.4,0.1536550433859002
2.41,0.1583864539970818
2.42,0.1631578671657843
