wind_speed,DANREGN Bonus 55
1.0,0.0
1.01,0.0106874426723624
1.02,0.0210526508922918
1.03,0.0310988795532471
1.04,0.0408293835486872
1.05,0.050247417772071
1.06,0.0593562371168575
1.07,0.0681590964765054
1.08,0.0766592507444739
1.09,0.0848599548142218
1.1,0.0927644635792081
1.11,0.1003760319328915
1.12,0.1076979147687311
1.13,0.1147333669801856
1.14,0.1214856434607143
1.15,0.1279579991037759
1.16,0.1341536888028293
1.17,0.1400759674513335
1.18,0.1457280899427473
1.19,0.1511133111705298
1.2,0.1562348860281397
1.21,0.1610960694090362
1.22,0.1657001162066779
1.23,0.1700502813145239
1.24,0.1741498196260331
1.25,0.1780019860346645
1.26,0.1816100354338768
1.27,0.1849772227171291
1.28,0.1881068027778803
1.29,0.1910020305095892
1.3,0.193666160805715
1.31,0.1961024485597163
1.32,0.1983141486650521
1.33,0.2003045160151815
1.34,0.2020768055035632
1.35,0.2036342720236562
1.36,0.2049801704689194
1.37,0.2061177557328118
1.38,0.2070502827087922
1.39,0.2077810062903197
1.4,0.2083131813708531
1.41,0.2086500628438512
1.42,0.2087949056027731
1.43,0.2087509645410777
1.44,0.2085214945522239
1.45,0.2081097505296706
1.46,0.2075189873668767
1.47,0.2067524599573011
1.48,0.2058134231944029
1.49,0.2047051319716407
1.5,0.2034308411824737
1.51,0.2019938057203607
1.52,0.2003972804787606
1.53,0.1986445203511324
1.54,0.196738780230935
1.55,0.1946833150116273
1.56,0.1924813795866682
1.57,0.1901362288495166
1.58,0.1876511176936316
1.59,0.1850293010124718
1.6,0.1822740336994964
1.61,0.1793885706481641
1.62,0.1763761667519342
1.63,0.1732400769042651
1.64,0.1699835559986162
1.65,0.166609858928446
1.66,0.1631222405872136
1.67,0.1595239558683781
1.68,0.1558182596653982
1.69,0.1520084068717328
1.7,0.1480976523808408
1.71,0.1440892510861815
1.72,0.1399864578812134
1.73,0.1357925276593954
1.74,0.1315107153141866
1.75,0.127144275739046
1.76,0.1226964638274325
1.77,0.1181705344728047
1.78,0.113569742568622
1.79,0.1088973430083429
1.8,0.1041565906854266
1.81,0.0993507404933318
1.82,0.0944830473255175
1.83,0.0895567660754427
1.84,0.0845751516365663
1.85,0.0795414589023472
1.86,0.0744589427662442
1.87,0.0693308581217164
1.88,0.0641604598622228
1.89,0.058951002881222
1.9,0.0537057420721732
1.91,0.048427932328535
1.92,0.0431208285437666
1.93,0.0377876856113268
1.94,0.0324317584246747
1.95,0.027056301877269
1.96,0.0216645708625688
1.97,0.0162598202740329
1.98,0.0108453050051201
1.99,0.0054242799492894
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0110121771247949
3.02,0.0223485691281881
3.03,0.0340079015428832
3.04,0.0459888999015877
3.05,0.0582902897370045
3.06,0.0709107965818413
3.07,0.0838491459688016
3.08,0.0971040634305926
3.09,0.1106742744999176
3.1,0.1245585047094841
3.11,0.1387554795919962
3.12,0.1532639246801596
3.13,0.16808256550668
3.14,0.1832101276042627
3.15,0.1986453365056125
3.16,0.2143869177434362
3.17,0.230433596850437
3.18,0.2467840993593227
3.19,0.263437150802797
3.2,0.2803914767135665
3.21,0.2976458026243352
3.22,0.31519885406781
3.23,0.3330493565766945
3.24,0.3511960356836969
3.25,0.3696376169215195
3.26,0.3883728258228692
3.27,0.4074003879204523
3.28,0.426719028746972
3.29,0.4463274738351362
3.3,0.4662244487176482
3.31,0.4864086789272147
3.32,0.50687888999654
3.33,0.5276338074583308
3.34,0.5486721568452908
3.35,0.5699926636901279
3.36,0.5915940535255445
3.37,0.6134750518842487
3.38,0.6356343842989437
3.39,0.6580707763023373
3.4,0.6807829534271321
3.41,0.703769641206036
3.42,0.7270295651717529
3.43,0.750561450856989
3.44,0.7743640237944485
3.45,0.7984360095168391
3.46,0.8227761335568631
3.47,0.8473831214472292
3.48,0.8722556987206393
3.49,0.8973925909098022
3.5,0.9227925235474208
3.51,0.9484542221662018
3.52,0.9743764122988506
3.53,1.000557819478071
3.54,1.0269971692365716
3.55,1.053693187107054
3.56,1.080644598622227
3.57,1.107850129314794
3.58,1.1353085047174614
3.59,1.1630184503629324
3.6,1.1909786917839162
3.61,1.219187954513114
3.62,1.247644964083235
3.63,1.2763484460269816
3.64,1.305297125877062
3.65,1.3344897291661784
3.66,1.3639249814270396
3.67,1.3936016081923477
3.68,1.423518334994811
3.69,1.4536738873671322
3.7,1.4840669908420197
3.71,1.5146963709521752
3.72,1.5455607532303088
3.73,1.5766588632091212
3.74,1.6079894264213217
3.75,1.639551168399612
3.76,1.6713428146766989
3.77,1.7033630907852912
3.78,1.7356107222580892
3.79,1.768084434627802
3.8,1.8007829534271325
3.81,1.833705004188788
3.82,1.866849312445472
3.83,1.900214603729892
3.84,1.933799603574751
3.85,1.9676030375127571
3.86,2.001623631076613
3.87,2.035860109799027
3.88,2.070311199212701
3.89,2.1049756248503444
3.9,2.139852112244659
3.91,2.1749393869283526
3.92,2.210236174434129
3.93,2.245741200294696
3.94,2.281453190042756
3.95,2.317370869211016
3.96,2.3534929633321804
3.97,2.389818197938957
3.98,2.426345298564048
3.99,2.4630729907401614
4.0,2.5
4.01,2.53712517846005
4.02,2.574447884571905
4.03,2.6119676033709456
4.04,2.6496838198925343
4.05,2.6875960191720547
4.06,2.7257036862448776
4.07,2.764006306146379
4.08,2.80250336391193
4.09,2.841194344576906
4.1,2.8800787331766813
4.11,2.919156014746633
4.12,2.9584256743221307
4.13,2.9978871969385485
4.14,3.037540067631264
4.15,3.077383771435651
4.16,3.1174177933870806
4.17,3.1576416185209286
4.18,3.198054731872569
4.19,3.238656618477379
4.2,3.2794467633707267
4.21,3.3204246515879903
4.22,3.3615897681645426
4.23,3.4029415981357616
4.24,3.4444796265370154
4.25,3.4862033384036804
4.26,3.5281122187711302
4.27,3.57020575267474
4.28,3.612483425149889
4.29,3.654944721231941
4.3,3.697589125956276
4.31,3.740416124358269
4.32,3.783425201473295
