wind_speed,Enercon E-82 E2 2.000
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0060958025650128
1.66,0.0609961365831147
1.67,0.1176521041584868
1.68,0.1760679513629749
1.69,0.2362479242684234
1.7,0.2981962689466781
1.71,0.3619172314695825
1.72,0.4274150579089826
1.73,0.4946939943367239
1.74,0.5637582868246507
1.75,0.6346121814446068
1.76,0.7072599242684392
1.77,0.7817057613679921
1.78,0.8579539388151098
1.79,0.9360087026816388
1.8,1.0158742990394225
1.81,1.0975549739603068
1.82,1.181054973516136
1.83,1.266378543778756
1.84,1.3535299308200115
1.85,1.442513380711747
1.86,1.5333331395258076
1.87,1.625993453334039
1.88,1.7204985682082832
1.89,1.8168527302203887
1.9,1.915060185442201
1.91,2.0151251799455627
1.92,2.1170519598023194
1.93,2.2208447710843178
1.94,2.3265078598633986
1.95,2.4340454722114124
1.96,2.5434618542001983
1.97,2.654761251901607
1.98,2.76794791138748
1.99,2.883026078729662
2.0,3.0
2.01,3.1188739212703345
2.02,3.2396520886125204
2.03,3.3623387480983893
2.04,3.486938145799801
2.05,3.613454527788585
2.06,3.7418921401366
2.07,3.8722552289156793
2.08,4.004548040197681
2.09,4.138774820054434
2.1,4.2749398145578
2.11,4.413047269779607
2.12,4.553101431791717
2.13,4.6951065466659605
2.14,4.839066860474195
2.15,4.984986619288251
2.16,5.13287006917999
2.17,5.282721456221243
2.18,5.434545026483868
2.19,5.588345026039693
2.2,5.74412570096058
2.21,5.901891297318361
2.22,6.061646061184892
2.23,6.223394238632007
2.24,6.387140075731564
2.25,6.5528878185553925
2.26,6.720641713175346
2.27,6.890406005663276
2.28,7.0621849420910126
2.29,7.235982768530417
2.3,7.41180373105332
