wind_speed,Leitwind LTW80 500
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.1597968323538983
2.02,0.3221765648984123
2.03,0.4871220978241313
2.04,0.6546163313216793
2.05,0.8246421655816443
2.06,0.9971825007946512
2.07,1.172220237151289
2.08,1.3497382748421858
2.09,1.5297195140579256
2.1,1.7121468549891352
2.11,1.8970031978264037
2.12,2.084271442760352
2.13,2.2739344899815754
2.14,2.4659752396806938
2.15,2.660376592048296
2.16,2.8571214472750093
2.17,3.056192705551421
2.18,3.257573267068158
2.19,3.4612460320158065
2.2,3.667193900584989
2.21,3.875399772966297
2.22,4.085846549350356
2.23,4.298517129927754
2.24,4.513394414889116
2.25,4.730461304425031
2.26,4.949700698726112
2.27,5.171095497982977
2.28,5.394628602386215
2.29,5.62028291212645
2.3,5.848041327394272
2.31,6.077886748380303
2.32,6.309802075275134
2.33,6.543770208269387
2.34,6.779774047553655
2.35,7.017796493318564
2.36,7.2578204457546915
2.37,7.499828805052674
2.38,7.743804471403097
2.39,7.989730344996581
2.4,8.23758932602372
2.41,8.487364314675137
2.42,8.73903821114142
2.43,8.992593915613199
