wind_speed,Hummer H8.16-10KW
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0002967649888625
2.02,0.0005933519009242
2.03,0.0008895826593838
2.04,0.0011852791874404
2.05,0.001480263408293
2.06,0.0017743572451407
2.07,0.0020673826211823
2.08,0.002359161459617
2.09,0.0026495156836437
2.1,0.0029382672164614
2.11,0.0032252379812691
2.12,0.0035102499012659
2.13,0.0037931248996507
2.14,0.0040736848996225
2.15,0.0043517518243803
2.16,0.0046271475971232
2.17,0.0048996941410501
2.18,0.0051692133793601
2.19,0.0054355272352521
2.2,0.0056984576319251
2.21,0.0059578264925782
2.22,0.0062134557404104
2.23,0.0064651672986206
2.24,0.0067127830904078
2.25,0.0069561250389711
2.26,0.0071950150675095
2.27,0.0074292750992219
2.28,0.0076587270573074
2.29,0.007883192864965
2.3,0.0081024944453936
2.31,0.0083164537217923
2.32,0.00852489261736
2.33,0.0087276330552959
2.34,0.0089244969587988
2.35,0.0091153062510678
2.36,0.0092998828553019
2.37,0.0094780486947
2.38,0.0096496256924613
2.39,0.0098144357717846
2.4,0.009972300855869
2.41,0.0101230428679135
