wind_speed,WinWinD WWD-1 D56
1.0,0.0
1.01,0.0941252462042882
1.02,0.185412545286839
1.03,0.2738905633801953
1.04,0.3595879666169
1.05,0.4425334211294958
1.06,0.5227555930505253
1.07,0.6002831485125314
1.08,0.6751447536480569
1.09,0.7473690745896452
1.1,0.8169847774698383
1.11,0.8840205284211791
1.12,0.9485049935762108
1.13,1.0104668390674745
1.14,1.0699347310275158
1.15,1.1269373355888763
1.16,1.1815033188840989
1.17,1.2336613470457258
1.18,1.283440086206301
1.19,1.3308682024983651
1.2,1.375974362054463
1.21,1.418787231007137
1.22,1.4593354754889294
1.23,1.4976477616323831
1.24,1.5337527555700416
1.25,1.5676791234344472
1.26,1.5994555313581422
1.27,1.629110645473671
1.28,1.6566731319135737
1.29,1.6821716568103957
1.3,1.7056348862966788
1.31,1.7270914865049656
1.32,1.746570123567799
1.33,1.7640994636177227
1.34,1.7797081727872774
1.35,1.7934249172090078
1.36,1.805278363015456
1.37,1.8152971763391648
1.38,1.823510023312678
1.39,1.8299455700685363
1.4,1.8346324827392848
1.41,1.837599427457464
1.42,1.838875070355619
1.43,1.8384880775662915
1.44,1.836467115222024
1.45,1.8328408494553596
1.46,1.8276379463988413
1.47,1.8208870721850117
1.48,1.8126168929464133
1.49,1.8028560748155893
1.5,1.7916332839250826
1.51,1.778977186407436
1.52,1.7649164483951916
1.53,1.749479736020893
1.54,1.7326957154170828
1.55,1.7145930527163045
1.56,1.695200414051099
1.57,1.6745464655540103
1.58,1.6526598733575826
1.59,1.6295693035943557
1.6,1.605303422396874
1.61,1.5798908958976794
1.62,1.5533603902293185
1.63,1.5257405715243288
1.64,1.4970601059152573
1.65,1.4673476595346433
1.66,1.436631898515031
1.67,1.4049414889889649
1.68,1.372305097088986
1.69,1.338751388947637
1.7,1.30430903069746
1.71,1.2690066884710012
1.72,1.2328730284008005
1.73,1.1959367166194
1.74,1.158226419259344
1.75,1.1197708024531765
1.76,1.0805985323334395
1.77,1.0407382750326732
1.78,1.000218696683424
1.79,0.9590684634182328
1.8,0.917316241369643
1.81,0.8749906966701962
1.82,0.8321204954524369
1.83,0.7887343038489067
1.84,0.7448607879921497
1.85,0.700528614014708
1.86,0.6557664480491231
1.87,0.6106029562279396
1.88,0.5650668046836997
1.89,0.5191866595489469
1.9,0.4729911869562234
1.91,0.4265090530380701
1.92,0.379768923927033
1.93,0.3327994657556522
1.94,0.2856293446564732
1.95,0.2382872267620359
1.96,0.1908017782048872
1.97,0.1432016651175656
1.98,0.0955155536326155
1.99,0.0477721098825789
2.0,0.0
2.01,0.0
2.02,0.0
