wind_speed,DWT Danish Wind Tech Windane 31
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0025871578116272
2.02,0.0051727631733226
2.03,0.007755263635154
2.04,0.0103331067471896
2.05,0.0129047400594972
2.06,0.015468611122145
2.07,0.0180231674852009
2.08,0.0205668566987332
2.09,0.0230981263128095
2.1,0.0256154238774983
2.11,0.0281171969428673
2.12,0.0306018930589846
2.13,0.0330679597759184
2.14,0.0355138446437365
2.15,0.0379379952125069
2.16,0.0403388590322979
2.17,0.0427148836531774
2.18,0.0450645166252134
2.19,0.0473862054984739
2.2,0.0496783978230271
2.21,0.0519395411489407
2.22,0.0541680830262831
2.23,0.0563624710051222
2.24,0.0585211526355259
2.25,0.0606425754675623
2.26,0.0627251870512995
2.27,0.0647674349368055
2.28,0.0667677666741484
2.29,0.0687246298133961
2.3,0.0706364719046165
2.31,0.0725017404978781
2.32,0.0743188831432484
2.33,0.0760863473907959
2.34,0.0778025807905883
2.35,0.0794660308926938
2.36,0.0810751452471802
2.37,0.0826283714041157
2.38,0.0841241569135685
2.39,0.0855609493256064
2.4,0.0869371961902974
2.41,0.0882513450577096
