wind_speed,Enercon E-101
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0766692568792204
1.85,0.2350533006844957
1.86,0.3967452401619877
1.87,0.5617312156002106
1.88,0.7299973672876829
1.89,0.9015298355129286
1.9,1.0763147605644652
1.91,1.2543382827308125
1.92,1.4355865423004874
1.93,1.6200456795620108
1.94,1.8077018348038985
1.95,1.998541148314676
1.96,2.192549760382851
1.97,2.389713811296956
1.98,2.590019441345502
1.99,2.793452790817011
2.0,3.0
2.01,3.2096472091829824
2.02,3.422380558654497
2.03,3.638186188703037
2.04,3.857050239617148
2.05,4.0789588516853215
2.06,4.303898165196101
2.07,4.531854320437983
2.08,4.762813457699513
2.09,4.996761717269181
2.1,5.233685239435534
2.11,5.473570164487066
2.12,5.716402632712318
2.13,5.962168784399788
2.14,6.210854759838018
2.15,6.462446699315499
2.16,6.716930743120782
2.17,6.974293031542358
2.18,7.23451970486877
2.19,7.497596903388512
2.2,7.763510767390128
2.21,8.032247437162113
2.22,8.303793052993012
2.23,8.578133755171315
2.24,8.855255683985568
2.25,9.13514497972427
2.26,9.417787782675948
2.27,9.703170233129132
2.28,9.991278471372318
2.29,10.282098637694052
2.3,10.575616872382827
2.31,10.871819315727183
2.32,11.17069210801562
2.33,11.472221389536674
2.34,11.77639330057885
2.35,12.08319398143069
2.36,12.392609572380678
2.37,12.704626213717363
2.38,13.019230045729248
