wind_speed,Enercon E-92
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0361412790725087
1.67,0.1050283096812023
1.68,0.1760489829946346
1.69,0.2492074310520542
1.7,0.3245077858927119
1.71,0.4019541795558572
1.72,0.4815507440807407
1.73,0.5633016115066152
1.74,0.6472109138727291
1.75,0.7332827832183311
1.76,0.821521351582674
1.77,0.911930751005008
1.78,1.004515113524583
1.79,1.0992785711806492
1.8,1.196225256012457
1.81,1.2953593000592576
1.82,1.3966848353603003
1.83,1.5002059939548362
1.84,1.605926907882116
1.85,1.7138517091813887
1.86,1.8239845298919064
1.87,1.9363295020529183
1.88,2.050890757703673
1.89,2.167672428883424
1.9,2.286678647631422
1.91,2.4079135459869154
1.92,2.531381255989156
1.93,2.6570859096773947
1.94,2.785031639090877
1.95,2.915222576268861
1.96,3.04766285325059
1.97,3.182356602075319
1.98,3.319307954782296
1.99,3.458521043410774
2.0,3.6
2.01,3.743748956589223
2.02,3.889772045217704
2.03,4.038073397924677
2.04,4.188657146749411
2.05,4.3415274237311365
2.06,4.496688360909122
2.07,4.654144090322602
2.08,4.813898744010845
2.09,4.975956454013081
2.1,5.140321352368579
2.11,5.306997571116573
2.12,5.475989242296328
2.13,5.647300497947081
2.14,5.820935470108098
2.15,5.996898290818609
2.16,6.175193092117887
2.17,6.355824006045163
2.18,6.538795164639703
2.19,6.724110699940743
2.2,6.9117747439875465
2.21,7.10179142881935
2.22,7.294164886475421
2.23,7.488899248994991
2.24,7.68599864841733
2.25,7.885467216781669
2.26,8.087309086127268
2.27,8.291528388493383
2.28,8.498129255919253
2.29,8.707115820444143
2.3,8.918492214107285
2.31,9.132262568947947
2.32,9.34843101700536
