wind_speed,HEAG HW3/S2500(103)
1.0,0.0
1.01,0.1651213918007318
1.02,0.3251017366124967
1.03,0.4799962975361936
1.04,0.6298603376727209
1.05,0.7747491201229777
1.06,0.914717907987862
1.07,1.049821964368273
1.08,1.1801165523651085
1.09,1.3056569350792686
1.1,1.4264983756116507
1.11,1.5426961370631536
1.12,1.654305482534677
1.13,1.761381675127116
1.14,1.8639799779413748
1.15,1.962155654078349
1.16,2.055963966638938
1.17,2.1454601787240395
1.18,2.2306995534345533
1.19,2.311737353871377
1.2,2.3886288431354097
1.21,2.4614292843275507
1.22,2.5301939405486964
1.23,2.594978074899748
1.24,2.655836950481603
1.25,2.712825830395161
1.26,2.76599997774132
1.27,2.815414655620978
1.28,2.861125127135033
1.29,2.9031866553843866
1.3,2.941654503469936
1.31,2.976583934492578
1.32,3.0080302115532134
1.33,3.036048597752742
1.34,3.0606943561920588
1.35,3.082022749972065
1.36,3.100089042193658
1.37,3.1149484959577385
1.38,3.126656374365203
1.39,3.1352679405169503
1.4,3.140838457513881
1.41,3.1434231884568904
1.42,3.143077396446881
1.43,3.13985634458475
1.44,3.1338152959713934
1.45,3.125009513707714
1.46,3.113494260894609
1.47,3.099324800632976
1.48,3.0825563960237146
1.49,3.0632443101677223
1.5,3.041443806165899
1.51,3.017210147119143
1.52,2.9905985961283528
1.53,2.9616644162944272
1.54,2.9304628707182654
1.55,2.8970492225007654
1.56,2.8614787347428257
1.57,2.823806670545345
1.58,2.784088293009224
1.59,2.742378865235356
1.6,2.698733650324645
1.61,2.6532079113779874
1.62,2.605856911496284
1.63,2.55673591378043
1.64,2.5059001813313286
1.65,2.453404977249872
1.66,2.399305564636964
1.67,2.343657206593502
1.68,2.2865151662203846
1.69,2.227934706618509
1.7,2.1679710908887744
1.71,2.106679582132084
1.72,2.0441154434493303
1.73,1.9803339379414129
1.74,1.9153903287092309
1.75,1.849339878853687
1.76,1.7822378514756778
1.77,1.7141395096760972
1.78,1.6451001165558503
1.79,1.5751749352158322
1.8,1.5044192287569416
1.81,1.4328882602800783
1.82,1.3606372928861403
1.83,1.287721589676026
1.84,1.2141964137506358
1.85,1.140117028210868
1.86,1.065538696157618
1.87,0.9905166806917884
1.88,0.9151062449142762
1.89,0.8393626519259816
1.9,0.7633411648277999
1.91,0.6870970467206314
1.92,0.610685560705376
1.93,0.5341619698829292
1.94,0.4575815373541951
1.95,0.3809995262200658
1.96,0.3044711995814473
1.97,0.2280518205392323
1.98,0.1517966521943199
1.99,0.075760957647609
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.1279098212759635
2.84,0.2725160333610574
2.85,0.4220943459216517
2.86,0.576700022058624
2.87,0.7363883248728911
2.88,0.9012145174653252
2.89,1.071233862936854
2.9,1.246501624388351
2.91,1.4270730649207335
2.92,1.6130034476348882
2.93,1.8043480356317327
2.94,2.001162092012141
2.95,2.2035008798770264
2.96,2.41141966232728
2.97,2.624973702463816
2.98,2.844218263387507
2.99,3.0692086081992755
3.0,3.3
3.01,3.536660938789689
3.02,3.779312872164766
3.03,4.028090484620711
3.04,4.283128460653058
3.05,4.544561484757275
3.06,4.812524241428909
3.07,5.087151415163436
3.08,5.368577690456392
3.09,5.6569377518032455
3.1,5.952366283699543
3.11,6.254997970640759
3.12,6.564967497122419
3.13,6.882409547640027
3.14,7.207458806689097
3.15,7.540249958765108
3.16,7.880917688363611
3.17,8.229596679980059
3.18,8.586421618110004
3.19,8.951527187248924
3.2,9.325048071892358
3.21,9.707118956535764
3.22,10.0978745256747
3.23,10.497449463804632
3.24,10.905978455421106
3.25,11.323596185019586
3.26,11.750437337095596
3.27,12.186636596144668
3.28,12.632328646662266
3.29,13.087648173143938
3.3,13.552729860085153
3.31,14.027708391981454
3.32,14.512718453328308
3.33,15.00789472862126
3.34,15.513371902355775
3.35,16.029284659027425
3.36,16.555767683131634
3.37,17.092955659163984
3.38,17.640983271619923
3.39,18.19998520499501
3.4,18.770096143784688
3.41,19.351450772484537
3.42,19.94418377559
3.43,20.54842983759664
3.44,21.164323642999904
3.45,21.791999876295357
3.46,22.43159322197844
3.47,23.083238364544748
3.48,23.74706998848969
3.49,24.42322277830886
3.5,25.11183141849769
3.51,25.813030593551726
3.52,26.5269549879665
3.53,27.25373928623745
3.54,27.99351817286017
3.55,28.74642633233007
3.56,29.512598449142747
3.57,30.29216920779364
3.58,31.085273292778307
3.59,31.892045388592194
3.6,32.712620179730884
3.61,33.54713235068979
3.62,34.39571658596453
3.63,35.25850757005051
3.64,36.13563998744331
3.65,37.02724852263838
3.66,37.93346786013129
3.67,38.85443268441746
3.68,39.79027767999249
3.69,40.7411375313518
3.7,41.707146922990994
3.71,42.68844053940546
3.72,43.68515306509083
3.73,44.6974191845425
3.74,45.72537358225608
3.75,46.76915094272697
3.76,47.82888595045071
3.77,48.9047132899229
3.78,49.996767645638926
3.79,51.10518370209437
3.8,52.230096143784685
3.81,53.37163965520544
3.82,54.52994892085207
3.83,55.70515862522015
3.84,56.89740345280512
3.85,58.10681808810256
3.86,59.33353721560788
3.87,60.5776955198167
3.88,61.83942768522442
3.89,63.118868396326654
3.9,64.4161523376188
3.91,65.73141419359646
3.92,67.06478864875507
3.93,68.41641038759019
3.94,69.78641409459726
3.95,71.17493445427188
3.96,72.58210615110944
3.97,74.00806386960559
3.98,75.45294229425568
3.99,76.91687610955537
4.0,78.4
4.01,79.90241641287106
4.02,81.42409884659337
4.03,82.96498856237778
4.04,84.52502682143466
4.05,86.10415488497493
4.06,87.7023140142093
4.07,89.31944547034855
4.08,90.95549051460318
4.09,92.61039040818396
4.1,94.28408641230168
4.11,95.9765197881671
4.12,97.68763179699076
4.13,99.41736369998338
4.14,101.16565675835577
4.15,102.93245223331871
4.16,104.71769138608266
4.17,106.52131547785844
4.18,108.3432657698568
4.19,110.18348352328856
4.2,112.04190999936414
4.21,113.9184864592944
4.22,115.81315416429004
4.23,117.72585437556192
4.24,119.6565283543204
4.25,121.6051173617764
4.26,123.57156265914064
4.27,125.55580550762376
4.28,127.5577871684367
4.29,129.5774489027898
4.3,131.61473197189392
4.31,133.6695776369598
4.32,135.7419271591983
4.33,137.8317217998198
4.34,139.93890282003508
4.35,142.06341148105497
4.36,144.2051890440904
4.37,146.36417677035152
4.38,148.5403159210494
4.39,150.73354775739463
4.4,152.9438135405982
4.41,155.1710545318704
4.42,157.41521199242206
4.43,159.67622718346402
4.44,161.95404136620704
4.45,164.2485958018615
4.46,166.55983175163837
4.47,168.88769047674822
4.48,171.2321132384021
4.49,173.59304129781015
4.5,175.97041591618344
4.51,178.36417835473267
4.52,180.7742698746684
4.53,183.2006317372016
4.54,185.64320520354264
4.55,188.1019315349024
4.56,190.57675199249155
4.57,193.06760783752105
4.58,195.57444033120117
4.59,198.0971907347428
4.6,200.63580030935668
4.61,203.1902103162537
4.62,205.76036201664425
4.63,208.34619667173905
4.64,210.94765554274892
4.65,213.5646798908849
4.66,216.19721097735703
4.67,218.8451900633764
4.68,221.50855841015368
4.69,224.1872572788997
4.7,226.8812279308249
4.71,229.59041162714013
4.72,232.314749629056
4.73,235.05418319778357
4.74,237.8086535945331
4.75,240.57810208051544
4.76,243.36246991694125
4.77,246.16169836502135
4.78,248.97572868596671
4.79,251.80450214098747
4.8,254.64795999129456
4.81,257.5060434980988
4.82,260.37869392261103
4.83,263.2658525260416
4.84,266.16746056960125
4.85,269.0834593145009
4.86,272.01379002195137
4.87,274.9583939531629
4.88,277.91721236934654
4.89,280.8901865317129
4.9,283.87725770147296
4.91,286.8783671398369
4.92,289.8934561080157
4.93,292.92246586722007
4.94,295.96533767866094
4.95,299.0220128035486
4.96,302.09243250309385
4.97,305.17653803850766
4.98,308.2742706710007
4.99,311.3855716617833
5.0,314.51038227206647
5.01,317.6486437630607
5.02,320.80029739597694
5.03,323.9652844320262
5.04,327.14354613241835
5.05,330.3350237583647
5.06,333.5396585710758
5.07,336.7573918317625
5.08,339.9881648016353
5.09,343.2319187419048
5.1,346.48859491378187
5.11,349.75813457847767
5.12,353.040478997202
5.13,356.33556943116616
5.14,359.6433471415807
5.15,362.9637533896567
5.16,366.2967294366042
5.17,369.6422165436341
5.18,373.0001559719574
5.19,376.3704889827849
5.2,379.7531568373268
5.21,383.148100796794
5.22,386.5552621223972
5.23,389.9745820753474
5.24,393.40600191685496
5.25,396.84946290813065
5.26,400.3049063103853
5.27,403.7722733848295
5.28,407.2515053926743
5.29,410.74254359512975
5.3,414.24532925340696
5.31,417.7598036287167
5.32,421.28590798226975
5.33,424.8235835752764
5.34,428.3727716689475
5.35,431.93341352449386
5.36,435.5054504031267
5.37,439.0888235660557
5.38,442.68347427449214
5.39,446.2893437896466
5.4,449.90637337273023
5.41,453.53450428495296
5.42,457.173677787526
5.43,460.8238351416599
5.44,464.4849176085657
5.45,468.1568664494535
5.46,471.8396229255344
5.47,475.5331282980189
5.48,479.2373238281183
5.49,482.95215077704256
5.5,486.6775504060025
5.51,490.4134639762092
5.52,494.159832748873
5.53,497.9165979852052
5.54,501.6837009464157
5.55,505.4610828937156
5.56,509.24868508831565
5.57,513.0464487914268
5.58,516.8543152642591
5.59,520.6722257680237
5.6,524.5001215639312
5.61,528.3379439131926
5.62,532.1856340770181
5.63,536.0431333166185
5.64,539.9103828932048
5.65,543.7873240679879
5.66,547.6738981021776
5.67,551.5700462569855
5.68,555.4757097936217
5.69,559.3908299732976
5.7,563.3153480572233
5.71,567.2492053066096
5.72,571.1923429826672
5.73,575.1447023466075
5.74,579.10622465964
5.75,583.0768511829762
5.76,587.0565231778265
5.77,591.0451819054019
5.78,595.0427686269132
5.79,599.0492246035706
5.8,603.0644910965849
5.81,607.088509367167
5.82,611.121220676528
5.83,615.1625662858778
5.84,619.2124874564275
5.85,623.270925449388
5.86,627.33782152597
5.87,631.4131169473834
5.88,635.4967529748396
5.89,639.5886708695494
5.9,643.6888118927237
5.91,647.7971173055726
5.92,651.9135283693065
5.93,656.0379863451371
5.94,660.170432494275
5.95,664.31080807793
5.96,668.4590543573136
5.97,672.6151125936362
5.98,676.778924048109
5.99,680.9504299819417
6.0,685.1295716563458
6.01,689.3162903325316
6.02,693.5105272717102
6.03,697.7122237350926
6.04,701.9213209838886
6.05,706.1377602793091
6.06,710.361482882565
6.07,714.5924300548677
6.08,718.8305430574268
6.09,723.0757631514533
6.1,727.3280315981582
6.11,731.5872896587525
6.12,735.8534785944461
6.13,740.12653966645
6.14,744.406414135975
6.15,748.6930432642322
6.16,752.9863683124316
6.17,757.286330541784
6.18,761.5928712135006
6.19,765.905931588792
6.2,770.2254529288684
6.21,774.5513764949408
6.22,778.8836435482201
6.23,783.2221953499172
6.24,787.5669731612419
6.25,791.9179182434056
6.26,796.2749718576188
6.27,800.6380752650924
6.28,805.0071697270373
6.29,809.3821965046635
6.3,813.7630968591823
6.31,818.149812051804
6.32,822.5422833437398
6.33,826.9404519962001
6.34,831.3442592703952
6.35,835.7536464275365
6.36,840.1685547288348
6.37,844.5889254355001
6.38,849.0146998087434
6.39,853.4458191097754
6.4,857.8822245998073
6.41,862.3238575400492
6.42,866.7706591917116
6.43,871.2225708160058
6.44,875.6795336741425
6.45,880.1414890273322
6.46,884.6083781367854
6.47,889.080142263713
6.48,893.5567226693261
6.49,898.0380606148348
6.5,902.5240973614495
6.51,907.0147741703822
6.52,911.5100323028424
6.53,916.009813020042
6.54,920.5140575831902
6.55,925.0227072534984
6.56,929.535703292178
6.57,934.0529869604388
6.58,938.5744995194916
6.59,943.1001822305474
6.6,947.6299763548168
6.61,952.163823153511
6.62,956.7016638878398
6.63,961.243439819014
6.64,965.789092208245
6.65,970.3385623167436
6.66,974.8917914057196
6.67,979.4487207363836
6.68,984.0092915699474
6.69,988.5734451676216
6.7,993.141122790616
6.71,997.7122657001416
6.72,1002.2868151574094
6.73,1006.8647124236302
6.74,1011.4458987600146
6.75,1016.0303154277726
6.76,1020.6179036881164
6.77,1025.208604802255
6.78,1029.8023600314004
6.79,1034.3991106367623
6.8,1038.9987978795525
6.81,1043.6013630209811
6.82,1048.206747322259
6.83,1052.8148920445965
6.84,1057.4257384492046
6.85,1062.0392277972935
6.86,1066.6553013500752
6.87,1071.273900368759
6.88,1075.8949661145564
6.89,1080.518439848678
6.9,1085.1442628323348
6.91,1089.7723763267363
6.92,1094.4027215930948
6.93,1099.0352398926195
6.94,1103.6698724865228
6.95,1108.3065606360135
6.96,1112.9452456023037
6.97,1117.585868646603
6.98,1122.2283710301238
6.99,1126.8726940140757
7.0,1131.5187788596686
7.01,1136.1665668281146
7.02,1140.8159991806235
7.03,1145.467017178407
7.04,1150.119562082675
7.05,1154.773575154638
7.06,1159.4289976555076
7.07,1164.0857708464946
7.08,1168.743835988808
7.09,1173.40313434366
7.1,1178.063607172261
7.11,1182.725195735822
7.12,1187.3878412955532
7.13,1192.051485112665
7.14,1196.7160684483688
7.15,1201.3815325638757
7.16,1206.0478187203948
7.17,1210.7148681791386
7.18,1215.3826222013165
7.19,1220.05102204814
7.2,1224.720008980819
7.21,1229.3895242605654
7.22,1234.059509148589
7.23,1238.729904906101
7.24,1243.4006527943116
7.25,1248.0716940744317
7.26,1252.7429700076716
7.27,1257.414421855243
7.28,1262.085990878356
7.29,1266.7576183382216
7.3,1271.4292454960496
7.31,1276.100813613052
7.32,1280.7722639504393
7.33,1285.443537769421
7.34,1290.1145763312088
7.35,1294.785320897013
7.36,1299.4557127280452
7.37,1304.125693085515
7.38,1308.7952032306337
7.39,1313.4641844246112
7.4,1318.13257792866
7.41,1322.800325003989
7.42,1327.4673669118097
7.43,1332.133644913332
7.44,1336.7991002697684
7.45,1341.4636742423277
7.46,1346.1273080922217
7.47,1350.789943080661
7.48,1355.451520468856
7.49,1360.1119815180173
7.5,1364.7712674893558
7.51,1369.4293196440815
7.52,1374.086079243407
7.53,1378.7414875485422
7.54,1383.3954858206964
7.55,1388.0480153210815
7.56,1392.6990173109084
7.57,1397.348433051388
7.58,1401.9962038037293
7.59,1406.6422708291448
7.6,1411.2865753888443
7.61,1415.9290587440391
7.62,1420.5696621559396
7.63,1425.2083268857564
7.64,1429.8449941947
7.65,1434.4796053439825
7.66,1439.1121015948124
7.67,1443.742424208402
7.68,1448.3705144459611
7.69,1452.996313568702
7.7,1457.6197628378327
7.71,1462.2408035145663
7.72,1466.8593768601124
7.73,1471.475424135683
7.74,1476.0888866024866
7.75,1480.6997055217355
7.76,1485.3078221546398
7.77,1489.9131777624104
7.78,1494.5157136062585
7.79,1499.115370947394
7.8,1503.7120910470276
7.81,1508.3058151663708
7.82,1512.8964845666342
7.83,1517.4840405090276
7.84,1522.068424254762
7.85,1526.6495770650488
7.86,1531.227440201098
7.87,1535.801954924121
7.88,1540.3730624953278
7.89,1544.940704175929
7.9,1549.5048212271363
7.91,1554.0653549101598
7.92,1558.62224648621
7.93,1563.1754372164976
7.94,1567.7248683622338
7.95,1572.2704811846288
7.96,1576.812216944894
7.97,1581.350016904239
7.98,1585.883822323876
7.99,1590.413574465014
8.0,1594.939214588865
8.01,1599.4606839566395
8.02,1603.9779238295473
8.03,1608.4908754688
8.04,1612.999480135608
8.05,1617.5036790911831
8.06,1622.0034135967344
8.07,1626.498624913473
8.08,1630.9892543026097
8.09,1635.4752430253552
8.1,1639.9565323429206
8.11,1644.4330635165163
8.12,1648.904777807353
8.13,1653.3716164766424
8.14,1657.8335207855937
8.15,1662.2904319954173
8.16,1666.7422913673252
8.17,1671.1890401625278
8.18,1675.6306196422356
8.19,1680.066971067659
8.2,1684.4980357000102
8.21,1688.9237548004985
8.22,1693.3440696303346
8.23,1697.7589214507295
8.24,1702.168251522894
8.25,1706.5720011080384
8.26,1710.9701114673744
8.27,1715.3625238621114
8.28,1719.749179553461
8.29,1724.1300198026331
8.3,1728.5049858708408
8.31,1732.8740190192916
8.32,1737.2370605091976
8.33,1741.5940516017697
8.34,1745.9449335582185
8.35,1750.289647639754
8.36,1754.6281351075882
8.37,1758.9603372229303
8.38,1763.2861952469932
8.39,1767.6056504409855
8.4,1771.9186440661183
8.41,1776.2251173836028
8.42,1780.52501165465
8.43,1784.8182681404694
8.44,1789.104828102273
8.45,1793.3846328012703
8.46,1797.6576234986735
8.47,1801.9237414556928
8.48,1806.182927933538
8.49,1810.4351241934205
8.5,1814.68027149655
8.51,1818.9183111041395
8.52,1823.149184277397
8.53,1827.372832277536
8.54,1831.5891963657643
8.55,1835.7982178032955
8.56,1839.999837851338
8.57,1844.193997771103
8.58,1848.3806388238024
8.59,1852.5597022706452
8.6,1856.7311293728435
8.61,1860.8948613916075
8.62,1865.0508395881477
8.63,1869.1990052236756
8.64,1873.3392995594008
8.65,1877.4716638565344
8.66,1881.596039376287
8.67,1885.71236737987
8.68,1889.820589128493
8.69,1893.9206458833685
8.7,1898.0124789057047
8.71,1902.0960294567149
8.72,1906.171238797608
8.73,1910.2380481895952
8.74,1914.2963988938875
8.75,1918.3462321716945
8.76,1922.3874892842289
8.77,1926.4201114927
8.78,1930.4440400583176
8.79,1934.4592162422955
8.8,1938.4655813058416
8.81,1942.4630765101676
8.82,1946.451643116484
8.83,1950.4312223860013
8.84,1954.401755579931
8.85,1958.3631839594827
8.86,1962.3154487858687
8.87,1966.2584913202984
8.88,1970.1922528239836
8.89,1974.116674558133
8.9,1978.0316977839595
8.91,1981.9372637626725
8.92,1985.8333137554828
8.93,1989.7197890236016
8.94,1993.5966308282395
8.95,1997.4637804306071
8.96,2001.3211790919156
8.97,2005.1687680733744
8.98,2009.006488636196
8.99,2012.8342820415887
9.0,2016.6520895507656
9.01,2020.459852424936
9.02,2024.257511925312
9.03,2028.045009313102
9.04,2031.822285849519
9.05,2035.5892827957728
9.06,2039.3459414130743
9.07,2043.0922029626336
9.08,2046.8280087056612
9.09,2050.5532999033694
9.1,2054.268017816967
9.11,2057.9721037076665
9.12,2061.665498836677
9.13,2065.3481444652107
9.14,2069.019981854477
9.15,2072.680952265688
9.16,2076.3309969600523
9.17,2079.970057198782
9.18,2083.598074243088
9.19,2087.214989354181
9.2,2090.820743793271
9.21,2094.4152788215697
9.22,2097.998535700287
9.23,2101.570455690633
9.24,2105.13098005382
9.25,2108.680050051057
9.26,2112.217606943557
9.27,2115.7435919925283
9.28,2119.2579464591827
9.29,2122.760611604731
9.3,2126.2515286903845
9.31,2129.730638977352
9.32,2133.197883726846
9.33,2136.6532042000763
9.34,2140.096541658253
9.35,2143.52783736259
9.36,2146.947032574294
9.37,2150.3540685545777
9.38,2153.7488865646524
9.39,2157.131427865727
9.4,2160.501633719013
9.41,2163.8594453857213
9.42,2167.2048041270627
9.43,2170.537651204247
9.44,2173.857927878487
9.45,2177.165575410992
9.46,2180.460535062972
9.47,2183.7427480956385
9.48,2187.0121557702028
9.49,2190.268699347874
9.5,2193.5123200898643
9.51,2196.7429592573844
9.52,2199.9605581116434
9.53,2203.1650579138536
9.54,2206.3563999252256
9.55,2209.53452540697
9.56,2212.6993756202965
9.57,2215.8508918264165
9.58,2218.989015286541
9.59,2222.11368726188
9.6,2225.2248490136453
9.61,2228.322441803046
9.62,2231.406406891296
9.63,2234.476685539602
9.64,2237.5332190091763
9.65,2240.5759485612302
9.66,2243.604815456974
9.67,2246.6197609576184
9.68,2249.620726324374
9.69,2252.607652818452
9.7,2255.580481701062
9.71,2258.539154233417
9.72,2261.4836116767246
9.73,2264.4137952921974
9.74,2267.329646341046
9.75,2270.231106084481
9.76,2273.118115783712
9.77,2275.990616699952
9.78,2278.84855009441
9.79,2281.691857228296
9.8,2284.520479362823
9.81,2287.3343577592
9.82,2290.1334336786385
9.83,2292.9176483823485
9.84,2295.6869431315417
9.85,2298.441259187428
9.86,2301.1805378112176
9.87,2303.9047202641223
9.88,2306.613747807354
9.89,2309.3075617021195
9.9,2311.9861032096333
9.91,2314.649313591104
9.92,2317.297134107744
9.93,2319.929506020762
9.94,2322.5463705913694
9.95,2325.1476690807776
9.96,2327.7333427501976
9.97,2330.303332860839
9.98,2332.8575806739127
9.99,2335.3960274506294
10.0,2337.918614452201
10.01,2340.4252829398365
10.02,2342.9159741747467
10.03,2345.390629418144
10.04,2347.8491899312376
10.05,2350.29159697524
10.06,2352.7177918113584
10.07,2355.127715700806
10.08,2357.521309904794
10.09,2359.898515684532
10.1,2362.259274301231
10.11,2364.603527016102
10.12,2366.931215090355
10.13,2369.242279785202
10.14,2371.536662361852
10.15,2373.8143040815166
10.16,2376.075146205407
10.17,2378.3191299947325
10.18,2380.5461967107044
10.19,2382.756287614535
10.2,2384.9493439674325
10.21,2387.1253070306097
10.22,2389.284118065276
10.23,2391.425718332642
10.24,2393.55004909392
10.25,2395.6570516103184
10.26,2397.7466671430493
10.27,2399.818836953323
10.28,2401.873502302351
10.29,2403.910604451344
10.3,2405.9300846615115
10.31,2407.931884194065
10.32,2409.9159443102144
10.33,2411.8822062711715
10.34,2413.830611338147
10.35,2415.761100772351
10.36,2417.6736158349936
10.37,2419.568097787286
10.38,2421.4444878904405
10.39,2423.3027274056667
10.4,2425.1427575941734
10.41,2426.964519717175
10.42,2428.767955035879
10.43,2430.553004811497
10.44,2432.319610305241
10.45,2434.06771277832
10.46,2435.797253491947
10.47,2437.508173707329
10.48,2439.20041468568
10.49,2440.873917688209
10.5,2442.528623976128
10.51,2444.1644748106464
10.52,2445.781411452976
10.53,2447.379375164326
10.54,2448.958307205909
10.55,2450.5181488389344
10.56,2452.058841324614
10.57,2453.580325924157
10.58,2455.0825438987754
10.59,2456.565436509679
10.6,2458.028945018079
10.61,2459.473010685186
10.62,2460.897574772212
10.63,2462.302578540365
10.64,2463.687963250858
10.65,2465.0536701649003
10.66,2466.399640543703
10.67,2467.725815648478
10.68,2469.032136740434
10.69,2470.318545080783
10.7,2471.584981930736
10.71,2472.831388551502
10.72,2474.057706204293
10.73,2475.2638761503204
10.74,2476.4498396507934
10.75,2477.615537966924
10.76,2478.7609123599213
10.77,2479.885904090998
10.78,2480.9904544213628
10.79,2482.0745046122274
10.8,2483.137995924804
10.81,2484.1808696203
10.82,2485.2030669599285
10.83,2486.204529204899
10.84,2487.185197616424
10.85,2488.145013455712
10.86,2489.0839179839754
10.87,2490.001852462424
10.88,2490.898758152269
10.89,2491.77457631472
10.9,2492.6292482109893
10.91,2493.462715102286
10.92,2494.274918249823
10.93,2495.0657989148085
10.94,2495.835298358455
10.95,2496.583357841972
10.96,2497.3099186265717
10.97,2498.014921973463
10.98,2498.698309143858
10.99,2499.360021398967
11.0,2500.0
11.01,2500.618242050712
11.02,2501.214968025028
11.03,2501.790454239419
11.04,2502.3449770103525
11.05,2502.8788126542986
11.06,2503.3922374877266
11.07,2503.8855278271058
11.08,2504.3589599889046
11.09,2504.812810289594
11.1,2505.2473550456425
11.11,2505.6628705735197
11.12,2506.059633189693
11.13,2506.4379192106344
11.14,2506.798004952811
11.15,2507.1401667326945
11.16,2507.464680866752
11.17,2507.7718236714536
11.18,2508.061871463269
11.19,2508.335100558667
11.2,2508.5917872741165
11.21,2508.832207926089
11.22,2509.0566388310503
11.23,2509.2653563054723
11.24,2509.458636665824
11.25,2509.6367562285736
11.26,2509.7999913101908
11.27,2509.9486182271457
11.28,2510.082913295907
11.29,2510.2031528329435
11.3,2510.3096131547254
11.31,2510.4025705777217
11.32,2510.4823014184017
11.33,2510.5490819932347
11.34,2510.6031886186897
11.35,2510.644897611236
11.36,2510.6744852873444
11.37,2510.692227963481
11.38,2510.6984019561187
11.39,2510.6932835817247
11.4,2510.677149156769
11.41,2510.6502749977203
11.42,2510.6129374210477
11.43,2510.565412743222
11.44,2510.5079772807107
11.45,2510.440907349984
11.46,2510.3644792675123
11.47,2510.2789693497625
11.48,2510.184653913206
11.49,2510.081809274311
11.5,2509.9707117495477
11.51,2509.8516376553835
11.52,2509.724863308289
11.53,2509.5906650247343
11.54,2509.449319121188
11.55,2509.3011019141186
11.56,2509.1462897199963
11.57,2508.98515885529
11.58,2508.817985636469
11.59,2508.645046380004
11.6,2508.4666174023623
11.61,2508.282975020013
11.62,2508.094395549427
11.63,2507.9011553070736
11.64,2507.7035306094213
11.65,2507.5017977729394
11.66,2507.296233114097
11.67,2507.0871129493644
11.68,2506.87471359521
11.69,2506.659311368103
11.7,2506.441182584513
11.71,2506.22060356091
11.72,2505.997850613763
11.73,2505.77320005954
11.74,2505.546928214712
11.75,2505.319311395748
11.76,2505.090625919116
11.77,2504.861148101286
11.78,2504.631154258728
11.79,2504.4009207079107
11.8,2504.170723765304
11.81,2503.940839747376
11.82,2503.7115449705966
11.83,2503.483115751435
11.84,2503.255828406361
11.85,2503.029959251844
11.86,2502.8057846043525
11.87,2502.583580780357
11.88,2502.3636240963247
11.89,2502.1461908687265
11.9,2501.931557414032
11.91,2501.72000004871
11.92,2501.511795089229
11.93,2501.30721885206
11.94,2501.1065476536696
11.95,2500.9100578105304
11.96,2500.7180256391093
11.97,2500.5307274558763
11.98,2500.348439577301
11.99,2500.1714383198528
12.0,2500.0
12.01,2499.834342541673
12.02,2499.6744502986367
12.03,2499.520249232116
12.04,2499.3716653033366
12.05,2499.228624473524
12.06,2499.091052703905
12.07,2498.9588759557023
12.08,2498.832020190144
12.09,2498.7104113684527
12.1,2498.5939754518554
12.11,2498.482638401578
12.12,2498.3763261788445
12.13,2498.2749647448813
12.14,2498.178480060913
12.15,2498.086798088166
12.16,2497.9998447878647
12.17,2497.917546121235
12.18,2497.8398280495016
12.19,2497.7666165338906
12.2,2497.697837535627
12.21,2497.633417015937
12.22,2497.573280936045
12.23,2497.5173552571773
12.24,2497.4655659405576
12.25,2497.4178389474127
12.26,2497.374100238968
12.27,2497.334275776448
12.28,2497.2982915210787
12.29,2497.266073434085
12.3,2497.2375474766936
12.31,2497.212639610128
