wind_speed,Hummer H25.0-60KW
1.0,0.0
1.01,0.0593140847892722
1.02,0.118347342901481
1.03,0.177102610969728
1.04,0.2355827256271148
1.05,0.293790523506743
1.06,0.3517288412417144
1.07,0.4094005154651305
1.08,0.466808382810093
1.09,0.5239552799097038
1.1,0.5808440433970643
1.11,0.6374775099052759
1.12,0.6938585160674406
1.13,0.7499898985166588
1.14,0.8058744938860346
1.15,0.8615151388086684
1.16,0.9169146699176616
1.17,0.9720759238461164
1.18,1.0270017372271345
1.19,1.0816949466938162
1.2,1.1361583888792648
1.21,1.1903949004165817
1.22,1.2444073179388668
1.23,1.298198478079224
1.24,1.351771217470754
1.25,1.4051283727465584
1.26,1.458272780539739
1.27,1.5112072774833976
1.28,1.563934700210635
1.29,1.616457885354554
1.3,1.668779669548256
1.31,1.7209028894248417
1.32,1.772830381617414
1.33,1.8245649827590744
1.34,1.8761095294829235
1.35,1.927466858422064
1.36,1.978639806209596
1.37,2.0296312094786235
1.38,2.080443904862246
1.39,2.1310807289935663
1.4,2.1815445185056865
1.41,2.231838110031707
1.42,2.281964340204731
1.43,2.3319260456578585
1.44,2.381726063024192
1.45,2.4313672289368333
1.46,2.4808523800288835
1.47,2.5301843529334445
1.48,2.5793659842836187
1.49,2.6284001107125063
1.5,2.67728956885321
1.51,2.7260371953388307
1.52,2.774645826802471
1.53,2.8231182998772315
1.54,2.8714574511962145
1.55,2.919666117392522
1.56,2.9677471350992546
1.57,3.015703340949514
1.58,3.063537571576405
1.59,3.111252663613025
1.6,3.1588514536924763
1.61,3.206336778447862
1.62,3.253711474512284
1.63,3.3009783785188422
1.64,3.34814032710064
1.65,3.395200156890778
1.66,3.4421607045223586
1.67,3.489024806628484
1.68,3.535795299842254
1.69,3.5824750207967706
1.7,3.6290668061251368
1.71,3.675573492460453
1.72,3.7219979164358215
1.73,3.768342914684343
1.74,3.8146113238391215
1.75,3.860805980533256
1.76,3.90692972139985
1.77,3.952985383072003
1.78,3.99897580218282
1.79,4.044903815365398
1.8,4.090772259252844
1.81,4.136583970478256
1.82,4.182341785674736
1.83,4.228048541475387
1.84,4.27370707451331
1.85,4.319320221421607
1.86,4.364890818833376
1.87,4.410421703381726
1.88,4.455915711699751
1.89,4.501375680420559
1.9,4.546804446177248
1.91,4.592204845602918
1.92,4.637579715330677
1.93,4.682931891993622
1.94,4.728264212224854
1.95,4.773579512657476
1.96,4.818880629924592
1.97,4.8641704006593
1.98,4.909451661494703
1.99,4.954727249063902
2.0,5.0
2.01,5.045272750936097
2.02,5.0905483385052985
2.03,5.135829599340699
2.04,5.181119370075409
2.05,5.226420487342523
2.06,5.271735787775146
2.07,5.317068108006378
2.08,5.362420284669324
2.09,5.407795154397079
2.1,5.453195553822754
2.11,5.4986243195794415
2.12,5.544084288300249
2.13,5.589578296618275
2.14,5.635109181166625
2.15,5.680679778578394
