wind_speed,Enercon E-141 EP4
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.044193907400517
1.38,0.1883675586858609
1.39,0.3398020603038738
1.4,0.4984770759588618
1.41,0.6643722693551392
1.42,0.8374673041970179
1.43,1.0177418441888069
1.44,1.2051755530348212
1.45,1.3997480944393716
1.46,1.6014391321067685
1.47,1.8102283297413269
1.48,2.0260953510473567
1.49,2.24901985972917
1.5,2.4789815194910783
1.51,2.7159599940373926
1.52,2.959934947072428
1.53,3.210886042300493
1.54,3.468792943425901
1.55,3.733635314152961
1.56,4.005392818185991
1.57,4.284045119229299
1.58,4.569571880987194
1.59,4.861952767163995
1.6,5.161167441464007
1.61,5.467195567591548
1.62,5.780016809250922
1.63,6.099610830146443
1.64,6.425957293982428
1.65,6.75903586446319
1.66,7.098826205293035
1.67,7.445307980176276
1.68,7.798460852817227
1.69,8.1582644869202
1.7,8.524698546189503
1.71,8.897742694329452
1.72,9.277376595044352
1.73,9.663579912038523
1.74,10.056332309016282
1.75,10.455613449681923
1.76,10.861402997739772
1.77,11.273680616894133
1.78,11.692425970849325
1.79,12.11761872330965
1.8,12.549238537979432
1.81,12.987265078562974
1.82,13.431678008764594
1.83,13.8824569922886
1.84,14.339581692839303
1.85,14.803031774121015
1.86,15.272786899838048
1.87,15.74882673369472
1.88,16.231130939395324
1.89,16.7196791806442
1.9,17.214451121145636
1.91,17.715426424603958
1.92,18.22258475472348
1.93,18.735905775208508
1.94,19.25536914976334
1.95,19.780954542092307
1.96,20.312641615899715
1.97,20.85041003488988
1.98,21.394239462767104
1.99,21.944109563235703
2.0,22.5
2.01,23.061890436764276
2.02,23.62976053723289
2.03,24.2035899651101
2.04,24.78335838410028
2.05,25.36904545790768
2.06,25.96063085023665
2.07,26.55809422479148
2.08,27.161415245276523
2.09,27.77057357539602
2.1,28.38554887885436
2.11,29.00632081935579
2.12,29.632869060604676
2.13,30.26517326630528
2.14,30.903213100161963
2.15,31.54696822587897
2.16,32.19641830716071
2.17,32.8515430077114
2.18,33.51232199123542
2.19,34.17873492143702
2.2,34.850761462020586
2.21,35.52838127669034
2.22,36.21157402915069
