wind_speed,WESPA 750/47
1.0,0.0
1.01,0.0306534893046276
1.02,0.0601857678764524
1.03,0.0886122014804522
1.04,0.1159481558816048
1.05,0.1422089968448879
1.06,0.1674100901352794
1.07,0.191566801517757
1.08,0.2146944967572987
1.09,0.2368085416188823
1.1,0.2579243018674854
1.11,0.2780571432680858
1.12,0.2972224315856616
1.13,0.3154355325851899
1.14,0.3327118120316495
1.15,0.3490666356900178
1.16,0.3645153693252724
1.17,0.3790733787023914
1.18,0.3927560295863525
1.19,0.4055786877421332
1.2,0.4175567189347119
1.21,0.4287054889290659
1.22,0.439040363490173
1.23,0.4485767083830115
1.24,0.4573298893725588
1.25,0.4653152722237929
1.26,0.4725482227016913
1.27,0.4790441065712323
1.28,0.484818289597393
1.29,0.489886137545152
1.3,0.4942630161794867
1.31,0.4979642912653748
1.32,0.5010053285677943
1.33,0.5034014938517232
1.34,0.5051681528821387
1.35,0.5063206714240192
1.36,0.506874415242342
1.37,0.5068447501020855
1.38,0.5062470417682271
1.39,0.5050966560057446
1.4,0.503408958579616
1.41,0.5011993152548188
1.42,0.4984830917963313
1.43,0.495275653969131
1.44,0.4915923675381956
1.45,0.487448598268503
1.46,0.4828597119250313
1.47,0.4778410742727578
1.48,0.4724080510766607
1.49,0.4665760081017175
1.5,0.4603603111129062
1.51,0.4537763258752046
1.52,0.4468394181535905
1.53,0.4395649537130416
1.54,0.4319682983185359
1.55,0.4240648177350512
1.56,0.4158698777275652
1.57,0.4073988440610554
1.58,0.3986670825005006
1.59,0.3896899588108771
1.6,0.3804828387571639
1.61,0.3710610881043382
1.62,0.3614400726173788
1.63,0.351635158061262
1.64,0.3416617102009672
1.65,0.3315350948014704
1.66,0.3212706776277505
1.67,0.3108838244447859
1.68,0.300389901017553
1.69,0.2898042731110305
1.7,0.2791423064901958
1.71,0.2684193669200273
1.72,0.2576508201655025
1.73,0.2468520319915984
1.74,0.2360383681632938
1.75,0.2252251944455665
1.76,0.2144278766033941
1.77,0.2036617804017539
1.78,0.1929422716056246
1.79,0.1822847159799836
1.8,0.1717044792898084
1.81,0.1612169273000767
1.82,0.1508374257757672
1.83,0.1405813404818572
1.84,0.1304640371833242
1.85,0.1205008816451466
1.86,0.1107072396323016
1.87,0.1010984769097674
1.88,0.0916899592425218
1.89,0.0824970523955428
1.9,0.0735351221338079
1.91,0.0648195342222947
1.92,0.0563656544259808
1.93,0.0481888485098446
1.94,0.0403044822388644
1.95,0.0327279213780168
1.96,0.0254745316922808
1.97,0.0185596789466329
