wind_speed,Bonus B37/450
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0077806224907854
2.02,0.0155565761411927
2.03,0.0233231921108428
2.04,0.0310758015593577
2.05,0.0388097356463581
2.06,0.0465203255314663
2.07,0.054202902374303
2.08,0.0618527973344908
2.09,0.0694653415716499
2.1,0.0770358662454029
2.11,0.0845597025153706
2.12,0.0920321815411747
2.13,0.0994486344824366
2.14,0.1068043924987781
2.15,0.11409478674982
2.16,0.1213151483951848
2.17,0.1284608085944932
2.18,0.1355270985073671
2.19,0.1425093492934278
2.2,0.1494028921122967
2.21,0.1562030581235952
2.22,0.1629051784869454
2.23,0.1695045843619683
2.24,0.1759966069082853
2.25,0.1823765772855182
2.26,0.1886398266532885
2.27,0.1947816861712173
2.28,0.2007974869989265
2.29,0.2066825602960377
2.3,0.2124322372221716
2.31,0.2180418489369505
2.32,0.2235067265999956
2.33,0.2288222013709285
2.34,0.2339836044093707
2.35,0.2389862668749435
2.36,0.2438255199272682
2.37,0.2484966947259664
2.38,0.2529951224306604
2.39,0.2573161342009707
2.4,0.2614550611965189
2.41,0.2654072345769269
