wind_speed,Leitwind LTW104 2500
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.4235236543217375
2.02,0.8526658963096687
2.03,1.2873453136299298
2.04,1.7274804939487365
2.05,2.1729900249322105
2.06,2.62379249424657
2.07,3.07980648955795
2.08,3.540950598532576
2.09,4.007143408836561
2.1,4.478303508136133
2.11,4.954349484097418
2.12,5.435199924386633
2.13,5.92077341666991
2.14,6.410988548613466
2.15,6.905763907883423
2.16,7.405018082146015
2.17,7.908669659067359
2.18,8.416637226313679
2.19,8.9288393715511
2.2,9.445194682445834
2.21,9.965621746664016
2.22,10.490039151871876
2.23,11.018365485735526
2.24,11.550519335921187
2.25,12.086419290095002
2.26,12.625983935923148
2.27,13.169131861071833
2.28,13.71578165320718
2.29,14.265851899995408
2.3,14.819261189102647
2.31,15.375928108195115
2.32,15.935771244938945
2.33,16.49870918700035
2.34,17.06466052204546
2.35,17.633543837740497
2.36,18.205277721751575
2.37,18.779780761744934
2.38,19.356971545386696
2.39,19.936768660343063
2.4,20.519090694280187
2.41,21.103856234864278
2.42,21.690983869761453
2.43,22.28039218663796
2.44,22.87199977315988
