wind_speed,Kuriant KE 18/4EH
1.0,0.0
1.01,0.0019539798799296
1.02,0.0038490457936303
1.03,0.0056857928316699
1.04,0.0074648160846163
1.05,0.0091867106430377
1.06,0.0108520715975019
1.07,0.0124614940385769
1.08,0.0140155730568307
1.09,0.0155149037428313
1.1,0.0169600811871466
1.11,0.0183517004803445
1.12,0.0196903567129932
1.13,0.0209766449756604
1.14,0.0222111603589143
1.15,0.0233944979533228
1.16,0.0245272528494538
1.17,0.0256100201378753
1.18,0.0266433949091553
1.19,0.0276279722538618
1.2,0.0285643472625626
1.21,0.0294531150258259
1.22,0.0302948706342196
1.23,0.0310902091783116
1.24,0.0318397257486698
1.25,0.0325440154358624
1.26,0.0332036733304572
1.27,0.0338192945230222
1.28,0.0343914741041254
1.29,0.0349208071643348
1.3,0.0354078887942183
1.31,0.0358533140843439
1.32,0.0362576781252795
1.33,0.0366215760075932
1.34,0.0369456028218529
1.35,0.0372303536586266
1.36,0.0374764236084822
1.37,0.0376844077619877
1.38,0.0378549012097112
1.39,0.0379884990422204
1.4,0.0380857963500836
1.41,0.0381473882238684
1.42,0.0381738697541431
1.43,0.0381658360314755
1.44,0.0381238821464336
1.45,0.0380486031895854
1.46,0.0379405942514989
1.47,0.0378004504227419
1.48,0.0376287667938825
1.49,0.0374261384554887
1.5,0.0371931604981285
1.51,0.0369304280123697
1.52,0.0366385360887804
1.53,0.0363180798179285
1.54,0.035969654290382
1.55,0.0355938545967089
1.56,0.0351912758274772
1.57,0.0347625130732548
1.58,0.0343081614246097
1.59,0.0338288159721097
1.6,0.0333250718063231
1.61,0.0327975240178176
1.62,0.0322467676971614
1.63,0.0316733979349222
1.64,0.0310780098216682
1.65,0.0304611984479672
1.66,0.0298235589043873
1.67,0.0291656862814964
1.68,0.0284881756698625
1.69,0.0277916221600535
1.7,0.0270766208426375
1.71,0.0263437668081824
1.72,0.0255936551472562
1.73,0.0248268809504267
1.74,0.0240440393082621
1.75,0.0232457253113303
1.76,0.0224325340501992
1.77,0.0216050606154368
1.78,0.0207639000976112
1.79,0.0199096475872901
1.8,0.0190428981750418
1.81,0.0181642469514339
1.82,0.0172742890070347
1.83,0.016373619432412
1.84,0.0154628333181339
1.85,0.0145425257547682
1.86,0.0136132918328829
1.87,0.0126757266430461
1.88,0.0117304252758257
1.89,0.0107779828217896
1.9,0.0098189943715059
1.91,0.0088540550155424
1.92,0.0078837598444673
1.93,0.0069087039488483
1.94,0.0059294824192536
1.95,0.004946690346251
1.96,0.0039609228204087
1.97,0.0029727749322944
1.98,0.0019828417724762
1.99,0.000991718431522
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0020133938461586
3.02,0.0040863212962745
3.03,0.0062188068975076
3.04,0.0084108751970183
3.05,0.0106625507419665
3.06,0.0129738580795126
3.07,0.0153448217568164
3.08,0.0177754663210384
3.09,0.0202658163193385
3.1,0.0228158962988771
3.11,0.025425730806814
3.12,0.0280953443903097
3.13,0.0308247615965242
3.14,0.0336140069726176
3.15,0.03646310506575
3.16,0.0393720804230819
3.17,0.042340957591773
3.18,0.0453697611189838
3.19,0.0484585155518742
3.2,0.0516072454376045
3.21,0.0548159753233347
3.22,0.0580847297562251
3.23,0.0614135332834358
3.24,0.0648024104521271
3.25,0.0682513858094588
3.26,0.0717604839025912
3.27,0.0753297292786847
3.28,0.0789591464848991
3.29,0.0826487600683949
3.3,0.0863985945763318
3.31,0.0902086745558704
3.32,0.0940790245541704
3.33,0.0980096691183924
3.34,0.1020006327956962
3.35,0.1060519401332424
3.36,0.1101636156781904
3.37,0.1143356839777012
3.38,0.1185681695789343
3.39,0.1228610970290503
3.4,0.1272144908752089
3.41,0.1316283756645707
3.42,0.1361027759442955
3.43,0.1406377162615437
3.44,0.1452332211634752
3.45,0.1498893151972505
3.46,0.1546060229100293
3.47,0.1593833688489723
3.48,0.164221377561239
3.49,0.1691200735939902
3.5,0.1740794814943855
3.51,0.1790996258095853
3.52,0.1841805310867499
3.53,0.1893222218730391
3.54,0.1945247227156135
3.55,0.1997880581616327
3.56,0.2051122527582574
3.57,0.2104973310526474
3.58,0.2159433175919629
3.59,0.2214502369233641
3.6,0.2270181135940113
3.61,0.2326469721510641
3.62,0.2383368371416834
3.63,0.2440877331130288
3.64,0.2498996846122609
3.65,0.2557727161865393
3.66,0.2617068523830246
3.67,0.2677021177488766
3.68,0.2737585368312559
3.69,0.2798761341773221
3.7,0.2860549343342359
3.71,0.2922949618491569
3.72,0.2985962412692459
3.73,0.3049587971416623
3.74,0.3113826540135671
3.75,0.3178678364321195
3.76,0.3244143689444801
3.77,0.3310222760978096
3.78,0.3376915824392672
3.79,0.3444223125160138
3.8,0.3512144908752089
3.81,0.3580681420640134
3.82,0.3649832906295867
3.83,0.3719599611190894
3.84,0.3789981780796814
3.85,0.3860979660585232
3.86,0.3932593496027745
3.87,0.4004823532595959
3.88,0.4077670015761471
3.89,0.4151133190995888
3.9,0.4225213303770805
3.91,0.4299910599557829
3.92,0.4375225323828559
3.93,0.4451157722054597
3.94,0.4527708039707542
3.95,0.4604876522259001
3.96,0.468266341518057
3.97,0.4761068963943856
3.98,0.4840093414020452
3.99,0.4919737010881969
4.0,0.5
4.01,0.5080882346248562
4.02,0.5162382892111302
4.03,0.5244500199474287
4.04,0.5327232830223554
4.05,0.5410579346245177
4.06,0.5494538309425212
4.07,0.5579108281649721
4.08,0.5664287824804751
4.09,0.5750075500776366
4.1,0.5836469871450626
4.11,0.5923469498713593
4.12,0.6011072944451316
4.13,0.6099278770549854
4.14,0.6188085538895272
4.15,0.627749181137363
4.16,0.6367496149870975
4.17,0.6458097116273369
4.18,0.6549293272466876
4.19,0.6641083180337556
4.2,0.6733465401771453
4.21,0.6826438498654638
4.22,0.6920001032873162
4.23,0.7014151566313097
4.24,0.7108888660860481
4.25,0.7204210878401381
4.26,0.7300116780821859
4.27,0.739660493000797
4.28,0.7493673887845779
4.29,0.7591322216221332
4.3,0.768954847702069
4.31,0.778835123212992
4.32,0.7887729043435078
4.33,0.7987680472822213
4.34,0.8088204082177385
4.35,0.8189298433386659
4.36,0.8290962088336099
4.37,0.8393193608911746
4.38,0.8495991556999667
4.39,0.8599354494485921
4.4,0.8703280983256573
4.41,0.8807769585197666
4.42,0.8912818862195263
4.43,0.9018427376135428
4.44,0.9124593688904225
4.45,0.9231316362387691
4.46,0.9338593958471902
4.47,0.9446425039042904
4.48,0.9554808165986776
4.49,0.9663741901189552
4.5,0.97732248065373
4.51,0.9883255443916084
4.52,0.9993832375211948
4.53,1.0104954162310973
4.54,1.0216619367099196
4.55,1.032882655146268
4.56,1.0441574277287486
4.57,1.055486110645968
4.58,1.0668685600865304
4.59,1.0783046322390428
4.6,1.0897941832921103
4.61,1.1013370694343405
4.62,1.1129331468543362
4.63,1.1245822717407052
4.64,1.1362843002820529
4.65,1.1480390886669862
4.66,1.1598464930841088
4.67,1.1717063697220276
4.68,1.1836185747693488
4.69,1.1955829644146785
4.7,1.2075993948466213
4.71,1.219667722253783
4.72,1.2317878028247704
4.73,1.2439594927481898
4.74,1.2561826482126457
4.75,1.268457125406744
4.76,1.2807827805190906
4.77,1.2931594697382922
4.78,1.3055870492529549
4.79,1.3180653752516824
4.8,1.330594303923082
4.81,1.3431736914557597
4.82,1.3558033940383212
4.83,1.368483267859372
4.84,1.381213169107517
4.85,1.3939929539713638
4.86,1.406822478639518
4.87,1.419701599300584
4.88,1.432630172143169
4.89,1.4456080533558773
4.9,1.4586350991273174
4.91,1.4717111656460922
4.92,1.4848361091008089
4.93,1.4980097856800731
4.94,1.511232051572492
4.95,1.5245027629666688
4.96,1.5378217760512107
4.97,1.5511889470147238
4.98,1.5646041320458144
4.99,1.5780671873330865
5.0,1.5915779690651473
5.01,1.6051363334306017
5.02,1.618742136618056
5.03,1.6323952348161177
5.04,1.6460954842133897
5.05,1.659842740998479
5.06,1.673636861359992
5.07,1.6874777014865348
5.08,1.701365117566712
5.09,1.715298965789129
5.1,1.7292791023423932
5.11,1.743305383415111
5.12,1.757377665195886
5.13,1.7714958038733248
5.14,1.7856596556360331
5.15,1.7998690766726189
5.16,1.8141239231716848
5.17,1.8284240513218373
5.18,1.842769317311684
5.19,1.8571595773298304
5.2,1.8715946875648808
5.21,1.8860745042054408
5.22,1.900598883440118
5.23,1.9151676814575185
5.24,1.929780754446246
5.25,1.9444379585949072
5.26,1.9591391500921085
5.27,1.9738841851264548
5.28,1.9886729198865536
5.29,2.003505210561009
5.3,2.018380913338427
5.31,2.033299884407414
5.32,2.048261979956577
5.33,2.0632670561745194
5.34,2.0783149692498477
5.35,2.093405575371168
5.36,2.1085387307270875
5.37,2.12371429150621
5.38,2.1389321138971416
5.39,2.1541920540884885
5.4,2.169493968268858
5.41,2.184837712626853
5.42,2.200223143351082
5.43,2.2156501166301488
5.44,2.231118488652662
5.45,2.246628115607223
5.46,2.2621788536824416
5.47,2.277770559066921
5.48,2.293403087949271
5.49,2.309076296518092
5.5,2.324790040961993
5.51,2.3405441774695785
5.52,2.3563385622294564
5.53,2.372173051430232
5.54,2.388047501260509
5.55,2.4039617679088936
5.56,2.419915707563993
5.57,2.4359091764144147
5.58,2.4519420306487607
5.59,2.4680141264556386
5.6,2.4841253200236544
5.61,2.5002754675414147
5.62,2.516464425197523
5.63,2.532692049180586
5.64,2.548958195679211
5.65,2.565262720882004
5.66,2.581605480977567
5.67,2.59798633215451
5.68,2.6144051306014355
5.69,2.630861732506953
5.7,2.647355994059666
5.71,2.6638877714481803
5.72,2.680456920861102
5.73,2.697063298487038
5.74,2.713706760514592
5.75,2.730387163132371
5.76,2.7471043625289813
5.77,2.763858214893028
5.78,2.7806485764131184
5.79,2.797475303277856
5.8,2.8143382516758466
5.81,2.8312372777956982
5.82,2.848172237826017
5.83,2.865142987955405
5.84,2.882149384372472
5.85,2.899191283265821
5.86,2.916268540824061
5.87,2.933381013235794
5.88,2.9505285566896275
5.89,2.967711027374168
5.9,2.9849282814780227
5.91,3.002180175189793
5.92,3.019466564698088
5.93,3.0367873061915125
5.94,3.054142255858674
5.95,3.071531269888176
5.96,3.0889542044686245
5.97,3.1064109157886266
5.98,3.123901260036789
5.99,3.1414250934017143
6.0,3.1589822720720107
6.01,3.176572652236283
6.02,3.1941960900831377
6.03,3.2118524418011822
6.04,3.229541563579019
6.05,3.2472633116052547
6.06,3.265017542068496
6.07,3.2828041111573505
6.08,3.3006228750604203
6.09,3.318473689966313
6.1,3.336356412063636
6.11,3.354270897540993
6.12,3.37221700258699
6.13,3.390194583390233
6.14,3.4082034961393286
6.15,3.4262435970228826
6.16,3.4443147422295
6.17,3.4624167879477854
6.18,3.4805495903663477
6.19,3.4987130056737907
6.2,3.5169068900587206
6.21,3.5351310997097425
6.22,3.553385490815464
6.23,3.571669919564491
6.24,3.589984242145427
6.25,3.608328314746879
6.26,3.626701993557453
6.27,3.645105134765753
6.28,3.66353759456039
6.29,3.681999229129964
6.3,3.700489894663085
6.31,3.719009447348355
6.32,3.737557743374384
6.33,3.7561346389297743
6.34,3.7747399902031327
6.35,3.7933736533830658
6.36,3.812035484658181
6.37,3.83072534021708
6.38,3.8494430762483702
6.39,3.8681885489406582
6.4,3.886961614482552
6.41,3.9057621290626536
6.42,3.924589948869569
6.43,3.943444930091906
6.44,3.962326928918271
6.45,3.981235801537269
6.46,4.000171404137503
6.47,4.019133592907581
6.48,4.038122224036112
6.49,4.057137153711697
6.5,4.076178238122942
6.51,4.095245333458457
6.52,4.114338295906844
6.53,4.133456981656711
6.54,4.152601246896663
6.55,4.171770947815304
6.56,4.1909659406012425
6.57,4.2101860814430845
6.58,4.229431226529433
6.59,4.248701232048896
6.6,4.267995954190079
6.61,4.28731524914159
6.62,4.30665897309203
6.63,4.326026982230007
6.64,4.345419132744127
6.65,4.364835280822999
6.66,4.384275282655223
6.67,4.403738994429409
6.68,4.423226272334159
6.69,4.442736972558086
6.7,4.462270951289787
6.71,4.481828064717872
6.72,4.501408169030948
6.73,4.521011120417619
6.74,4.540636775066493
6.75,4.560284989166171
6.76,4.579955618905264
6.77,4.599648520472376
