wind_speed,Hummer H21.0-60KW
1.0,0.0
1.01,0.05720278691401
1.02,0.1139361430667937
1.03,0.1702038000822017
1.04,0.2260094895840848
1.05,0.2813569431962938
1.06,0.3362498925426794
1.07,0.3906920692470925
1.08,0.4446872049333837
1.09,0.498239031225404
1.1,0.551351279747004
1.11,0.6040276821220344
1.12,0.6562719699743462
1.13,0.7080878749277889
1.14,0.7594791286062156
1.15,0.8104494626334758
1.16,0.8610026086334205
1.17,0.9111422982299004
1.18,0.960872263046766
1.19,1.0101962347078683
1.2,1.0591179448370582
1.21,1.1076411250581866
1.22,1.1557695069951035
1.23,1.2035068222716605
1.24,1.2508568025117075
1.25,1.2978231793390966
1.26,1.3444096843776774
1.27,1.3906200492513012
1.28,1.4364580055838183
1.29,1.48192728499908
1.3,1.5270316191209374
1.31,1.5717747395732402
1.32,1.6161603779798397
1.33,1.6601922659645874
1.34,1.7038741351513325
1.35,1.7472097171639271
1.36,1.7902027436262211
1.37,1.832856946162066
1.38,1.8751760563953117
1.39,1.91716380594981
1.4,1.9588239264494112
1.41,2.0001601495179657
1.42,2.0411762067793253
1.43,2.0818758298573403
1.44,2.12226275037586
1.45,2.1623406999587376
1.46,2.2021134102298228
1.47,2.2415846128129657
1.48,2.280758039332018
1.49,2.3196374214108304
1.5,2.3582264906732533
1.51,2.3965289787431376
1.52,2.434548617244334
1.53,2.4722891378006926
1.54,2.5097542720360657
1.55,2.5469477515743035
1.56,2.583873308039256
1.57,2.6205346730547747
1.58,2.6569355782447106
1.59,2.693079755232914
1.6,2.7289709356432352
1.61,2.7646128510995256
1.62,2.8000092332256363
1.63,2.8351638136454165
1.64,2.870080323982719
1.65,2.904762495861394
1.66,2.9392140609052912
1.67,2.973438750738264
1.68,3.00744029698416
1.69,3.0412224312668306
1.7,3.074788885210128
1.71,3.1081433904379026
1.72,3.1412896785740045
1.73,3.1742314812422845
1.74,3.206972530066594
1.75,3.2395165566707838
1.76,3.271867292678704
1.77,3.304028469714204
1.78,3.3360038194011383
1.79,3.3677970733633558
1.8,3.399411963224705
1.81,3.4308522206090406
1.82,3.4621215771402114
1.83,3.493223764442068
1.84,3.524162514138462
1.85,3.554941557853242
1.86,3.5855646272102613
1.87,3.61603545383337
1.88,3.6463577693464178
1.89,3.676535305373258
1.9,3.706571793537739
1.91,3.736470965463711
1.92,3.766236552775028
1.93,3.7958722870955386
