wind_speed,WESPA 500/47
1.0,0.0
1.01,0.0220961921835111
1.02,0.0433784288238008
1.03,0.0638579619970632
1.04,0.0835460437794924
1.05,0.1024539262472828
1.06,0.1205928614766283
1.07,0.1379741015437231
1.08,0.1546088985247614
1.09,0.1705085044959374
1.1,0.1856841715334451
1.11,0.2001471517134788
1.12,0.2139086971122327
1.13,0.2269800598059005
1.14,0.2393724918706771
1.15,0.2510972453827563
1.16,0.2621655724183322
1.17,0.272588725053599
1.18,0.2823779553647509
1.19,0.2915445154279819
1.2,0.3000996573194863
1.21,0.3080546331154583
1.22,0.3154206948920919
1.23,0.3222090947255813
1.24,0.3284310846921208
1.25,0.3340979168679044
1.26,0.3392208433291263
1.27,0.3438111161519807
1.28,0.3478799874126615
1.29,0.3514387091873632
1.3,0.35449853355228
1.31,0.3570707125836057
1.32,0.3591664983575347
1.33,0.3607971429502613
1.34,0.361973898437979
1.35,0.3627080168968827
1.36,0.3630107504031661
1.37,0.3628933510330237
1.38,0.3623670708626494
1.39,0.3614431619682373
1.4,0.3601328764259819
1.41,0.3584474663120769
1.42,0.3563981837027169
1.43,0.3539962806740959
1.44,0.3512530093024077
1.45,0.3481796216638471
1.46,0.3447873698346079
1.47,0.3410875058908841
1.48,0.3370912819088701
1.49,0.33280994996476
1.5,0.3282547621347479
1.51,0.323436970495028
1.52,0.3183678271217945
1.53,0.3130585840912414
1.54,0.3075204934795632
1.55,0.3017648073629538
1.56,0.2958027778176072
1.57,0.2896456569197178
1.58,0.28330469674548
1.59,0.2767911493710871
1.6,0.2701162668727342
1.61,0.2632913013266146
1.62,0.2563275048089236
1.63,0.2492361293958542
1.64,0.2420284271636014
1.65,0.2347156501883587
1.66,0.2273090505463204
1.67,0.2198198803136811
1.68,0.2122593915666346
1.69,0.2046388363813751
1.7,0.1969694668340965
1.71,0.1892625350009936
1.72,0.1815292929582601
1.73,0.1737809927820899
1.74,0.1660288865486775
1.75,0.1582842263342174
1.76,0.1505582642149036
1.77,0.1428622522669294
1.78,0.1352074425664901
1.79,0.1276050871897793
1.8,0.1200664382129911
1.81,0.1126027477123197
1.82,0.1052252677639595
1.83,0.0979452504441044
1.84,0.0907739478289487
1.85,0.0837226119946865
1.86,0.0768024950175118
1.87,0.0700248489736193
1.88,0.0634009259392024
1.89,0.0569419779904559
1.9,0.0506592572035736
1.91,0.0445640156547497
1.92,0.0386675054201786
1.93,0.0329809785760537
1.94,0.0275156871985701
1.95,0.0222828833639215
1.96,0.0172938191483025
1.97,0.0125597466279064
1.98,0.008091917878928
1.99,0.0039015849775607
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
