wind_speed,CRRC CWT1500-D93
1.0,0.0
1.01,0.2610082999960575
1.02,0.5136545406957514
1.03,0.7580332883546007
1.04,0.994239109228124
1.05,1.2223665695718404
1.06,1.4425102356412685
1.07,1.6547646736919268
1.08,1.8592244499793344
1.09,2.055984130759011
1.1,2.2451382822864745
1.11,2.426781470817243
1.12,2.601008262606837
1.13,2.7679132239107704
1.14,2.9275909209845707
1.15,3.080135920083751
1.16,3.225642787463832
1.17,3.364206089380332
1.18,3.4959203920887703
1.19,3.620880261844664
1.2,3.739180264903532
1.21,3.850914967520896
1.22,3.9561789359522703
1.23,4.0550667364531785
1.24,4.147672935279137
1.25,4.234092098685665
1.26,4.314418792928281
1.27,4.3887475842625046
1.28,4.457173038943853
1.29,4.519789723227846
1.3,4.576692203370005
1.31,4.627975045625844
1.32,4.673732816250884
1.33,4.714060081500646
1.34,4.7490514076306445
1.35,4.778801360896401
1.36,4.803404507553434
1.37,4.822955413857264
1.38,4.837548646063407
1.39,4.847278770427383
1.4,4.852240353204711
1.41,4.852527960650908
1.42,4.848236159021496
1.43,4.839459514571992
1.44,4.8262925935579135
1.45,4.808829962234784
1.46,4.787166186858118
1.47,4.761395833683434
1.48,4.731613468966255
1.49,4.697913658962095
1.5,4.660390969926475
1.51,4.619139968114913
1.52,4.5742552197829305
1.53,4.5258312911860425
1.54,4.473962748579773
1.55,4.418744158219637
1.56,4.360270086361151
1.57,4.298635099259838
1.58,4.23393376317122
1.59,4.166260644350805
1.6,4.09571030905412
1.61,4.022377323536681
1.62,3.946356254054013
1.63,3.867741666861625
1.64,3.786628128215046
1.65,3.703110204369784
1.66,3.6172824615813615
1.67,3.529239466105305
1.68,3.4390757841971245
1.69,3.346885982112342
1.7,3.2527646261064724
1.71,3.156806282435044
1.72,3.059105517353567
1.73,2.9597568971175603
1.74,2.8588549879825456
1.75,2.7564943562040454
1.76,2.652769568037576
1.77,2.5477751897386485
1.78,2.441605787562792
1.79,2.334355927765522
1.8,2.226120176602355
1.81,2.11699310032881
1.82,2.0070692652004096
1.83,1.8964432374726696
1.84,1.785209583401111
1.85,1.6734628692412512
1.86,1.5612976612486067
1.87,1.4488085256786984
1.88,1.33609002878705
1.89,1.2232367368291732
1.9,1.110343216060591
1.91,0.9975040327368174
1.92,0.8848137531133755
1.93,0.7723669434457814
1.94,0.6602581699895582
1.95,0.5485819990002199
1.96,0.4374329967332917
1.97,0.3269057294442854
1.98,0.2170947633887205
1.99,0.1080946648221168
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
