wind_speed,Leitwind LTW42 250
1.0,0.0
1.01,0.0254111745195376
1.02,0.0492822778560729
1.03,0.0716447400337489
1.04,0.0925299910767083
1.05,0.1119694610090943
1.06,0.1299945798550495
1.07,0.146636777638717
1.08,0.1619274843842396
1.09,0.1758981301157603
1.1,0.1885801448574219
1.11,0.2000049586333674
1.12,0.2102040014677396
1.13,0.2192087033846813
1.14,0.2270504944083358
1.15,0.2337608045628458
1.16,0.239371063872354
1.17,0.2439127023610036
1.18,0.2474171500529374
1.19,0.2499158369722983
1.2,0.2514401931432292
1.21,0.2520216485898728
1.22,0.2516916333363723
1.23,0.2504815774068706
1.24,0.2484229108255104
1.25,0.2455470636164346
1.26,0.2418854658037863
1.27,0.2374695474117084
1.28,0.2323307384643436
1.29,0.2265004689858351
1.3,0.2200101690003254
1.31,0.2128912685319578
1.32,0.2051751976048749
1.33,0.1968933862432197
1.34,0.1880772644711353
1.35,0.1787582623127643
1.36,0.1689678097922499
1.37,0.1587373369337346
1.38,0.1480982737613621
1.39,0.1370820502992744
1.4,0.1257200965716147
1.41,0.114043842602526
1.42,0.1020847184161511
1.43,0.089874154036633
1.44,0.0774435794881146
1.45,0.0648244247947389
1.46,0.0520481199806485
1.47,0.0391460950699865
1.48,0.0261497800868959
1.49,0.0130906050555193
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0269752457025397
2.02,0.0555088424915104
2.03,0.0855876402461967
2.04,0.1171984888458856
2.05,0.1503282381698604
2.06,0.1849637380974092
2.07,0.2210918385078145
2.08,0.2586993892803653
2.09,0.2977732402943431
2.1,0.3383002414290371
2.11,0.3802672425637294
2.12,0.423661093577709
2.13,0.4684686443502577
2.14,0.5146767447606648
2.15,0.5622722446882119
2.16,0.6112419940121884
2.17,0.6615728426118759
2.18,0.7132516403665635
2.19,0.766265237155533
2.2,0.8206004828580742
2.21,0.8762442273534679
2.22,0.9331833205210038
2.23,0.9914046122399636
2.24,1.050894952389637
2.25,1.1116411908493042
