wind_speed,CRRC CWT1500-D87
1.0,0.0
1.01,0.1539535199571002
1.02,0.3032652252421269
1.03,0.44798200287197
1.04,0.588150739863519
1.05,0.7238183232336636
1.06,0.8550316399992931
1.07,0.9818375771772972
1.08,1.1042830217845658
1.09,1.2224148608379892
1.1,1.3362799813544557
1.11,1.445925270350855
1.12,1.5513976148440778
1.13,1.6527439018510108
1.14,1.7500110183885484
1.15,1.8432458514735772
1.16,1.9324952881229884
1.17,2.0178062153536707
1.18,2.0992255201825136
1.19,2.176800089626405
1.2,2.2505768107022384
1.21,2.3206025704269018
1.22,2.3869242558172825
1.23,2.449588753890273
1.24,2.508642951662762
1.25,2.56413373615164
1.26,2.616107994373794
1.27,2.664612613346117
1.28,2.709694480085495
1.29,2.7514004816088216
1.3,2.7897775049329843
1.31,2.824872437074872
1.32,2.856732165051376
1.33,2.885403575879385
1.34,2.910933556575788
1.35,2.933368994157476
1.36,2.9527567756413378
1.37,2.9691437880442635
1.38,2.9825769183831423
1.39,2.993103053674864
1.4,3.000769080936319
1.41,3.0056218871843945
1.42,3.0077083594359832
1.43,3.007075384707974
1.44,3.003769850017254
1.45,2.997838642380717
1.46,2.989328648815249
1.47,2.978286756337741
1.48,2.964759851965083
1.49,2.948794822714164
1.5,2.930438555601874
1.51,2.909737937645102
1.52,2.8867398558607382
1.53,2.861491197265672
1.54,2.8340388488767934
1.55,2.8044296977109933
1.56,2.7727106307851583
1.57,2.7389285351161794
1.58,2.703130297720948
1.59,2.66536280561635
1.6,2.6256729458192782
1.61,2.58410760534662
1.62,2.54071367121527
1.63,2.495538030442111
1.64,2.4486275700440374
1.65,2.400029177037935
1.66,2.349789738440696
1.67,2.297956141269211
1.68,2.244575272540368
1.69,2.1896940192710552
1.7,2.1333592684781637
1.71,2.0756179071785863
1.72,2.016516822389208
1.73,1.956102901126918
1.74,1.8944230304086087
1.75,1.8315240972511704
1.76,1.767452988671492
1.77,1.7022565916864598
1.78,1.6359817933129694
1.79,1.5686754805679055
1.8,1.5003845404681595
1.81,1.43115586003062
1.82,1.3610363262721783
1.83,1.2900728262097232
1.84,1.2183122468601446
1.85,1.145801475240333
1.86,1.0725873983671737
1.87,0.9987169032575623
1.88,0.9242368769283866
1.89,0.849194206396535
1.9,0.7736357786788959
1.91,0.6976084807923599
1.92,0.6211591997538182
1.93,0.5443348225801585
1.94,0.4671822362882729
1.95,0.3897483278950486
1.96,0.3120799844173791
1.97,0.2342240928721481
1.98,0.1562275402762483
1.99,0.0781372136465674
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.1586453346291658
3.02,0.3220449358628611
3.03,0.4902643686166114
3.04,0.6633691978059906
3.05,0.8414249883465313
3.06,1.0244973051538022
3.07,1.2126517131433376
3.08,1.4059537772307118
3.09,1.604469062331448
3.1,1.808263133361124
3.11,2.0174015552352778
3.12,2.2319498928694657
