wind_speed,DWT Danish Wind Tech Windane 10
1.0,0.0
1.01,0.0021082015952846
1.02,0.0041528393233746
1.03,0.0061345552435348
1.04,0.0080539914150297
1.05,0.0099117898971238
1.06,0.0117085927490817
1.07,0.0134450420301681
1.08,0.0151217797996476
1.09,0.0167394481167846
1.1,0.0182986890408439
1.11,0.01980014463109
1.12,0.0212444569467875
1.13,0.0226322680472009
1.14,0.023964219991595
1.15,0.0252409548392342
1.16,0.0264631146493832
1.17,0.0276313414813066
1.18,0.0287462773942689
1.19,0.0298085644475347
1.2,0.0308188447003687
1.21,0.0317777602120354
1.22,0.0326859530417994
1.23,0.0335440652489253
1.24,0.0343527388926776
1.25,0.0351126160323211
1.26,0.0358243387271203
1.27,0.0364885490363397
1.28,0.0371058890192439
1.29,0.0376770007350976
1.3,0.0382025262431654
1.31,0.0386831076027118
1.32,0.0391193868730014
1.33,0.0395120061132988
1.34,0.0398616073828686
1.35,0.0401688327409754
1.36,0.0404343242468838
1.37,0.0406587239598583
1.38,0.0408426739391636
1.39,0.0409868162440643
1.4,0.041091792933825
1.41,0.0411582460677101
1.42,0.0411868177049844
1.43,0.0411781499049124
1.44,0.0411328847267588
1.45,0.041051664229788
1.46,0.0409351304732648
1.47,0.0407839255164536
1.48,0.0405986914186191
1.49,0.0403800702390258
1.5,0.0401287040369384
1.51,0.0398452348716215
1.52,0.0395303048023396
1.53,0.0391845558883573
1.54,0.0388086301889393
1.55,0.0384031697633501
1.56,0.0379688166708543
1.57,0.0375062129707164
1.58,0.0370160007222012
1.59,0.0364988219845731
1.6,0.0359553188170968
1.61,0.0353861332790369
1.62,0.0347919074296579
1.63,0.0341732833282245
1.64,0.0335309030340012
1.65,0.0328654086062526
1.66,0.0321774421042433
1.67,0.031467645587238
1.68,0.0307366611145011
1.69,0.0299851307452973
1.7,0.0292136965388912
1.71,0.0284230005545473
1.72,0.0276136848515304
1.73,0.0267863914891048
1.74,0.0259417625265354
1.75,0.0250804400230865
1.76,0.0242030660380229
1.77,0.0233102826306091
1.78,0.0224027318601097
1.79,0.0214810557857893
1.8,0.0205458964669125
1.81,0.0195978959627438
1.82,0.018637696332548
1.83,0.0176659396355895
1.84,0.0166832679311329
1.85,0.0156903232784429
1.86,0.014687747736784
1.87,0.0136761833654209
1.88,0.0126562722236181
1.89,0.0116286563706402
1.9,0.0105939778657517
1.91,0.0095528787682174
1.92,0.0085060011373018
1.93,0.0074539870322694
1.94,0.0063974785123849
1.95,0.0053371176369128
1.96,0.0042735464651178
1.97,0.0032074070562644
1.98,0.0021393414696172
1.99,0.0010699917644409
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0021722654624789
3.02,0.0044085265550943
3.03,0.0067085729815227
3.04,0.0090721944454415
3.05,0.0114991806505274
3.06,0.0139893213004577
3.07,0.0165424060989093
3.08,0.0191582247495595
3.09,0.0218365669560849
3.1,0.024577222422163
3.11,0.0273799808514705
3.12,0.0302446319476848
3.13,0.0331709654144826
3.14,0.0361587709555411
3.15,0.0392078382745373
3.16,0.0423179570751485
3.17,0.0454889170610512
3.18,0.048720507935923
3.19,0.0520125194034405
3.2,0.0553647411672812
3.21,0.0587769629311217
3.22,0.0622489743986394
3.23,0.065780565273511
3.24,0.0693715252594139
3.25,0.0730216440600249
3.26,0.0767307113790211
3.27,0.0804985169200797
3.28,0.0843248503868774
3.29,0.0882095014830917
3.3,0.0921522599123992
3.31,0.0961529153784774
3.32,0.1002112575850028
3.33,0.104327076235653
3.34,0.1085001610341045
3.35,0.112730301684035
3.36,0.1170172878891208
3.37,0.1213609093530395
3.38,0.1257609557794679
3.39,0.1302172168720833
3.4,0.1347294823345623
3.41,0.1392975418705824
3.42,0.1439211851838203
3.43,0.1486002019779533
3.44,0.1533343819566582
3.45,0.1581235148236124
3.46,0.1629673902824924
3.47,0.1678657980369759
3.48,0.1728185277907394
3.49,0.1778253692474603
3.5,0.1828861121108153
3.51,0.1880005460844816
3.52,0.1931684608721366
3.53,0.1983896461774568
3.54,0.2036638917041197
3.55,0.2089909871558019
3.56,0.2143707222361808
3.57,0.2198028866489333
3.58,0.2252872700977365
3.59,0.2308236622862673
3.6,0.2364118529182031
3.61,0.2420516316972203
3.62,0.2477427883269967
3.63,0.2534851125112087
3.64,0.2592783939535339
3.65,0.2651224223576489
3.66,0.2710169874272312
3.67,0.2769618788659571
3.68,0.2829568863775045
3.69,0.2890017996655498
3.7,0.2950964084337706
3.71,0.3012405023858432
3.72,0.3074338712254455
3.73,0.3136763046562539
3.74,0.319967592381946
3.75,0.326307524106198
3.76,0.3326958895326876
3.77,0.3391324783650921
3.78,0.3456170803070878
3.79,0.3521494850623524
3.8,0.3587294823345623
3.81,0.3653568618273953
3.82,0.3720314132445277
3.83,0.378752926289637
3.84,0.3855211906664001
3.85,0.3923359960784943
3.86,0.3991971322295961
3.87,0.4061043888233831
3.88,0.4130575555635319
3.89,0.4200564221537201
3.9,0.4271007782976239
3.91,0.4341904136989213
3.92,0.4413251180612887
3.93,0.4485046810884034
3.94,0.4557288924839422
3.95,0.4629975419515826
3.96,0.4703104191950009
3.97,0.4776673139178752
3.98,0.4850680158238816
3.99,0.4925123146166977
4.0,0.5
4.01,0.5075308864215818
4.02,0.515104887305699
4.03,0.5227219408207243
4.04,0.5303819851350278
4.05,0.5380849584169825
4.06,0.54583079883496
4.07,0.5536194445573328
4.08,0.5614508337524716
4.09,0.5693249045887488
4.1,0.5772415952345362
4.11,0.5852008438582061
4.12,0.5932025886281296
4.13,0.6012467677126787
4.14,0.6093333192802256
4.15,0.6174621814991427
4.16,0.6256332925378004
4.17,0.633846590564571
4.18,0.642102013747827
4.19,0.6503995002559404
4.2,0.6587389882572818
4.21,0.6671204159202242
4.22,0.6755437214131386
4.23,0.6840088429043981
4.24,0.692515718562373
4.25,0.7010642865554361
4.26,0.7096544850519588
4.27,0.7182862522203134
4.28,0.7269595262288718
4.29,0.7356742452460054
4.3,0.7444303474400861
4.31,0.7532277709794859
4.32,0.7620664540325774
4.33,0.7709463347677309
4.34,0.7798673513533186
4.35,0.7888294419577132
4.36,0.7978325447492869
4.37,0.80687659789641
4.38,0.8159615395674552
4.39,0.8250873079307942
4.4,0.8342538411547996
4.41,0.843461077407842
4.42,0.8527089548582938
4.43,0.8619974116745269
4.44,0.8713263860249137
4.45,0.8806958160778251
4.46,0.8901056400016331
4.47,0.8995557959647098
4.48,0.9090462221354276
4.49,0.9185768566821576
4.5,0.928147637773271
4.51,0.9377585035771412
4.52,0.9474093922621388
4.53,0.9571002419966376
4.54,0.9668309909490066
4.55,0.9766015772876192
4.56,0.9864119391808476
4.57,0.9962620147970636
4.58,1.0061517423046376
4.59,1.016081059871943
4.6,1.0260499056673509
4.61,1.0360582178592344
4.62,1.0461059346159631
4.63,1.0561929941059105
4.64,1.0663193344974475
4.65,1.0764848939589478
4.66,1.086689610658781
4.67,1.0969334227653196
4.68,1.107216268446936
4.69,1.1175380858720023
4.7,1.1278988132088896
4.71,1.1382983886259697
4.72,1.1487367502916146
4.73,1.159213836374197
4.74,1.1697295850420877
4.75,1.1802839344636586
4.76,1.1908768228072817
4.77,1.2015081882413288
4.78,1.2121779689341732
4.79,1.2228861030541844
