wind_speed,Hummer H17.0-50KW
1.0,0.0
1.01,0.0337181116624088
1.02,0.0670226119179109
1.03,0.0999176786595053
1.04,0.1324074897801909
1.05,0.164496223172967
1.06,0.1961880567308325
1.07,0.2274871683467864
1.08,0.258397735913828
1.09,0.2889239373249562
1.1,0.31906995047317
1.11,0.3488399532514684
1.12,0.3782381235528507
1.13,0.4072686392703153
1.14,0.4359356782968623
1.15,0.4642434185254903
1.16,0.4921960378491984
1.17,0.5197977141609855
1.18,0.5470526253538509
1.19,0.5739649493207932
1.2,0.6005388639548119
1.21,0.6267785471489061
1.22,0.6526881767960743
1.23,0.6782719307893161
1.24,0.7035339870216305
1.25,0.7284785233860164
1.26,0.7531097177754728
1.27,0.7774317480829991
1.28,0.8014487922015937
1.29,0.8251650280242563
1.3,0.848584633443986
1.31,0.8717117863537813
1.32,0.8945506646466416
1.33,0.917105446215566
1.34,0.9393803089535532
1.35,0.9613794307536032
1.36,0.9831069895087136
1.37,1.0045671631118849
1.38,1.0257641294561146
1.39,1.0467020664344031
1.4,1.0673851519397493
1.41,1.0878175638651515
1.42,1.10800348010361
1.43,1.127947078548123
1.44,1.147652537091689
1.45,1.167124033627308
1.46,1.1863657460479793
1.47,1.2053818522467008
1.48,1.2241765301164724
1.49,1.2427539575502928
1.5,1.2611183124411616
1.51,1.279273772682077
1.52,1.2972245161660392
1.53,1.3149747207860458
1.54,1.332528564435097
1.55,1.3498902250061915
1.56,1.3670638803923283
1.57,1.3840537084865068
1.58,1.400863887181726
1.59,1.417498594370984
1.6,1.4339620079472808
1.61,1.4502583058036154
1.62,1.4663916658329867
1.63,1.4823662659283934
1.64,1.4981862839828357
1.65,1.513855897889311
1.66,1.52937928554082
1.67,1.5447606248303607
1.68,1.5600040936509327
1.69,1.5751138698955345
1.7,1.5900941314571655
1.71,1.6049490562288249
1.72,1.6196828221035118
1.73,1.6342996069742246
1.74,1.648803588733963
1.75,1.663198945275726
1.76,1.6774898544925128
1.77,1.6916804942773214
1.78,1.7057750425231522
1.79,1.7197776771230038
1.8,1.733692575969875
1.81,1.747523916956765
1.82,1.7612758779766728
1.83,1.7749526369225976
