wind_speed,Leitwind LTW80 800
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0738333261911687
2.02,0.1495799237137611
2.03,0.2272530638991861
2.04,0.3068660180788707
2.05,0.3884320575842244
2.06,0.4719644537466738
2.07,0.5574764778976307
2.08,0.6449814013685211
2.09,0.7344924954907537
2.1,0.8260230315957573
2.11,0.9195862810149404
2.12,1.0151955150797316
2.13,1.1128640051215384
2.14,1.212605022471791
2.15,1.3144318384618954
2.16,1.4183577244232817
2.17,1.5243959516873589
2.18,1.632559791585554
2.19,1.7428625154492767
2.2,1.8553173946099533
2.21,1.9699377003989955
2.22,2.086736704147828
2.23,2.205727677187862
2.24,2.3269238908505265
2.25,2.4503386164672265
2.26,2.575985125369388
2.27,2.7038766888884336
2.28,2.834026578355772
2.29,2.966448065102833
2.3,3.1011544204610244
2.31,3.238158915761773
2.32,3.377474822336486
2.33,3.519115411516596
2.34,3.663093954633508
2.35,3.8094237230186554
2.36,3.958117988003439
2.37,4.109190020919296
2.38,4.262653093097626
2.39,4.418520475869864
2.4,4.576805440567416
2.41,4.73752125852171
2.42,4.9006812010641525
