wind_speed,WES 30/250
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0035188784382244
2.02,0.0071386756412627
2.03,0.0108603103739279
2.04,0.014684701401034
2.05,0.0186127674873939
2.06,0.0226454273978218
2.07,0.0267835998971309
2.08,0.0310282037501349
2.09,0.0353801577216471
2.1,0.0398403805764814
2.11,0.044409791079451
2.12,0.0490893079953698
2.13,0.0538798500890509
2.14,0.0587823361253085
2.15,0.0637976848689554
2.16,0.0689268150848057
2.17,0.0741706455376725
2.18,0.0795300949923699
2.19,0.0850060822137109
2.2,0.0905995259665095
2.21,0.0963113450155788
2.22,0.1021424581257328
2.23,0.1080937840617846
2.24,0.1141662415885483
2.25,0.1203607494708367
2.26,0.1266782264734638
2.27,0.1331195913612435
2.28,0.1396857628989885
2.29,0.1463776598515132
2.3,0.1531962009836305
2.31,0.1601423050601545
2.32,0.167216890845898
2.33,0.1744208771056754
2.34,0.1817551826042995
2.35,0.1892207261065845
2.36,0.1968184263773433
2.37,0.2045492021813902
2.38,0.2124139722835378
2.39,0.2204136554486006
2.4,0.2285491704413915
2.41,0.2368214360267245
2.42,0.2452313709694125
