wind_speed,W2E Wind to Energy W2E-145/3.0fc
1.0,0.0
1.01,0.2789673542126745
1.02,0.5490311701073787
1.03,0.8102914834246984
1.04,1.0628483299052192
1.05,1.3068017452895269
1.06,1.5422517653182062
1.07,1.7692984257318431
1.08,1.9880417622710236
1.09,2.198581810676333
1.1,2.401018606688357
1.11,2.59545218604768
1.12,2.7819825844948887
1.13,2.9607098377705654
1.14,3.131733981615302
1.15,3.2951550517696813
1.16,3.451073083974288
1.17,3.599588113969708
1.18,3.740800177496528
1.19,3.8748093102953294
1.2,4.001715548106703
1.21,4.121618926671233
1.22,4.2346194817295
1.23,4.340817249022097
1.24,4.440312264289605
1.25,4.53320456327261
1.26,4.6195941817117
1.27,4.699581155347459
1.28,4.77326551992047
1.29,4.840747311171323
1.3,4.902126564840602
1.31,4.95750331666889
1.32,5.006977602396775
1.33,5.050649457764845
1.34,5.088618918513679
1.35,5.120986020383868
1.36,5.147850799115994
1.37,5.169313290450647
1.38,5.18547353012841
1.39,5.196431553889866
1.4,5.202287397475605
1.41,5.203141096626209
1.42,5.199092687082266
1.43,5.190242204584362
1.44,5.176689684873081
1.45,5.158535163689007
1.46,5.135878676772731
1.47,5.108820259864831
1.48,5.077459948705898
1.49,5.041897779036516
1.5,5.0022337865972695
1.51,4.958568007128746
1.52,4.91100047637153
1.53,4.859631230066208
1.54,4.804560303953366
1.55,4.745887733773587
1.56,4.683713555267459
1.57,4.618137804175563
1.58,4.549260516238496
1.59,4.477181727196827
1.6,4.402001472791152
1.61,4.323819788762055
1.62,4.242736710850128
1.63,4.158852274795943
1.64,4.072266516340095
1.65,3.983079471223165
1.66,3.891391175185741
1.67,3.797301663968409
1.68,3.7009109733117542
1.69,3.602319138956362
1.7,3.501626196642813
1.71,3.3989321821117
1.72,3.2943371311036094
1.73,3.187941079359117
1.74,3.0798440626188155
1.75,2.9701461166232925
1.76,2.8589472771131352
1.77,2.7463475798289148
1.78,2.632447060511232
1.79,2.517345754900665
1.8,2.401143698737804
1.81,2.2839409277632283
1.82,2.165837477717529
1.83,2.04693338434129
1.84,1.927328683375096
1.85,1.8071234105595333
1.86,1.6864176016351862
1.87,1.565311292342642
1.88,1.4439045184224877
1.89,1.3222973156153055
1.9,1.2005897196616837
1.91,1.0788817663022026
