wind_speed,Enercon E-48
1.0,0.0
1.01,0.0011363271053557
1.02,0.0019921619361782
1.03,0.0025753882528161
1.04,0.0028938898156184
1.05,0.0029555503849337
1.06,0.002768253721111
1.07,0.0023398835844991
1.08,0.0016783237354467
1.09,0.0007914579343028
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0121117133786883
2.02,0.0247313105177263
2.03,0.0378666751774613
2.04,0.0515256911182434
2.05,0.0657162421004202
2.06,0.0804462118843414
2.07,0.0957234842303552
2.08,0.1115559428988114
2.09,0.1279514716500573
2.1,0.1449179542444436
2.11,0.1624632744423166
2.12,0.1805953160040285
2.13,0.1993219626899247
2.14,0.2186510982603569
2.15,0.2385906064756715
2.16,0.2591483710962192
2.17,0.2803322758823472
2.18,0.3021502045944062
2.19,0.324610040992743
2.2,0.3477196688377084
2.21,0.3714869718896494
2.22,0.3959198339089165
2.23,0.4210261386558562
2.24,0.4468137698908212
2.25,0.4732906113741555
2.26,0.5004645468662108
2.27,0.5283434601273365
2.28,0.5569352349178789
2.29,0.5862477549981902
2.3,0.6162889041286161
2.31,0.6470665660695076
2.32,0.6785886245812107
2.33,0.7108629634240782
2.34,0.7438974663584548
2.35,0.7777000171446935
2.36,0.8122784995431389
2.37,0.8476407973141442
2.38,0.8837947942180535
2.39,0.92074837401522
2.4,0.9585094204659894
2.41,0.9970858173307128
2.42,1.0364854483697354
2.43,1.0767161973434112
2.44,1.117785948012084
2.45,1.1597025841361075
2.46,1.202473989475826
2.47,1.2461080477915918
2.48,1.2906126428437503
2.49,1.3359956583926549
2.5,1.3822649781986485
2.51,1.4294284860220847
2.52,1.477494065623311
2.53,1.526469600762675
2.54,1.5763629752005284
2.55,1.6271820726972164
2.56,1.6789347770130916
2.57,1.731628971908499
2.58,1.7852725411437913
2.59,1.839873368479312
2.6,1.8954393376754173
2.61,1.951978332492448
2.62,2.00949823669076
2.63,2.068006934030695
2.64,2.1275123082726104
2.65,2.1880222431768463
2.66,2.249544622503759
2.67,2.312087330013691
2.68,2.3756582494669978
2.69,2.4402652646240206
2.7,2.5059162592451143
2.71,2.5726191170906234
2.72,2.640381721920902
2.73,2.7092119574962927
2.74,2.779117707577151
2.75,2.8501068559238183
2.76,2.9221872862966465
2.77,2.9953668824559885
2.78,3.0696535281621875
2.79,3.145055107175597
2.8,3.221579503256561
2.81,3.299234600165434
2.82,3.378028281662556
2.83,3.4579684315082875
2.84,3.539062933462967
2.85,3.62131967128695
2.86,3.704746528740581
2.87,3.7893513895842137
2.88,3.875142137578188
2.89,3.962126656482865
2.9,4.050312830058583
2.91,4.139708542065698
2.92,4.230321676264551
2.93,4.322160116415502
2.94,4.415231746278888
2.95,4.509544449615067
2.96,4.605106110184382
2.97,4.701924611747185
2.98,4.800007838063822
2.99,4.899363672894646
3.0,5.0
3.01,5.101926819379886
3.02,5.205162595992916
3.03,5.309727911037335
3.04,5.41564334571141
3.05,5.522929481213382
3.06,5.631606898741523
3.07,5.741696179494077
3.08,5.85321790466931
3.09,5.966192655465467
3.1,6.080641013080811
3.11,6.196583558713593
3.12,6.314040873562075
3.13,6.433033538824511
3.14,6.553582135699155
3.15,6.6757072453842605
3.16,6.799429449078096
3.17,6.924769327978894
3.18,7.051747463284935
3.19,7.180384436194458
3.2,7.310700827905731
3.21,7.442717219616998
3.22,7.576454192526526
3.23,7.71193232783256
3.24,7.849172206733371
3.25,7.988194410427194
3.26,8.1290195201123
3.27,8.271668116986948
3.28,8.416160782249378
3.29,8.562518097097865
3.3,8.710760642730646
3.31,8.860909000345995
3.32,9.01298375114215
3.33,9.167005476317382
3.34,9.322994757069932
3.35,9.480972174598078
3.36,9.640958310100048
3.37,9.80297374477412
3.38,9.96703905981854
3.39,10.133174836431571
3.4,10.301401655811455
3.41,10.471740099156468
3.42,10.644210747664845
3.43,10.81883418253486
3.44,10.99563098496475
3.45,11.174621736152796
3.46,11.35582701729722
3.47,11.539267409596317
3.48,11.724963494248309
3.49,11.912935852451474
3.5,12.103205065404056
3.51,12.29579171430431
3.52,12.490716380350506
3.53,12.68799964474088
3.54,12.88766208867371
3.55,13.089724293347231
3.56,13.294206839959717
3.57,13.501130309709408
3.58,13.710515283794573
