wind_speed,Leitwind LTW101 2500
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.2681268069149403
2.02,0.5403169640807701
2.03,0.8165338217483384
2.04,1.0967407301685532
2.05,1.3809010395922527
2.06,1.668978100270345
2.07,1.9609352624536835
2.08,2.256735876393172
2.09,2.556343292339653
2.1,2.8597208605440327
2.11,3.1668319312571604
2.12,3.477639854729936
2.13,3.7921079812132152
2.14,4.110199660957896
2.15,4.431878244214825
2.16,4.757107081234916
2.17,5.085849522269008
2.18,5.418068917568013
2.19,5.753728617382767
2.2,6.092791971964185
2.21,6.435222331563109
2.22,6.780983046430447
2.23,7.130037466817046
2.24,7.482348942973809
2.25,7.8378808251515855
2.26,8.196596463601264
2.27,8.558459208573735
2.28,8.923432410319847
2.29,9.29147941909051
2.3,9.662563585136564
2.31,10.036648258708912
2.32,10.413696790058406
2.33,10.79367252943595
2.34,11.176538827092394
2.35,11.562259033278645
2.36,11.950796498245534
2.37,12.342114572243984
2.38,12.736176605524838
2.39,13.132945948338996
2.4,13.532385950937307
2.41,13.93445996357068
2.42,14.33913133648996
2.43,14.746363419946055
2.44,15.156119564189796
