wind_speed,superwind SW 350-II
1.0,0.0
1.01,4.8655528557991646e-05
1.02,9.58440562549383e-05
1.03,0.0001415804012813
1.04,0.0001858793818277
1.05,0.0002287558160846
1.06,0.0002702245222425
1.07,0.000310300318492
1.08,0.0003489980230235
1.09,0.0003863324540276
1.1,0.0004223184296947
1.11,0.0004569707682155
1.12,0.0004903042877803
1.13,0.0005223338065798
1.14,0.0005530741428044
1.15,0.0005825401146447
1.16,0.0006107465402912
1.17,0.0006377082379343
1.18,0.0006634400257647
1.19,0.0006879567219727
1.2,0.000711273144749
1.21,0.0007334041122841
1.22,0.0007543644427684
1.23,0.0007741689543925
1.24,0.0007928324653469
1.25,0.0008103697938221
1.26,0.0008267957580087
1.27,0.0008421251760971
1.28,0.0008563728662778
1.29,0.0008695536467415
1.3,0.0008816823356785
1.31,0.0008927737512794
1.32,0.0009028427117348
1.33,0.0009119040352351
1.34,0.0009199725399708
1.35,0.0009270630441325
1.36,0.0009331903659107
1.37,0.0009383693234959
1.38,0.0009426147350787
1.39,0.0009459414188494
1.4,0.0009483641929987
1.41,0.0009498978757171
1.42,0.000950557285195
1.43,0.0009503572396231
1.44,0.0009493125571917
1.45,0.0009474380560915
1.46,0.0009447485545129
1.47,0.0009412588706465
1.48,0.0009369838226827
1.49,0.0009319382288122
1.5,0.0009261369072253
1.51,0.0009195946761127
1.52,0.0009123263536648
1.53,0.0009043467580721
1.54,0.0008956707075252
1.55,0.0008863130202146
1.56,0.0008762885143308
1.57,0.0008656120080643
1.58,0.0008542983196057
1.59,0.0008423622671453
1.6,0.0008298186688739
1.61,0.0008166823429818
1.62,0.0008029681076596
1.63,0.0007886907810978
1.64,0.0007738651814869
1.65,0.0007585061270175
1.66,0.00074262843588
1.67,0.000726246926265
1.68,0.000709376416363
1.69,0.0006920317243645
1.7,0.00067422766846
1.71,0.00065597906684
1.72,0.0006373007376951
1.73,0.0006182074992158
1.74,0.0005987141695925
1.75,0.0005788355670158
1.76,0.0005585865096762
1.77,0.0005379818157643
1.78,0.0005170363034705
1.79,0.0004957647909853
1.8,0.0004741820964993
1.81,0.000452303038203
1.82,0.000430142434287
1.83,0.0004077151029416
1.84,0.0003850358623575
1.85,0.0003621195307251
1.86,0.0003389809262349
1.87,0.0003156348670776
1.88,0.0002920961714436
1.89,0.0002683796575233
1.9,0.0002445001435074
1.91,0.0002204724475864
1.92,0.0001963113879507
1.93,0.0001720317827909
1.94,0.0001476484502974
1.95,0.0001231762086609
1.96,9.862987607187274e-05
1.97,7.402427072070942e-05
1.98,4.937421079799899e-05
1.99,2.4694514494256783e-05
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,5.013252941903417e-05
3.02,0.000101732786937
3.03,0.0001547866816014
3.04,0.0002092801224597
3.05,0.0002651990185592
3.06,0.0003225292789473
3.07,0.0003812568126716
3.08,0.0004413675287794
3.09,0.0005028473363181
3.1,0.0005656821443352
3.11,0.000629857861878
3.12,0.0006953603979941
3.13,0.0007621756617307
3.14,0.0008302895621355
3.15,0.0008996880082557
3.16,0.0009703569091387
3.17,0.0010422821738321
3.18,0.0011154497113833
3.19,0.0011898454308395
3.2,0.0012654552412484
3.21,0.0013422650516573
3.22,0.0014202607711136
3.23,0.0014994283086647
3.24,0.0015797535733581
3.25,0.0016612224742412
3.26,0.0017438209203614
3.27,0.0018275348207661
3.28,0.0019123500845028
3.29,0.0019982526206188
3.3,0.0020852283381617
3.31,0.0021732631461787
3.32,0.0022623429537174
3.33,0.0023524536698252
3.34,0.0024435812035495
3.35,0.0025357114639376
3.36,0.0026288303600371
3.37,0.0027229238008954
3.38,0.0028179776955598
3.39,0.0029139779530778
3.4,0.0030109104824969
3.41,0.0031087611928644
3.42,0.0032075159932277
3.43,0.0033071607926343
3.44,0.0034076815001316
3.45,0.0035090640247671
3.46,0.0036112942755881
3.47,0.0037143581616421
3.48,0.0038182415919764
3.49,0.0039229304756386
3.5,0.004028410721676
3.51,0.0041346682391361
3.52,0.0042416889370663
3.53,0.0043494587245139
3.54,0.0044579635105265
3.55,0.0045671892041515
3.56,0.0046771217144362
3.57,0.0047877469504281
3.58,0.0048990508211746
3.59,0.0050110192357231
3.6,0.0051236381031211
3.61,0.005236893332416
3.62,0.0053507708326552
3.63,0.0054652565128861
3.64,0.0055803362821561
3.65,0.0056959960495127
3.66,0.0058122217240033
3.67,0.0059289992146753
3.68,0.0060463144305762
3.69,0.0061641532807533
3.7,0.0062825016742541
3.71,0.0064013455201259
3.72,0.0065206707274163
3.73,0.0066404632051727
3.74,0.0067607088624424
3.75,0.0068813936082729
3.76,0.0070025033517116
3.77,0.0071240240018059
3.78,0.0072459414676033
3.79,0.0073682416581511
3.8,0.0074909104824969
3.81,0.0076139338496879
3.82,0.0077372976687718
3.83,0.0078609878487957
3.84,0.0079849902988073
3.85,0.0081092909278538
3.86,0.0082338756449828
3.87,0.0083587303592417
3.88,0.0084838409796778
3.89,0.0086091934153386
3.9,0.0087347735752715
3.91,0.008860567368524
3.92,0.0089865607041434
3.93,0.0091127394911772
3.94,0.0092390896386728
3.95,0.0093655970556776
3.96,0.0094922476512391
3.97,0.0096190273344047
3.98,0.0097459220142217
3.99,0.0098729175997377
4.0,0.01
4.01,0.0101271578317256
4.02,0.0102543905423102
4.03,0.010381700286819
4.04,0.0105090892203171
4.05,0.0106365594978696
4.06,0.0107641132745418
4.07,0.010891752705399
4.08,0.0110194799455061
4.09,0.0111472971499285
4.1,0.0112752064737313
4.11,0.0114032100719798
4.12,0.011531310099739
4.13,0.0116595087120742
4.14,0.0117878080640505
4.15,0.0119162103107332
4.16,0.0120447176071875
4.17,0.0121733321084784
4.18,0.0123020559696713
4.19,0.0124308913458312
4.2,0.0125598403920234
4.21,0.0126889052633131
4.22,0.0128180881147654
4.23,0.0129473911014456
4.24,0.0130768163784187
4.25,0.01320636610075
4.26,0.0133360424235048
4.27,0.0134658475017481
4.28,0.0135957834905451
4.29,0.0137258525449611
4.3,0.0138560568200612
4.31,0.0139863984709106
4.32,0.0141168796525745
4.33,0.0142475025201181
4.34,0.0143782692286065
4.35,0.014509181933105
4.36,0.0146402427886788
4.37,0.0147714539503929
4.38,0.0149028175733126
4.39,0.0150343358125031
4.4,0.0151660108230296
4.41,0.0152978447599573
4.42,0.0154298397783513
4.43,0.0155619980332768
4.44,0.015694321679799
4.45,0.0158268128729832
4.46,0.0159594737678944
4.47,0.0160923065195978
4.48,0.0162253132831587
4.49,0.0163584962136423
4.5,0.0164918574661137
4.51,0.0166253991956381
4.52,0.0167591235572806
4.53,0.0168930327061066
4.54,0.0170271287971811
4.55,0.0171614139855693
4.56,0.0172958904263365
4.57,0.0174305602745478
4.58,0.0175654256852684
4.59,0.0177004888135635
4.6,0.0178357518144983
4.61,0.0179712168431379
4.62,0.0181068860545475
4.63,0.0182427616037924
4.64,0.0183788456459377
4.65,0.0185151403360486
4.66,0.0186516478291903
4.67,0.0187883702804279
4.68,0.0189253098448267
4.69,0.0190624686774518
4.7,0.0191998489333684
4.71,0.0193374527676417
4.72,0.019475282335337
4.73,0.0196133397915193
4.74,0.0197516272912538
4.75,0.0198901469896058
4.76,0.0200289010416405
4.77,0.0201678916024229
4.78,0.0203071208270184
4.79,0.020446590870492
4.8,0.020586303887909
4.81,0.0207262620343346
4.82,0.0208664674648339
4.83,0.0210069223344721
4.84,0.0211476287983144
4.85,0.021288589011426
4.86,0.0214298051288721
4.87,0.0215712793057179
4.88,0.0217130136970285
4.89,0.0218550104578692
4.9,0.0219972717433051
4.91,0.0221397997084013
4.92,0.0222825965082232
4.93,0.0224256642978358
4.94,0.0225690052323044
4.95,0.0227126214666942
4.96,0.0228565151560702
4.97,0.0230006884554978
4.98,0.0231451435200421
4.99,0.0232898825047683
5.0,0.0234349075647415
5.01,0.023580220855027
5.02,0.0237258245306899
5.03,0.0238717207467955
5.04,0.0240179116584088
5.05,0.0241643994205952
5.06,0.0243111861884197
5.07,0.0244582741169476
5.08,0.024605665361244
5.09,0.0247533620763742
5.1,0.0249013664174033
5.11,0.0250496805393965
5.12,0.025198306597419
5.13,0.0253472467465359
5.14,0.0254965031418125
5.15,0.025646077938314
5.16,0.0257959732911055
5.17,0.0259461913552522
5.18,0.0260967342858193
5.19,0.026247604237872
5.2,0.0263988033664754
5.21,0.0265503338266948
5.22,0.0267021977735953
5.23,0.0268543973622422
5.24,0.0270069347477006
5.25,0.0271598120850356
5.26,0.0273130315293126
5.27,0.0274665952355966
5.28,0.0276205053589528
5.29,0.0277747640544465
5.3,0.0279293734771428
5.31,0.0280843357821069
5.32,0.028239653124404
5.33,0.0283953276590992
5.34,0.0285513615412578
5.35,0.028707756925945
5.36,0.0288645159682259
5.37,0.0290216408231657
5.38,0.0291791336458296
5.39,0.0293369965912828
5.4,0.0294952318145904
5.41,0.0296538414708177
5.42,0.0298128277150298
5.43,0.029972192702292
5.44,0.0301319385876694
5.45,0.0302920675262271
5.46,0.0304525816730304
5.47,0.0306134831831445
5.48,0.0307747742116346
5.49,0.0309364569135657
5.5,0.0310985334440032
5.51,0.0312610059580122
5.52,0.0314238766106579
5.53,0.0315871475570054
5.54,0.03175082095212
5.55,0.0319148989510669
5.56,0.0320793837089111
5.57,0.032244277380718
5.58,0.0324095821215527
5.59,0.0325753000864804
5.6,0.0327414334305662
5.61,0.0329079843088754
5.62,0.0330749548764731
5.63,0.0332423472884245
5.64,0.0334101636997948
5.65,0.0335784062656493
5.66,0.033747077141053
5.67,0.0339161784810712
5.68,0.034085712440769
5.69,0.0342556811752116
5.7,0.0344260868394643
5.71,0.0345969315885921
5.72,0.0347682175776604
5.73,0.0349399469617342
5.74,0.0351121218958788
5.75,0.0352847445351593
5.76,0.0354578170346409
5.77,0.0356313415493889
5.78,0.0358053202344683
5.79,0.0359797552449444
5.8,0.0361546487358824
5.81,0.0363300028623475
5.82,0.0365058197794047
5.83,0.0366821016421194
5.84,0.0368588506055567
5.85,0.0370360688247818
5.86,0.0372137584548599
5.87,0.0373919216508561
5.88,0.0375705605678357
5.89,0.0377496773608638
5.9,0.0379292741850056
5.91,0.0381093531953263
5.92,0.0382899165468911
5.93,0.0384709663947652
5.94,0.0386525048940137
5.95,0.0388345341997019
5.96,0.0390170564668948
5.97,0.0392000738506578
5.98,0.0393835885060561
5.99,0.0395676025881546
6.0,0.0397521182520188
6.01,0.0399371376527136
6.02,0.0401226629453044
6.03,0.0403086962848564
6.04,0.0404952398264346
6.05,0.0406822957251044
6.06,0.0408698661359308
6.07,0.0410579532139791
6.08,0.0412465591143144
6.09,0.0414356859920019
6.1,0.0416253360021069
6.11,0.0418155112996944
6.12,0.0420062140398297
6.13,0.042197446377578
6.14,0.0423892104680045
6.15,0.0425815084661743
6.16,0.0427743425271526
6.17,0.0429677148060047
6.18,0.0431616274577956
6.19,0.0433560826375906
6.2,0.0435510825004549
6.21,0.0437466292014536
6.22,0.0439427248956519
6.23,0.0441393717381151
6.24,0.0443365718839083
6.25,0.0445343274880966
6.26,0.0447326407057454
6.27,0.0449315136919196
6.28,0.0451309486016847
6.29,0.0453309475901057
6.3,0.0455315128122477
6.31,0.0457326464231761
6.32,0.045934350577956
6.33,0.0461366274316525
6.34,0.0463394791393309
6.35,0.0465429078560563
6.36,0.046746915736894
6.37,0.046951504936909
6.38,0.0471566776111666
6.39,0.047362435914732
6.4,0.0475687820026704
6.41,0.047775718030047
6.42,0.0479832461519268
6.43,0.0481913685233752
6.44,0.0484000872994573
6.45,0.0486094046352383
6.46,0.0488193226857833
6.47,0.0490298436061576
6.48,0.0492409695514264
6.49,0.0494527026766547
6.5,0.0496650451369079
6.51,0.0498779990872511
6.52,0.0500915666827495
6.53,0.0503057500784682
6.54,0.0505205514294725
6.55,0.0507359728908275
6.56,0.0509520166175984
6.57,0.0511686847648505
6.58,0.0513859794876488
6.59,0.0516039029410586
6.6,0.0518224572801451
6.61,0.0520416446599735
6.62,0.0522614672356088
6.63,0.0524819271621164
