wind_speed,Tacke TW 500
1.0,0.0
1.01,0.0271392273022151
1.02,0.0534601864445644
1.03,0.0789711427619961
1.04,0.1036803615894583
1.05,0.1275961082618991
1.06,0.1507266481142667
1.07,0.1730802464815092
1.08,0.1946651686985747
1.09,0.2154896801004115
1.1,0.2355620460219675
1.11,0.254890531798191
1.12,0.2734834027640302
1.13,0.2913489242544327
1.14,0.3084953616043476
1.15,0.3249309801487224
1.16,0.3406640452225054
1.17,0.3557028221606447
1.18,0.3700555762980885
1.19,0.3837305729697848
1.2,0.3967360775106819
1.21,0.4090803552557278
1.22,0.4207716715398707
1.23,0.4318182916980588
1.24,0.4422284810652401
1.25,0.4520105049763628
1.26,0.4611726287663751
1.27,0.4697231177702253
1.28,0.4776702373228609
1.29,0.4850222527592308
1.3,0.4917874294142829
1.31,0.4979740326229651
1.32,0.5035903277202256
1.33,0.5086445800410129
1.34,0.5131450549202745
1.35,0.5171000176929592
1.36,0.5205177336940147
1.37,0.5234064682583893
1.38,0.5257744867210313
1.39,0.5276300544168885
1.4,0.5289814366809094
1.41,0.5298368988480415
1.42,0.5302047062532339
1.43,0.5300931242314341
1.44,0.5295104181175901
1.45,0.5284648532466506
1.46,0.5269646949535635
1.47,0.5250182085732765
1.48,0.5226336594407385
1.49,0.519819312890897
1.5,0.5165834342587006
1.51,0.512934288879097
1.52,0.5088801420870346
1.53,0.5044292592174617
1.54,0.4995899056053261
1.55,0.4943703465855764
1.56,0.4887788474931601
1.57,0.4828236736630257
1.58,0.4765130904301218
1.59,0.4698553631293954
1.6,0.4628587570957956
1.61,0.4555315376642699
1.62,0.4478819701697674
1.63,0.4399183199472352
1.64,0.4316488523316222
1.65,0.4230818326578759
1.66,0.4142255262609445
1.67,0.4050881984757768
1.68,0.3956781146373203
1.69,0.3860035400805234
1.7,0.376072740140334
1.71,0.3658939801517007
1.72,0.3554755254495713
1.73,0.3448256413688938
1.74,0.3339525932446164
1.75,0.3228646464116879
1.76,0.3115700662050559
1.77,0.3000771179596679
1.78,0.2883940670104733
1.79,0.2765291786924195
1.8,0.2644907183404548
1.81,0.252286951289527
1.82,0.239926142874585
1.83,0.2274165584305762
1.84,0.2147664632924491
1.85,0.201984122795152
1.86,0.1890778022736324
1.87,0.176055767062839
