wind_speed,Nordex N52
1.0,0.0
1.01,0.0439271222606112
1.02,0.0864313162118572
1.03,0.1275289750689843
1.04,0.1672364920472383
1.05,0.2055702603618656
1.06,0.2425466732281122
1.07,0.2781821238612241
1.08,0.3124930054764475
1.09,0.3454957112890287
1.1,0.3772066345142135
1.11,0.4076421683672481
1.12,0.4368187060633787
1.13,0.4647526408178508
1.14,0.4914603658459117
1.15,0.516958274362807
1.16,0.5412627595837827
1.17,0.5643902147240848
1.18,0.5863570329989596
1.19,0.6071796076236531
1.2,0.6268743318134115
1.21,0.645457598783481
1.22,0.6629458017491073
1.23,0.6793553339255373
1.24,0.6947025885280161
1.25,0.7090039587717907
1.26,0.7222758378721066
1.27,0.7345346190442104
1.28,0.7457966955033476
1.29,0.7560784604647648
1.3,0.7653963071437082
1.31,0.7737666287554237
1.32,0.7812058185151571
1.33,0.7877302696381554
1.34,0.7933563753396635
1.35,0.7981005288349287
1.36,0.8019791233391961
1.37,0.8050085520677127
1.38,0.8072052082357238
1.39,0.8085854850584762
1.4,0.8091657757512157
1.41,0.808962473529188
1.42,0.80799197160764
1.43,0.8062706632018178
1.44,0.8038149415269669
1.45,0.8006411997983336
1.46,0.7967658312311643
1.47,0.7922052290407045
1.48,0.7869757864422011
1.49,0.7810938966508997
1.5,0.7745759528820464
1.51,0.7674383483508876
1.52,0.7596974762726693
1.53,0.7513697298626374
1.54,0.7424715023360386
1.55,0.7330191869081186
1.56,0.723029176794123
1.57,0.7125178652092988
1.58,0.7015016453688921
1.59,0.689996910488148
1.6,0.6780200537823136
1.61,0.6655874684666341
1.62,0.6527155477563574
1.63,0.6394206848667275
1.64,0.6257192730129922
1.65,0.6116277054103961
1.66,0.5971623752741863
1.67,0.582339675819609
1.68,0.5671760002619095
1.69,0.5516877418163346
1.7,0.5358912936981297
1.71,0.5198030491225423
1.72,0.5034394013048173
1.73,0.4868167434602006
1.74,0.469951468803939
1.75,0.4528599705512791
1.76,0.4355586419174664
1.77,0.4180638761177461
1.78,0.4003920663673661
1.79,0.3825596058815712
1.8,0.3645828878756079
1.81,0.3464783055647221
1.82,0.3282622521641606
1.83,0.309951120889169
1.84,0.2915613049549934
1.85,0.2731091975768803
1.86,0.2546111919700747
1.87,0.2360836813498243
1.88,0.2175430589313745
1.89,0.1990057179299712
1.9,0.1804880515608609
1.91,0.1620064530392885
1.92,0.1435773155805021
1.93,0.1252170323997459
1.94,0.1069419967122679
1.95,0.088768601733312
1.96,0.0707132406781272
1.97,0.0527923067619569
1.98,0.0350221932000478
1.99,0.0174192932076465
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0172208766608035
2.65,0.0468994711650712
2.66,0.0778436246603364
2.67,0.110069730361844
2.68,0.1435941814848438
2.69,0.1784333712445764
2.7,0.2146036928562917
2.71,0.2521215395352358
2.72,0.2910033044966527
2.73,0.3312653809557906
2.74,0.3729241621278945
2.75,0.41599604122821
2.76,0.460497411471982
2.77,0.5064446660744615
2.78,0.5538541982508915
2.79,0.6027424012165188
2.8,0.6531256681865871
2.81,0.7050203923763476
2.82,0.7584429670010397
2.83,0.8134097852759155
2.84,0.8699372404162151
2.85,0.9280417256371924
2.86,0.987739634154086
2.87,1.0490473591821496
2.88,1.11198129393662
2.89,1.1765578316327536
2.9,1.2427933654857863
2.91,1.310704288710972
