wind_speed,W2E Wind to Energy W2E-215/9.0
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.6452422650127154
2.02,1.3052428004935024
2.03,1.980059876910332
2.04,2.669751764731327
2.05,3.3743767344244304
2.06,4.093993056457759
2.07,4.8286590012993
2.08,5.57843283941715
2.09,6.343372841279269
2.1,7.123537277353787
2.11,7.91898441810865
2.12,8.729772534011985
2.13,9.555959895531752
2.14,10.39760477313607
2.15,11.254765437292892
2.16,12.127500158470344
2.17,13.01586720713638
2.18,13.919924853759134
2.19,14.839731368806545
2.2,15.77534502274673
2.21,16.726824086047667
2.22,17.694226829177467
2.23,18.67761152260408
2.24,19.67703643679566
2.25,20.692559842220117
2.26,21.724240009345547
2.27,22.77213520864005
2.28,23.836303710571567
2.29,24.916803785608224
2.3,26.013693704217975
2.31,27.127031736868943
2.32,28.25687615402907
2.33,29.403285226166503
2.34,30.56631722374918
2.35,31.746030417245244
2.36,32.942483077122624
2.37,34.15573347384947
2.38,35.38583987789371
2.39,36.63286055972348
2.4,37.89685378980674
2.41,39.17787783861162
2.42,40.47599097660604
2.43,41.791251474258175
2.44,43.12371760203591
