wind_speed,Fuhrländer LLC WTU4.5-151
1.0,0.0
1.01,0.2667572041058395
1.02,0.5232110754245681
1.03,0.7695120516611065
1.04,1.0058105705203746
1.05,1.232257069707293
1.06,1.4490019869267816
1.07,1.656195759883761
1.08,1.853988826283152
1.09,2.0425316238298747
1.1,2.2219745902288484
1.11,2.3924681631849936
1.12,2.5541627804032325
1.13,2.70720887958848
1.14,2.8517568984456645
1.15,2.9879572746797014
1.16,3.115960445995513
1.17,3.2359168500980178
1.18,3.347976924692137
1.19,3.452291107482791
1.2,3.549009836174899
1.21,3.638283548473383
1.22,3.7202626820831615
1.23,3.7950976747091567
1.24,3.862938964056288
1.25,3.9239369878294754
1.26,3.978242183733639
1.27,4.026004989473702
1.28,4.067375842754578
1.29,4.102505181281195
1.3,4.13154344275847
1.31,4.1546410648913215
1.32,4.171948485384673
1.33,4.183616141943444
1.34,4.189794472272552
1.35,4.19063391407692
1.36,4.186284905061467
1.37,4.176897882931117
1.38,4.1626232853907865
1.39,4.143611550145395
1.4,4.120013114899868
1.41,4.091978417359117
1.42,4.059657895228071
1.43,4.0232019862116495
1.44,3.9827611280147655
1.45,3.938485758342346
1.46,3.890526314899312
1.47,3.839033235390578
1.48,3.78415695752107
1.49,3.726047918995702
1.5,3.6648565575194
1.51,3.6007333107970845
1.52,3.533828616533671
1.53,3.4642929124340824
1.54,3.392276636203241
1.55,3.3179302255460663
1.56,3.241404118167475
1.57,3.1628487517723904
1.58,3.0824145640657377
1.59,3.0002519927524265
1.6,2.916511475537382
1.61,2.831343450125525
1.62,2.744898354221782
1.63,2.65732662553106
1.64,2.568778701758293
1.65,2.4794050206083904
1.66,2.389356019786276
1.67,2.298782136996875
1.68,2.2078338099451007
1.69,2.1166614763358798
1.7,2.025415573874122
1.71,1.9342465402647624
1.72,1.843304813212713
1.73,1.7527408304228924
1.74,1.66270502960022
1.75,1.5733478484496253
1.76,1.4848197246760222
1.77,1.397271095984328
1.78,1.3108524000794717
1.79,1.2257140746663655
1.8,1.1420065574499354
1.81,1.059880286135094
1.82,0.97948569842677
1.83,0.9009732320298802
1.84,0.8244933246493433
1.85,0.7501964139900874
1.86,0.6782329377570218
1.87,0.6087533336550726
1.88,0.541908039389158
1.89,0.4778474926642024
1.9,0.416722131185125
1.91,0.3586823926568367
1.92,0.3038787147842736
1.93,0.2524615352723423
1.94,0.2045812918259724
1.95,0.1603884221500795
1.96,0.1200333639495898
1.97,0.0836665549294135
1.98,0.0514384327944767
1.99,0.0234994352496915
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0131076073431621
2.1,0.0422778688148763
2.11,0.077542507335794
2.12,0.1190519606108431
2.13,0.1669566663449213
2.14,0.221407062242978
2.15,0.2825535860099144
2.16,0.3505466753506532
2.17,0.4255367679701152
2.18,0.5076743015732319
2.19,0.5971097138649029
2.2,0.6939934425500631
2.21,0.7984759253336335
2.22,0.9107075999205314
2.23,1.0308389040156705
2.24,1.1590202753239858
2.25,1.2954021515503733
2.26,1.4401349703997717
2.27,1.5933691695771088
2.28,1.7552551867872843
2.29,1.9259434597352327
2.3,2.1055844261258763
2.31,2.2943285236641278
2.32,2.4923261900548965
2.33,2.6997278630031296
2.34,2.916683980213712
2.35,3.143344979391607
2.36,3.379861298241704
2.37,3.626383374468947
2.38,3.883061645778213
2.39,4.150046549874471
2.4,4.427488524462618
2.41,4.715538007247584
2.42,5.01434543593426
2.43,5.324061248227604
2.44,5.644835881832517
2.45,5.976819774453936
2.46,6.320163363796759
2.47,6.675017087565923
2.48,7.041531383466328
2.49,7.419856689202927
2.5,7.810143442480594
2.51,8.212542081004294
2.52,8.627203042478921
2.53,9.054276764609412
2.54,9.493913685100676
2.55,9.946264241657635
2.56,10.411478871985224
2.57,10.889708013788336
2.58,11.381102104771928
2.59,11.885811582640862
2.6,12.40398688510014
2.61,12.935778449854588
2.62,13.48133671460922
2.63,14.040812117068867
2.64,14.61435509493854
2.65,15.202116085923066
2.66,15.804245527727453
2.67,16.420893858056537
2.68,17.05221151461533
2.69,17.698348935108683
2.7,18.359456557241543
2.71,19.035684818718806
2.72,19.727184157245425
2.73,20.43410501052629
2.74,21.156597816266377
2.75,21.89481301217053
2.76,22.648901035943688
2.77,23.41901232529083
2.78,24.205297317916816
2.79,25.00790645152661
2.8,25.82699016382508
2.81,26.66269889251722
2.82,27.51518307530783
2.83,28.38459314990198
2.84,29.271079554004466
2.85,30.17479272532029
2.86,31.09588310155432
2.87,32.03450112041153
2.88,32.990797219596736
2.89,33.96492183681501
2.9,34.95702540977115
2.91,35.96725837617013
2.92,36.995771173716825
2.93,38.04271424011625
2.94,39.1082380130732
2.95,40.19249293029271
2.96,41.29562942947961
2.97,42.41779794833892
2.98,43.55914892457542
2.99,44.71983279589417
3.0,45.9
3.01,47.0997889368929
3.02,48.31928985575331
3.03,49.55858096805649
3.04,50.81774048527798
3.05,52.09684661889299
3.06,53.3959775803771
3.07,54.71521158120558
3.08,56.05462683285396
3.09,57.41430154679746
3.1,58.79431393451164
3.11,60.19474220747178
3.12,61.61566457715338
3.13,63.05715925503178
3.14,64.5193044525824
3.15,66.0021783812806
3.16,67.50585925260191
3.17,69.03042527802145
3.18,70.57595466901495
3.19,72.14252563705756
3.2,73.73021639362486
3.21,75.33910515019204
3.22,76.96927011823472
3.23,78.62078950922813
3.24,80.29374153464782
3.25,81.98820440596901
3.26,83.70425633466719
3.27,85.44197553221785
3.28,87.20144021009622
3.29,88.98272857977787
3.3,90.78591885273798
3.31,92.61108924045216
3.32,94.45831795439572
3.33,96.32768320604404
3.34,98.21926320687253
3.35,100.13313616835666
3.36,102.06938030197163
3.37,104.02807381919312
3.38,106.00929493149629
3.39,108.01312185035673
3.4,110.03963278724964
3.41,112.08890595365057
3.42,114.16101956103483
3.43,116.25605182087796
3.44,118.3740809446551
3.45,120.51518514384196
3.46,122.6794426299136
3.47,124.8669316143458
3.48,127.07773030861358
3.49,129.31191692419264
3.5,131.5695696725582
3.51,133.85076676518568
3.52,136.1555864135506
3.53,138.48410682912817
3.54,140.836406223394
3.55,143.21256280782328
3.56,145.61265479389158
3.57,148.03676039307416
3.58,150.48495781684656
3.59,152.95732527668395
3.6,155.45394098406211
3.61,157.974883150456
3.62,160.52022998734134
3.63,163.0900597061934
3.64,165.6844505184876
3.65,168.3034806356993
3.66,170.947228269304
3.67,173.6157716307769
3.68,176.30918893159367
3.69,179.0275583832294
3.7,181.7709581971598
3.71,184.53946658486
3.72,187.33316175780567
3.73,190.15212192747197
3.74,192.99642530533444
3.75,195.86615010286832
3.76,198.76137453154905
3.77,201.68217680285235
3.78,204.6286351282532
3.79,207.6008277192272
