wind_speed,Enercon E-58/10.58
1.0,0.0
1.01,0.0067754748273626
1.02,0.0131403148167033
1.03,0.0191029002708387
1.04,0.0246716114925858
1.05,0.0298548287847611
1.06,0.0346609324501816
1.07,0.039098302791664
1.08,0.0431753201120251
1.09,0.0469003647140816
1.1,0.0502818169006504
1.11,0.0533280569745481
1.12,0.0560474652385916
1.13,0.0584484219955976
1.14,0.060539307548383
1.15,0.0623285021997645
1.16,0.0638243862525588
1.17,0.0650353400095828
1.18,0.0659697437736532
1.19,0.0666359778475869
1.2,0.0670424225342005
1.21,0.0671974581363108
1.22,0.0671094649567347
1.23,0.0667868232982888
1.24,0.0662379134637901
1.25,0.0654711157560552
1.26,0.0644948104779009
1.27,0.063317377932144
1.28,0.0619471984216012
1.29,0.0603926522490895
1.3,0.0586621197174254
1.31,0.0567639811294258
1.32,0.0547066167879076
1.33,0.0524984069956873
1.34,0.0501477320555819
1.35,0.0476629722704081
1.36,0.0450525079429827
1.37,0.0423247193761224
1.38,0.0394879868726441
1.39,0.0365506907353644
1.4,0.0335212112671002
1.41,0.0304079287706683
1.42,0.0272192235488854
1.43,0.0239634759045683
1.44,0.0206490661405337
1.45,0.0172843745595985
1.46,0.0138777814645795
1.47,0.0104376671582933
1.48,0.0069724119435568
1.49,0.0034903961231868
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0071905817101908
2.02,0.0147851093159753
2.03,0.0227685135721071
2.04,0.0311257252333412
2.05,0.0398416750544318
2.06,0.0489012937901339
2.07,0.0582895121952011
2.08,0.0679912610243888
2.09,0.0779914710324506
2.1,0.0882750729741418
2.11,0.0988269976042161
2.12,0.1096321756774287
2.13,0.1206755379485334
2.14,0.1319420151722853
2.15,0.143416538103438
2.16,0.1550840374967473
2.17,0.1669294441069661
2.18,0.1789376886888503
2.19,0.1910937019971532
2.2,0.2033824147866304
2.21,0.2157887578120353
2.22,0.2282976618281232
2.23,0.2408940575896478
2.24,0.2535628758513645
2.25,0.2662890473680266
2.26,0.2790575028943896
2.27,0.2918531731852078
2.28,0.3046609889952351
2.29,0.3174658810792269
2.3,0.3302527801919365
2.31,0.3430066170881196
2.32,0.3557123225225294
2.33,0.3683548272499217
2.34,0.3809190620250497
2.35,0.3933899576026691
2.36,0.4057524447375332
2.37,0.4179914541843975
2.38,0.4300919166980155
2.39,0.4420387630331426
2.4,0.4538169239445325
2.41,0.4654113301869403
2.42,0.47680691251512
2.43,0.4879886016838265
2.44,0.4989413284478135
2.45,0.5096500235618365
2.46,0.5200996177806491
2.47,0.5302750418590065
2.48,0.5401612265516624
2.49,0.5497431026133721
2.5,0.5590056007988893
2.51,0.5679336518629687
2.52,0.5765121865603654
2.53,0.5847261356458331
2.54,0.5925604298741266
2.55,0.6
2.56,0.6070552155337859
2.57,0.6138382010081256
2.58,0.6204865197112386
2.59,0.627137734931344
2.6,0.633929409956661
2.61,0.640999108075409
2.62,0.6484843925758075
2.63,0.656522826746075
2.64,0.6652519738744317
2.65,0.6748093972490959
2.66,0.6853326601582878
2.67,0.6969593258902258
2.68,0.70982695773313
2.69,0.7240731189752188
2.7,0.7398353729047121
2.71,0.7572512828098285
2.72,0.7764584119787886
2.73,0.7975943236998095
2.74,0.8207965812611131
2.75,0.8462027479509159
2.76,0.8739503870574383
2.77,0.9041770618689012
2.78,0.9370203356735208
2.79,0.97261777175952
2.8,1.011106933415114
2.81,1.052625383928526
2.82,1.0973106865879714
2.83,1.1453004046816735
2.84,1.196732101497847
2.85,1.2517433403247162
2.86,1.310471684450495
2.87,1.373054697163408
2.88,1.4396299417516698
2.89,1.510334981503504
2.9,1.5853073797071249
2.91,1.6646846996507572
2.92,1.7486045046226146
2.93,1.8372043579109223
2.94,1.9306218228038925
2.95,2.0289944625897527
2.96,2.132459840556714
2.97,2.2411555199930038
2.98,2.355219064186832
2.99,2.4747880364264274
3.0,2.6
3.01,2.730947007385826
3.02,2.867539067822396
3.03,3.0096406797382347
3.04,3.15711634156189
3.05,3.3098305517218867
3.06,3.467647808646774
3.07,3.630432610765076
3.08,3.798049456505341
3.09,3.9703628442960937
3.1,4.147237272565883
3.11,4.328537239743233
3.12,4.514127244256695
3.13,4.703871784534789
3.14,4.897635359006068
3.15,5.09528246609905
3.16,5.296677604242293
3.17,5.501685271864313
3.18,5.710169967393666
3.19,5.921996189258868
3.2,6.137028435888476
3.21,6.355131205711008
3.22,6.57616899715502
3.23,6.800006308649026
3.24,7.0265076386215854
3.25,7.255537485501216
3.26,7.48696034771646
3.27,7.72064072369587
3.28,7.956443111867954
3.29,8.19423201066128
3.3,8.433871918504353
3.31,8.675227333825736
3.32,8.918162755053944
3.33,9.162542680617534
3.34,9.408231608945025
3.35,9.65509403846497
3.36,9.902994467605884
3.37,10.15179739479633
3.38,10.40136731846482
3.39,10.651568737039913
3.4,10.90226614895012
3.41,11.153324052624004
3.42,11.404606946490077
3.43,11.6559793289769
3.44,11.907305698512989
3.45,12.158450553526896
3.46,12.409278392447142
3.47,12.659653713702284
3.48,12.909441015720835
3.49,13.158504796931352
3.5,13.406709555762356
3.51,13.653919790642387
3.52,13.9
3.53,14.144858502565222
3.54,14.388578898274208
3.55,14.631288607364583
3.56,14.873115050074029
3.57,15.11418564664016
3.58,15.354627817300658
3.59,15.594568982293149
3.6,15.834136561855304
3.61,16.07345797622474
3.62,16.31266064563914
3.63,16.551871990336135
3.64,16.791219430553387
3.65,17.030830386528528
3.66,17.27083227849923
3.67,17.51135252670312
3.68,17.752518551377868
3.69,17.99445777276111
3.7,18.237297611090504
3.71,18.48116548660369
3.72,18.72618881953833
3.73,18.972495030132063
3.74,19.220211538622543
3.75,19.469465765247417
3.76,19.72038513024434
3.77,19.973097053850964
3.78,20.22772895630492
3.79,20.484408257843885
3.8,20.74326237870549
3.81,21.0044187391274
3.82,21.268004759347228
3.83,21.53414785960268
3.84,21.802975460131357
3.85,22.074614981170942
3.86,22.34919384295905
3.87,22.626839465733365
3.88,22.90767926973152
3.89,23.19184067519117
3.9,23.47945110234994
3.91,23.77063797144553
3.92,24.065528702715557
3.93,24.36425071639766
3.94,24.666931432729516
3.95,24.973698271948763
3.96,25.28467865429304
3.97,25.6
3.98,25.919766896678876
3.99,26.2439926014252
4.0,26.572667538705986
4.01,26.90578213298837
4.02,27.24332680873942
4.03,27.58529199042625
4.04,27.931668102515875
4.05,28.282445569475414
4.06,28.637614815771943
4.07,28.997166265872583
4.08,29.361090344244342
4.09,29.72937747535434
4.1,30.102018083669662
4.11,30.479002593657427
4.12,30.860321429784623
4.13,31.245965016518404
4.14,31.63592377832582
4.15,32.030188139674
4.16,32.42874852502996
4.17,32.831595358860824
4.18,33.238719065633646
4.19,33.65011006981557
4.2,34.06575879587359
4.21,34.48565566827482
4.22,34.90979111148638
4.23,35.33815554997534
4.24,35.770739408208726
4.25,36.20753311065367
