wind_speed,Vestas V20
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0023147286112132
2.02,0.0046280682463622
2.03,0.0069386299293825
2.04,0.00924502468421
2.05,0.0115458635347799
2.06,0.0138397575050283
2.07,0.0161253176188905
2.08,0.0184011549003026
2.09,0.0206658803731998
2.1,0.0229181050615182
2.11,0.0251564399891931
2.12,0.0273794961801604
2.13,0.0295858846583556
2.14,0.0317742164477145
2.15,0.0339431025721727
2.16,0.036091154055666
2.17,0.0382169819221298
2.18,0.0403191971955
2.19,0.0423964108997122
2.2,0.044447234058702
2.21,0.046470277696405
2.22,0.0484641528367572
2.23,0.0504274705036939
2.24,0.0523588417211509
2.25,0.0542568775130639
2.26,0.0561201889033685
2.27,0.0579473869160005
2.28,0.0597370825748954
2.29,0.0614878869039891
2.3,0.0631984109272169
2.31,0.0648672656685147
2.32,0.0664930621518181
2.33,0.0680744114010629
2.34,0.0696099244401847
2.35,0.0710982122931191
2.36,0.0725378859838016
2.37,0.0739275565361682
2.38,0.0752658349741545
2.39,0.076551332321696
2.4,0.0777826596027284
2.41,0.0789584278411875
2.42,0.080077248061009
