wind_speed,Venturicon 3.ZERO
1.0,0.0
1.01,2.144288326375896e-06
1.02,3.7314624318560343e-06
1.03,4.777250742914111e-06
1.04,5.297381686023821e-06
1.05,5.30758368765886e-06
1.06,4.823585174292918e-06
1.07,3.861114572399689e-06
1.08,2.435900308452876e-06
1.09,5.636708089261672e-07
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,2.4288577281587464e-05
2.02,4.959288298965014e-05
2.03,7.592864555065857e-05
2.04,0.000103311593391
2.05,0.0001317574549374
2.06,0.0001612819586161
2.07,0.0001919008328536
2.08,0.0002236298060764
2.09,0.0002564846067111
2.1,0.000290480963184
2.11,0.0003256346039216
2.12,0.0003619612573505
2.13,0.000399476651897
2.14,0.0004381965159877
2.15,0.000478136578049
2.16,0.0005193125665075
2.17,0.0005617402097895
2.18,0.0006054352363215
2.19,0.0006504133745301
2.2,0.0006966903528417
2.21,0.0007442818996828
2.22,0.0007932037434798
2.23,0.0008434716126592
2.24,0.0008951012356476
2.25,0.0009481083408713
2.26,0.0010025086567568
2.27,0.0010583179117307
2.28,0.0011155518342193
2.29,0.0011742261526492
2.3,0.0012343565954468
2.31,0.0012959588910387
2.32,0.0013590487678512
2.33,0.0014236419543109
2.34,0.0014897541788443
2.35,0.0015574011698777
2.36,0.0016265986558377
2.37,0.0016973623651508
2.38,0.0017697080262434
2.39,0.001843651367542
2.4,0.0019192081174731
2.41,0.0019963940044631
2.42,0.0020752247569385
2.43,0.0021557161033258
2.44,0.0022378837720516
2.45,0.0023217434915421
2.46,0.002407310990224
2.47,0.0024946019965236
2.48,0.0025836322388675
2.49,0.0026744174456822
2.5,0.002766973345394
2.51,0.0028613156664296
2.52,0.0029574601372153
2.53,0.0030554224861776
2.54,0.0031552184417431
2.55,0.0032568637323381
2.56,0.0033603740863892
2.57,0.0034657652323228
2.58,0.0035730528985654
2.59,0.0036822528135435
2.6,0.0037933807056835
2.61,0.003906452303412
2.62,0.0040214833351553
2.63,0.00413848952934
2.64,0.0042574866143926
2.65,0.0043784903187394
2.66,0.0045015163708071
2.67,0.004626580499022
2.68,0.0047536984318107
2.69,0.0048828858975996
2.7,0.0050141586248151
2.71,0.0051475323418838
2.72,0.0052830227772322
2.73,0.0054206456592867
2.74,0.0055604167164737
2.75,0.0057023516772198
2.76,0.0058464662699514
2.77,0.005992776223095
2.78,0.0061412972650771
2.79,0.0062920451243242
2.8,0.0064450355292626
2.81,0.006600284208319
2.82,0.0067578068899197
2.83,0.0069176193024913
2.84,0.0070797371744602
2.85,0.0072441762342528
2.86,0.0074109522102958
2.87,0.0075800808310155
2.88,0.0077515778248383
2.89,0.0079254589201909
2.9,0.0081017398454997
2.91,0.008280436329191
2.92,0.0084615640996915
2.93,0.0086451388854276
2.94,0.0088311764148257
2.95,0.0090196924163123
2.96,0.0092107026183139
2.97,0.009404222749257
2.98,0.0096002685375681
2.99,0.0097988557116736
3.0,0.01
3.01,0.0102037114025472
3.02,0.0104099770056095
3.03,0.0106187781670544
3.04,0.0108300962447496
3.05,0.0110439125965626
3.06,0.0112602085803612
3.07,0.011478965554013
3.08,0.0117001648753855
3.09,0.0119237879023465
3.1,0.0121498159927635
3.11,0.0123782305045042
3.12,0.0126090127954362
3.13,0.0128421442234272
3.14,0.0130776061463447
3.15,0.0133153799220565
3.16,0.0135554469084301
3.17,0.0137977884633331
3.18,0.0140423859446333
3.19,0.0142892207101982
3.2,0.0145382741178955
3.21,0.0147895275255928
3.22,0.0150429622911577
3.23,0.0152985597724579
3.24,0.015556301327361
3.25,0.0158161683137346
3.26,0.0160781420894463
3.27,0.0163422040123638
3.28,0.0166083354403548
3.29,0.0168765177312868
3.3,0.0171467322430275
3.31,0.0174189603334445
3.32,0.0176931833604055
3.33,0.017969382681778
3.34,0.0182475396554298
3.35,0.0185276356392284
3.36,0.0188096519910414
3.37,0.0190935700687366
3.38,0.0193793712301815
3.39,0.0196670368332438
3.4,0.0199565482357911
3.41,0.020247886795691
3.42,0.0205410338708111
3.43,0.0208359708190192
3.44,0.0211326789981828
3.45,0.0214311397661695
3.46,0.021731334480847
3.47,0.022033244500083
3.48,0.022336851181745
3.49,0.0226421358837007
3.5,0.0229490799638177
3.51,0.0232576647799636
3.52,0.0235678716900061
3.53,0.0238796820518129
3.54,0.0241930772232514
3.55,0.0245080385621895
3.56,0.0248245474264946
3.57,0.0251425851740345
3.58,0.0254621331626767
3.59,0.025783172750289
3.6,0.0261056852947389
3.61,0.026429652153894
3.62,0.026755054685622
3.63,0.0270818742477906
3.64,0.0274100921982673
3.65,0.0277396898949198
3.66,0.0280706486956157
3.67,0.0284029499582226
3.68,0.0287365750406083
3.69,0.0290715053006402
3.7,0.0294077220961862
3.71,0.0297452067851136
3.72,0.0300839407252903
3.73,0.0304239052745838
3.74,0.0307650817908618
3.75,0.0311074516319919
3.76,0.0314509961558418
3.77,0.031795696720279
3.78,0.0321415346831712
3.79,0.032488491402386
3.8,0.0328365482357911
3.81,0.0331856865412541
3.82,0.0335358876766425
3.83,0.0338871329998242
3.84,0.0342394038686666
3.85,0.0345926816410375
3.86,0.0349469476748044
3.87,0.035302183327835
3.88,0.0356583699579969
3.89,0.0360154889231578
3.9,0.0363735215811852
3.91,0.0367324492899468
3.92,0.0370922534073103
3.93,0.0374529152911432
3.94,0.0378144162993132
3.95,0.038176737789688
3.96,0.0385398611201351
3.97,0.0389037676485223
3.98,0.039268438732717
3.99,0.0396338557305871
4.0,0.04
4.01,0.0403668571423895
4.02,0.0407344297334539
4.03,0.0411027245924575
4.04,0.0414717485386645
4.05,0.0418415083913394
4.06,0.0422120109697465
4.07,0.04258326309315
4.08,0.0429552715808143
4.09,0.0433280432520038
4.1,0.0437015849259827
4.11,0.0440759034220154
4.12,0.0444510055593662
4.13,0.0448268981572994
4.14,0.0452035880350794
4.15,0.0455810820119704
4.16,0.0459593869072369
4.17,0.0463385095401431
4.18,0.0467184567299534
4.19,0.047099235295932
4.2,0.0474808520573434
4.21,0.0478633138334518
4.22,0.0482466274435216
4.23,0.0486307997068171
4.24,0.0490158374426025
4.25,0.0494017474701423
4.26,0.0497885366087008
4.27,0.0501762116775423
4.28,0.0505647794959311
4.29,0.0509542468831315
4.3,0.0513446206584079
4.31,0.0517359076410246
4.32,0.0521281146502459
4.33,0.0525212485053362
4.34,0.0529153160255597
4.35,0.0533103240301809
4.36,0.053706279338464
4.37,0.0541031887696733
4.38,0.0545010591430732
4.39,0.0548998972779279
4.4,0.055299709993502
4.41,0.0557005041090596
4.42,0.056102286443865
4.43,0.0565050638171827
4.44,0.0569088430482769
4.45,0.0573136309564119
4.46,0.0577194343608521
4.47,0.0581262600808619
4.48,0.0585341149357055
4.49,0.0589430057446472
4.5,0.0593529393269514
4.51,0.0597639225018824
4.52,0.0601759620887046
4.53,0.0605890649066823
4.54,0.0610032377750797
4.55,0.0614184875131612
4.56,0.0618348209401911
4.57,0.0622522448754339
4.58,0.0626707661381537
4.59,0.063090391547615
4.6,0.063511127923082
4.61,0.063932982083819
4.62,0.0643559608490905
4.63,0.0647800710381607
4.64,0.0652053194702939
4.65,0.0656317129647545
4.66,0.0660592583408068
4.67,0.0664879624177151
4.68,0.0669178320147438
4.69,0.0673488739511571
4.7,0.0677810950462195
4.71,0.0682145021191951
4.72,0.0686491019893484
4.73,0.0690849014759437
4.74,0.0695219073982454
4.75,0.0699601265755176
4.76,0.0703995658270248
4.77,0.0708402319720312
4.78,0.0712821318298013
4.79,0.0717252722195993
4.8,0.0721696599606896
4.81,0.0726153018723365
4.82,0.0730622047738042
4.83,0.0735103754843573
4.84,0.0739598208232598
4.85,0.0744105476097763
4.86,0.074862562663171
4.87,0.0753158728027082
4.88,0.0757704848476522
4.89,0.0762264056172675
4.9,0.0766836419308183
4.91,0.0771422006075689
4.92,0.0776020884667837
4.93,0.078063312327727
4.94,0.0785258790096631
4.95,0.0789897953318563
4.96,0.0794550681135711
4.97,0.0799217041740716
4.98,0.0803897103326222
4.99,0.0808590934084873
5.0,0.0813298602209312
5.01,0.0818020175892181
5.02,0.0822755723326125
5.03,0.0827505312703787
5.04,0.0832269012217809
5.05,0.0837046890060835
5.06,0.0841839014425509
5.07,0.0846645453504473
5.08,0.0851466275490371
5.09,0.0856301548575846
5.1,0.0861151340953541
5.11,0.0866015720816101
5.12,0.0870894756356166
5.13,0.0875788515766382
5.14,0.0880697067239391
5.15,0.0885620478967837
5.16,0.0890558819144363
5.17,0.0895512155961612
5.18,0.0900480557612227
5.19,0.0905464092288852
5.2,0.091046282818413
5.21,0.0915476833490703
5.22,0.0920506176401217
5.23,0.0925550925108313
5.24,0.0930611147804635
5.25,0.0935686912682826
5.26,0.0940778287935529
5.27,0.0945885341755388
5.28,0.0951008142335047
5.29,0.0956146757867147
5.3,0.0961301256544334
5.31,0.0966471706559248
5.32,0.0971658176104535
5.33,0.0976860733372837
5.34,0.0982079446556797
5.35,0.0987314383849059
5.36,0.0992565613442267
5.37,0.0997833203529063
5.38,0.100311722230209
5.39,0.1008417737953991
5.4,0.1013734818677412
5.41,0.1019068532664993
5.42,0.1024418948109378
5.43,0.1029786133203212
5.44,0.1035170156139137
5.45,0.1040571085109796
5.46,0.1045988988307833
5.47,0.105142393392589
5.48,0.1056875990156612
5.49,0.1062345225192641
5.5,0.1067831707226621
5.51,0.1073335504451195
5.52,0.1078856685059005
5.53,0.1084395317242697
5.54,0.1089951469194912
5.55,0.1095525209108293
5.56,0.1101116605175485
5.57,0.1106725725589131
5.58,0.1112352638541873
5.59,0.1117997412226355
5.6,0.112366011483522
5.61,0.1129340814561112
5.62,0.1135039579596674
5.63,0.1140756478134548
5.64,0.1146491578367379
5.65,0.1152244948487809
5.66,0.1158016656688482
5.67,0.1163806771162041
5.68,0.1169615360101129
5.69,0.117544249169839
5.7,0.1181288234146467
5.71,0.1187152655638003
5.72,0.1193035824365641
5.73,0.1198937808522025
5.74,0.1204858676299797
5.75,0.1210798495891601
5.76,0.1216757335490081
5.77,0.1222735263287879
5.78,0.122873234747764
5.79,0.1234748656252005
5.8,0.1240784257803619
5.81,0.1246839220325124
5.82,0.1252913612009165
5.83,0.1259007501048383
5.84,0.1265120955635423
5.85,0.1271254043962927
5.86,0.127740683422354
5.87,0.1283579394609903
5.88,0.1289771793314661
