wind_speed,Tellus T-1780
1.0,0.0
1.01,0.0045340295927859
1.02,0.0088821085445833
1.03,0.0130471252457052
1.04,0.0170319680864646
1.05,0.0208395254571746
1.06,0.0244726857481481
1.07,0.0279343373496981
1.08,0.0312273686521377
1.09,0.0343546680457799
1.1,0.0373191239209377
1.11,0.0401236246679242
1.12,0.0427710586770522
1.13,0.0452643143386349
1.14,0.0476062800429852
1.15,0.0497998441804163
1.16,0.051847895141241
1.17,0.0537533213157725
1.18,0.0555190110943237
1.19,0.0571478528672076
1.2,0.0586427350247372
1.21,0.0600065459572257
1.22,0.0612421740549859
1.23,0.0623525077083309
1.24,0.0633404353075738
1.25,0.0642088452430275
1.26,0.064960625905005
1.27,0.0655986656838194
1.28,0.0661258529697836
1.29,0.0665450761532108
1.3,0.0668592236244139
1.31,0.0670711837737059
1.32,0.0671838449913998
1.33,0.0672000956678087
1.34,0.0671228241932456
1.35,0.0669549189580234
1.36,0.0666992683524553
1.37,0.0663587607668542
1.38,0.0659362845915331
1.39,0.065434728216805
1.4,0.064856980032983
1.41,0.0642059284303801
1.42,0.0634844617993093
1.43,0.0626954685300836
1.44,0.061841837013016
1.45,0.0609264556384195
1.46,0.0599522127966073
1.47,0.0589219968778922
1.48,0.0578386962725872
1.49,0.0567051993710055
1.5,0.05552439456346
1.51,0.0542991702402637
1.52,0.0530324147917297
1.53,0.0517270166081709
1.54,0.0503858640799004
1.55,0.0490118455972312
1.56,0.0476078495504763
1.57,0.0461767643299487
1.58,0.0447214783259615
1.59,0.0432448799288276
1.6,0.0417498575288601
1.61,0.040239299516372
1.62,0.0387160942816763
1.63,0.037183130215086
1.64,0.0356432957069142
1.65,0.0340994791474737
1.66,0.0325545689270778
1.67,0.0310114534360393
1.68,0.0294730210646713
1.69,0.0279421602032868
1.7,0.0264217592421988
1.71,0.0249147065717205
1.72,0.0234238905821647
1.73,0.0219521996638443
1.74,0.0205025222070725
1.75,0.0190777466021625
1.76,0.017680761239427
1.77,0.0163144545091791
1.78,0.0149817148017319
1.79,0.0136854305073984
1.8,0.0124284900164916
1.81,0.0112137817193243
1.82,0.0100441940062099
1.83,0.0089226152674611
1.84,0.0078519338933911
1.85,0.0068350382743128
1.86,0.0058748168005393
1.87,0.0049741578623836
1.88,0.0041359498501587
1.89,0.0033630811541777
1.9,0.0026584401647535
1.91,0.002024915272199
1.92,0.0014653948668275
1.93,0.0009827673389518
1.94,0.000579921078885
1.95,0.0002597444769401
1.96,2.5125923430319164e-05
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0002364975433599
2.02,0.0005758834770328
2.03,0.0010210461913318
2.04,0.0015748740765698
2.05,0.0022402555230598
2.06,0.0030200789211149
2.07,0.0039172326610482
2.08,0.0049346051331725
2.09,0.0060750847278009
2.1,0.0073415598352466
2.11,0.0087369188458222
2.12,0.0102640501498413
2.13,0.0119258421376163
2.14,0.0137251831994607
2.15,0.0156649617256872
2.16,0.0177480661066089
2.17,0.0199773847325388
2.18,0.0223558059937902
2.19,0.0248862182806756
2.2,0.0275715099835086
2.21,0.0304145694926016
2.22,0.0334182851982682
2.23,0.0365855454908208
2.24,0.0399192387605732
2.25,0.0434222533978375
2.26,0.0470974777929273
2.27,0.0509478003361557
2.28,0.0549761094178353
2.29,0.0591852934282796
2.3,0.0635782407578011
2.31,0.0681578397967133
2.32,0.0729269789353287
2.33,0.0778885465639608
2.34,0.083045431072922
2.35,0.0884005208525262
2.36,0.0939567042930858
2.37,0.0997168697849141
2.38,0.1056839057183235
2.39,0.111860700483628
2.4,0.1182501424711399
2.41,0.1248551200711726
2.42,0.1316785216740383
2.43,0.1387232356700514
2.44,0.1459921504495236
2.45,0.1534881544027688
2.46,0.1612141359200997
2.47,0.1691729833918294
2.48,0.1773675852082702
2.49,0.1858008297597365
2.5,0.1944756054365399
2.51,0.2033948006289945
2.52,0.2125613037274126
2.53,0.2219780031221077
2.54,0.2316477872033926
2.55,0.2415735443615801
2.56,0.2517581629869839
2.57,0.2622045314699162
2.58,0.2729155382006909
2.59,0.2838940715696196
2.6,0.2951430199670172
2.61,0.3066652717831949
2.62,0.3184637154084671
2.63,0.3305412392331456
2.64,0.3429007316475448
2.65,0.3555450810419764
2.66,0.3684771758067543
2.67,0.3816999043321909
2.68,0.3952161550086003
2.69,0.4090288162262941
2.7,0.4231407763755863
2.71,0.4375549238467893
2.72,0.4522741470302165
2.73,0.4673013343161806
2.74,0.4826393740949953
2.75,0.4982911547569727
2.76,0.5142595646924256
2.77,0.5305474922916688
2.78,0.5471578259450138
2.79,0.5640934540427743
2.8,0.5813572649752626
2.81,0.5989521471327925
2.82,0.6168809889056759
2.83,0.6351466786842277
2.84,0.6537521048587586
2.85,0.6727001558195838
2.86,0.6919937199570146
2.87,0.7116356856613656
2.88,0.7316289413229474
2.89,0.7519763753320762
2.9,0.7726808760790619
2.91,0.7937453319542201
2.92,0.8151726313478618
2.93,0.8369656626503021
2.94,0.8591273142518516
2.95,0.8816604745428255
2.96,0.9045680319135352
2.97,0.9278528747542952
2.98,0.9515178914554164
2.99,0.9755659704072146
3.0,1.0
3.01,1.0248219802337737
3.02,1.0500303575472854
3.03,1.075622689988967
3.04,1.1015965356072566
3.05,1.1279494524505855
3.06,1.154678998567392
3.07,1.1817827320061087
3.08,1.2092582108151724
3.09,1.237102993043016
3.1,1.2653146367380763
3.11,1.2938906999487862
3.12,1.3228287407235824
3.13,1.3521263171108997
3.14,1.3817809871591722
3.15,1.4117903089168344
3.16,1.4421518404323244
3.17,1.4728631397540717
3.18,1.503921764930516
3.19,1.5353252740100891
3.2,1.5670712250412295
3.21,1.5991571760723675
3.22,1.6315806851519423
3.23,1.6643393103283852
3.24,1.697430609650135
3.25,1.730852141165622
3.26,1.764601462923285
3.27,1.798676132971558
3.28,1.8330737093588736
3.29,1.8677917501336712
3.3,1.902827813344381
3.31,1.9381794570394415
3.32,1.9738442392672848
3.33,2.009819718076349
3.34,2.046103451515065
3.35,2.0826929976318724
3.36,2.1195859144752007
3.37,2.1567797600934897
3.38,2.194272092535172
3.39,2.2320604698486832
3.4,2.270142450082457
3.41,2.3085155912849307
3.42,2.3471774515045363
3.43,2.386125588789712
3.44,2.4253575611888887
3.45,2.464870926750506
3.46,2.504663243522994
3.47,2.544732069554793
3.48,2.5850749628943315
3.49,2.62568948159005
3.5,2.6665731836903794
3.51,2.707723627243757
3.52,2.74913837029862
3.53,2.790814970903397
3.54,2.8327509871065284
3.55,2.8749439769564464
3.56,2.917391498501587
3.57,2.960091109790385
3.58,3.003040368871276
3.59,3.046236833792692
3.6,3.089678062603073
3.61,3.133361613350848
3.62,3.177285044084456
3.63,3.2214459128523303
3.64,3.265841777702908
3.65,3.3104701966846206
3.66,3.3553287278459054
3.67,3.4004149292351955
3.68,3.445726358900929
3.69,3.4912605748915366
3.7,3.5370151352554577
3.71,3.582987598041123
3.72,3.629175521296971
3.73,3.6755764630714336
3.74,3.72218798141295
3.75,3.769007634369948
3.76,3.816032979990867
3.77,3.863261576324146
3.78,3.910690981418212
3.79,3.958318753321505
3.8,4.006142450082457
3.81,4.054159629749507
3.82,4.102367850371086
3.83,4.150764669995629
3.84,4.199347646671574
3.85,4.248114338447353
3.86,4.297062303371402
3.87,4.3461890994921575
3.88,4.39549228485805
3.89,4.44496941751752
3.9,4.494618055518998
3.91,4.544435756910922
3.92,4.594420079741724
3.93,4.644568582059844
3.94,4.694878821913709
3.95,4.7453483573517605
3.96,4.795974746422429
3.97,4.846755547174155
3.98,4.897688317655367
3.99,4.948770615914505
4.0,5.0
4.01,5.051374398948636
4.02,5.102893225750577
4.03,5.154556264384339
4.04,5.206363298828422
4.05,5.258314113061347
4.06,5.310408491061622
4.07,5.362646216807762
4.08,5.415027074278273
4.09,5.467550847451667
4.1,5.520217320306459
4.11,5.573026276821159
4.12,5.625977500974278
4.13,5.679070776744321
4.14,5.732305888109811
4.15,5.785682619049255
4.16,5.83920075354116
4.17,5.892860075564039
4.18,5.946660369096406
4.19,6.000601418116775
4.2,6.054683006603647
4.21,6.108904918535543
4.22,6.1632669378909695
4.23,6.217768848648444
4.24,6.272410434786469
4.25,6.32719148028356
4.26,6.382111769118228
4.27,6.437171085268984
4.28,6.492369212714346
4.29,6.547705935432814
4.3,6.603181037402906
4.31,6.658794302603132
4.32,6.714545515012008
4.33,6.770434458608038
4.34,6.826460917369732
4.35,6.882624675275606
4.36,6.938925516304178
4.37,6.995363224433946
4.38,7.051937583643429
4.39,7.108648377911136
4.4,7.165495391215583
4.41,7.222478407535277
4.42,7.279597210848726
4.43,7.336851585134447
4.44,7.394241314370952
4.45,7.451766182536748
4.46,7.509425973610347
4.47,7.567220471570261
4.48,7.625149460395009
4.49,7.683212724063089
4.5,7.741410046553017
4.51,7.799741211843309
4.52,7.858206003912473
4.53,7.916804206739024
4.54,7.975535604301466
4.55,8.034399980578314
4.56,8.09339711954808
4.57,8.15252680518928
4.58,8.211788821480415
4.59,8.271182952400006
4.6,8.330708981926556
4.61,8.390366694038585
4.62,8.450155872714594
4.63,8.510076301933104
4.64,8.57012776567262
4.65,8.63031004791166
4.66,8.690622932628727
4.67,8.751066203802337
4.68,8.811639645411002
4.69,8.872343041433234
4.7,8.933176175847542
4.71,8.994138832632435
4.72,9.055230795766429
4.73,9.116451849228037
4.74,9.17780177699576
4.75,9.23928036304812
4.76,9.300887391363622
4.77,9.362622645920782
4.78,9.424485910698111
4.79,9.486476969674117
4.8,9.548595606827313
4.81,9.610841606136209
4.82,9.67321475157932
4.83,9.735714827135158
4.84,9.798341616782222
4.85,9.86109490449904
4.86,9.923974474264115
4.87,9.98698011005596
4.88,10.050111595853084
4.89,10.113368715633996
4.9,10.176751253377224
4.91,10.240258993061254
4.92,10.303891718664612
4.93,10.36764921416581
4.94,10.431531263543365
4.95,10.495537650775768
4.96,10.559668159841545
4.97,10.623922574719206
4.98,10.688300679387265
4.99,10.752802257824223
5.0,10.817427094008604
5.01,10.882174971918907
5.02,10.947045675533651
5.03,11.012038988831351
5.04,11.077154695790508
5.05,11.14239258038964
5.06,11.207752426607255
5.07,11.273234018421874
5.08,11.338837139811996
5.09,11.404561574756135
5.1,11.4704071072328
5.11,11.536373521220517
5.12,11.602460600697782
5.13,11.668668129643107
5.14,11.73499589203501
5.15,11.801443671852011
5.16,11.868011253072597
5.17,11.934698419675296
5.18,12.001504955638614
5.19,12.068430644941074
5.2,12.135475271561171
5.21,12.20263861947742
5.22,12.26992047266834
5.23,12.337320615112436
5.24,12.40483883078822
5.25,12.472474903674206
5.26,12.540228617748904
5.27,12.60809975699082
5.28,12.67608810537848
5.29,12.74419344689038
5.3,12.81241556550504
5.31,12.880754245200963
5.32,12.949209269956675
5.33,13.017780423750674
5.34,13.086467490561471
5.35,13.15527025436758
5.36,13.224188499147528
5.37,13.2932220088798
5.38,13.362370567542923
5.39,13.431633959115402
5.4,13.501011967575764
5.41,13.570504376902496
5.42,13.640110971074124
5.43,13.709831534069156
5.44,13.77966584986611
5.45,13.849613702443486
5.46,13.9196748757798
5.47,13.989849153853564
5.48,14.060136320643297
5.49,14.130536160127496
5.5,14.201048456284676
5.51,14.271672993093352
5.52,14.342409554532038
5.53,14.413257924579248
5.54,14.484217887213475
5.55,14.55528922641325
5.56,14.626471726157073
5.57,14.697765170423466
5.58,14.769169343190928
5.59,14.840684028437977
5.6,14.912309010143122
5.61,14.984044072284885
5.62,15.05588899884176
5.63,15.127843573792264
5.64,15.199907581114916
5.65,15.272080804788224
5.66,15.344363028790694
5.67,15.41675403710084
5.68,15.489253613697173
5.69,15.561861542558212
5.7,15.63457760766246
5.71,15.707401592988424
5.72,15.780333282514627
5.73,15.853372460219576
5.74,15.92651891008178
5.75,15.999772416079749
5.76,16.073132762191996
5.77,16.146599732397032
5.78,16.22017311067338
5.79,16.29385268099953
5.8,16.36763822735401
5.81,16.44152953371532
5.82,16.51552638406199
5.83,16.589628562372503
5.84,16.663835852625393
5.85,16.738148038799164
5.86,16.812564904872332
5.87,16.887086234823396
5.88,16.961711812630877
5.89,17.03644142227328
5.9,17.111274847729135
5.91,17.186211872976926
5.92,17.26125228199518
5.93,17.33639585876241
5.94,17.411642387257125
5.95,17.486991651457828
5.96,17.562443435343035
5.97,17.63799752289126
5.98,17.71365369808102
5.99,17.789411744890817
6.0,17.86527144729916
6.01,17.94123258928457
6.02,18.01729495482555
6.03,18.093458327900628
6.04,18.16972249248829
6.05,18.246087232567064
6.06,18.322552332115453
6.07,18.399117575111983
6.08,18.47578274553515
6.09,18.552547627363463
6.1,18.629412004575443
6.11,18.706375661149604
6.12,18.783438381064457
6.13,18.860599948298496
6.14,18.937860146830253
6.15,19.01521876063823
6.16,19.09267557370094
6.17,19.17023036999689
6.18,19.2478829335046
6.19,19.32563304820258
6.2,19.403480498069328
6.21,19.481425067083368
6.22,19.55946653922321
6.23,19.637604698467378
6.24,19.715839328794356
6.25,19.794170214182664
6.26,19.87259713861082
6.27,19.95111988605733
6.28,20.02973824050073
6.29,20.108451985919487
6.3,20.18726090629215
6.31,20.26616478559721
6.32,20.345163407813185
6.33,20.424256556918586
6.34,20.50344401689192
6.35,20.582725571711705
6.36,20.66210100535645
6.37,20.74157010180467
6.38,20.821132645034865
6.39,20.900788419025552
6.4,20.98053720775526
6.41,21.060378795202475
6.42,21.140312965345707
6.43,21.220339502163483
6.44,21.30045818963432
6.45,21.38066881173671
6.46,21.46097115244917
6.47,21.541364995750214
6.48,21.62185012561837
6.49,21.70242632603212
6.5,21.783093380969984
6.51,21.863851074410487
6.52,21.944699190332123
6.53,22.025637512713423
6.54,22.106665825532875
6.55,22.187783912769007
6.56,22.268991558400323
6.57,22.35028854640534
6.58,22.431674660762567
6.59,22.513149685450507
6.6,22.59471340444768
6.61,22.676365601732613
6.62,22.758106061283787
6.63,22.839934567079723
6.64,22.92185090309894
6.65,23.003854853319957
6.66,23.085946201721256
6.67,23.16812473228137
6.68,23.25039022897881
6.69,23.33274247579209
6.7,23.415181256699707
6.71,23.49770635568018
6.72,23.580317556712025
6.73,23.663014643773742
6.74,23.745797400843863
6.75,23.828665611900878
6.76,23.911619060923307
6.77,23.994657531889658
6.78,24.07778080877845
6.79,24.160988675568184
6.8,24.244280916237376
6.81,24.327657314764544
6.82,24.411117655128194
